gap_id,lane,category,missing_or_weak_surface,observed_evidence,observed_status,source_gated_routing_rows,required_recovery_action,boundary,b3_route
212DFB-GAP-0001,Pan-Turkic,branch-weighting,branch_weight_ledger.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_BRANCH_WEIGHT_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0002,Pan-Turkic,marginal-intelligibility,marginal_intelligibility.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_MARGINAL_INTELLIGIBILITY_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce marginal_intelligibility.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0003,Pan-Turkic,source-use,source_use_status.csv / source_documents.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_SOURCE_USE_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce source_use_status.csv / source_documents.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0004,Pan-Turkic,adverse-evidence,adverse_evidence_ledger.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_ADVERSE_DO_NOT_USE_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce adverse_evidence_ledger.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0005,Pan-Turkic,normalization,normalization_decisions / forms.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_NORMALIZATION_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce normalization_decisions / forms.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0006,Pan-Turkic,marker-table,marker-table / interlinear scaffolding rows,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_MARKER_INTERLINEAR_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce marker-table / interlinear scaffolding rows application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0007,Pan-Turkic,do-not-use,do_not_use.csv / false_friend_ledger.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\DO_NOT_USE_APPLICATION_ROWS_212DFB.csv,shared-rule-present; exact lane-current-head-application-gap,647,produce do_not_use.csv / false_friend_ledger.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0008,OLP,branch-weighting,branch_weight_ledger.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_BRANCH_WEIGHT_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,390,produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0009,OLP,marginal-intelligibility,marginal_intelligibility.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_MARGINAL_INTELLIGIBILITY_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,390,produce marginal_intelligibility.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
212DFB-GAP-0010,OLP,source-use,source_use_status.csv / source_documents.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_SOURCE_USE_LEDGER.csv,shared-rule-present; exact lane-current-head-application-gap,390,produce source_use_status.csv / source_documents.csv application rows linked to lane source bodies and hashes,"generated-draft/noncanonical/source-use/provenance/gap only; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
