"lane","delta_status","source_path","source_relative_path","bytes","sha256","source_last_write_utc","package_action","base_frontier","frontier_package","frontier_sha256","frontier_bytes"
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-001_edu_gov_kg_matematika_curriculum.pdf","sources\current_web_source_canon_20260704\CWS-KY-001_edu_gov_kg_matematika_curriculum.pdf","601365","34FD87987F76E5E25C2D7C29A3E1D5CA310E99193774ADACA1D2FB7BE4A5414C","2026-07-04T16:55:22.6806524Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","sources\current_web_source_canon_20260704\CWS-KY-002_daramet_algebra_8_klass.pdf","2319102","3ADF45747524AC0691C659B5AB1568F9AE4DACF3886ECDE92A57AD31E601FBE4","2026-07-04T16:55:54.9388206Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TK-001_kitaphana_book_10_yokary_matematika.html","sources\current_web_source_canon_20260704\CWS-TK-001_kitaphana_book_10_yokary_matematika.html","33760","C576894C31C8E14CF38BCF8B41FE2536BE2BBA06EE107822501358B4080C8BE2","2026-07-04T16:55:23.7508194Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TK-002_kitaphana_book_13_cyzykly_algebra.html","sources\current_web_source_canon_20260704\CWS-TK-002_kitaphana_book_13_cyzykly_algebra.html","31849","9164600E072C33FB4EC970918A0FA9DDAD5819EF54E94FDEAF5B3E9F9ACE72D0","2026-07-04T16:55:24.1577608Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TT-001_edu_tatar_textbook_list_2015_2016.pdf","sources\current_web_source_canon_20260704\CWS-TT-001_edu_tatar_textbook_list_2015_2016.pdf","616379","3D85EFBC03216384A72DD0AA5773FF3EA1925E3CC97DF3FB8F5B6FD166E3AF5E","2026-07-04T16:55:30.5282663Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-TT-002_fanni_tatarstan_2025_math_tatar.pdf","sources\current_web_source_canon_20260704\CWS-TT-002_fanni_tatarstan_2025_math_tatar.pdf","316306","CBDCE778574D1ACD582BDADDDFCA15FDEE01138C50444044B200FE3CFF158408","2026-07-04T16:55:32.1812177Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-001_uygur_com_one_indeterminate_polynomial.html","sources\current_web_source_canon_20260704\CWS-UG-001_uygur_com_one_indeterminate_polynomial.html","84523","DBC25492313F500AA04476DD72AA22B0D6062A14CA0906F916A93C38BA2F039E","2026-07-04T16:55:33.4979810Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-002_uygur_com_noetherian_scheme.html","sources\current_web_source_canon_20260704\CWS-UG-002_uygur_com_noetherian_scheme.html","84369","08B78DCE564E70A2A21CCADD44A1D8907951132DB0AE7B598FEBEA9C3833F3C7","2026-07-04T16:55:34.9854711Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-003_uygur_com_left_noetherian_ring.html","sources\current_web_source_canon_20260704\CWS-UG-003_uygur_com_left_noetherian_ring.html","84420","24921876E3E138BF32B9C9E13C895FF7126A52C9B53ECA094221000711C09D3D","2026-07-04T16:55:36.3572224Z","omitted_raw_source_body","through package 294",,,
"noether-r2-pan-turkic-hard-blockers","MISSING_FROM_PACKAGE_FRONTIER","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\current_web_source_canon_20260704\CWS-UG-004_uygur_com_locally_noetherian_scheme.html","sources\current_web_source_canon_20260704\CWS-UG-004_uygur_com_locally_noetherian_scheme.html","84497","44FAD5BFB58C0A03B65EA3627CA64AE68287549414380A136E18E4FB8077F1C3","2026-07-04T16:55:36.9409798Z","omitted_raw_source_body","through package 294",,,
