"adverse_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_choice","trap_or_adverse_reading","contextual_reason_for_exclusion","alternative_held_for_independent_review","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_status","review_state"
"P43-ZH-A001","P43-ZH-T001","segment A opening and introduction; §3; §4; segment D §§6–7","Differente","不同","ordinary adjectival 不同 meaning different or not the same","At these loci the source names an ideal-theoretic object constructed from the difference quotient and evaluated in a ring or order.","不同理想; 差异理想","mixed/contested","High: 不同 is Mainland technical usage here but collides directly with ordinary Chinese syntax; no regional Chinese shelf was consulted.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; highest-priority sense trap"
"P43-ZH-A002","P43-ZH-T002","segment A introduction; §1.3–4; segment B §3.2","definierendes Ideal","定义理想","a generic ideal mentioned inside a definition or a defining equation itself","The ideal consists specifically of polynomial relations defining the ring or direct-product presentation.","定义关系理想","modern Sino-xenic coinage/calque","High: 定义理想 is inherited from the Mandarin-Simplified producer shelf; regional conventionality is unknown.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A003","P43-ZH-T003","segment A introduction; segment B §3.2–3; segment D §6.4","Differentialquotient eines definierenden Ideals","定义理想的微分商","the numerical derivative quotient of one polynomial or the difference quotient 差分商","The construction is ideal-level and only specializes to an ordinary polynomial derivative under additional hypotheses.","导数商; 微分理想商","modern Sino-xenic coinage/calque","High: 微分商 can be pulled toward calculus terminology on the Mainland shelf; regional evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; must remain distinct from P43-ZH-T009"
"P43-ZH-A004","P43-ZH-T004","segment A introduction and §§1–2; segment B §4; segments C–D §§5–6","direktes Produkt","直积","Cartesian product of sets, ordinary element multiplication, or direct sum","The paper defines a coefficient-extension ring construction with specific existence conditions and representations.","张量积; 直接积","modern Sino-xenic coinage/calque","High: 直积 is the Mandarin-Simplified baseline; the historical construction's best regional label is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A005","P43-ZH-T005","segment A introduction and §1 throughout","Koeffizientenbereich","系数域","a coefficient field at every occurrence, even where the source permits a subring","The German Bereich denotes the scalar domain generally; some loci are rings rather than fields.","系数范围; 系数环","mixed/contested","High: 系数域 is concise Mainland wording but may overstate fieldhood; this debt is unresolved and no regional shelf was consulted.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; locus-sensitive review needed"
"P43-ZH-A006","P43-ZH-T006","segment A §2.2","Erweiterungsmodul","扩张模","an arbitrary larger module or a field extension","The module is generated by scalar extension inside the direct-product ring.","标量扩张模; 延拓模","modern Sino-xenic coinage/calque","High: 扩张模 follows Mainland usage but omits explicit scalar wording; regional evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A007","P43-ZH-T007","segment A §2.2; segment C §5.1; segment D §6.2","Verengungsmodul; Verengungsideal","收缩模；收缩理想","geometric shrinkage or a quotient construction","The source defines contraction by intersection with the original ring.","缩约模/缩约理想; 限制模/限制理想","modern Sino-xenic coinage/calque","High: 收缩 is Mainland terminology with a strong nonalgebraic attractor; regional algebra usage was not consulted.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
"P43-ZH-A008","P43-ZH-T008","segment A introduction; segment B §§3–4; segment C §5; segment D §6","Differenzenideal","差分理想","the ideal-theoretic different 不同 or a discrete finite-difference construction","The ideal is generated by paired differences x-ξ under the stated isomorphism.","差理想; 差分生成理想","modern Sino-xenic coinage/calque","High: 差分理想 may attract discrete-calculus senses in Mandarin; regional terminology is untested.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; must remain distinct from P43-ZH-T001"
"P43-ZH-A009","P43-ZH-T009","segment A introduction; segment B §§3–4; segment C §5; segment D §6","Differenzenquotient","差分商","elementary finite-difference quotient or the differential quotient 微分商","The displayed constructions are colon ideal quotients such as (0):B and M:B.","差分理想商; 差理想商","modern Sino-xenic coinage/calque","High: 差分商 is compressed Mainland usage and can attract calculus meanings; regional evidence is absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; must remain distinct from P43-ZH-T003"
"P43-ZH-A010","P43-ZH-T010","segment A introduction; segment C §5; segment D §6.1–2","galoisscher Erweiterungsring","伽罗瓦扩张环","a Galois field extension, Galois closure, or group ring","The object is a ring formed by coefficient extension and decomposed into conjugate components.","伽罗瓦延拓环; Galois 扩张环","mixed/contested","Medium: the global name is filtered through Mandarin transliteration and a Mainland calque; regional, JA, and KO evidence are absent.","producer editorial choice only; drafting witness available; independent checking absent","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending"
