"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P43-ZH-X001","P43-ZH-T001","segment A opening and introduction; §3; §4; segment D §§6–7","Differente","不同","不同","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ideal-theoretic different obtained from a difference quotient or its evaluated image in Noether's ring and order constructions.","ordinary 不同 meaning not the same; numerical difference; finite difference; discriminant","mixed/contested","High: 不同 comes from the Mandarin-Simplified technical shelf but collides directly with ordinary prose; regional convention is unknown.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X002","P43-ZH-T002","segment A introduction; §1.3–4; segment B §3.2","definierendes Ideal","定义理想","定義理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ideal of polynomial relations defining the ring or direct-product presentation.","a generic ideal mentioned in a definition; a defining equation itself","modern Sino-xenic coinage/calque","High: 定义理想 is a Mandarin-Simplified calque; regional conventionality is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X003","P43-ZH-T003","segment A introduction; segment B §3.2–3; segment D §6.4","Differentialquotient eines definierenden Ideals","定义理想的微分商","定義理想的微分商","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ideal-level differential quotient, reducing to a polynomial derivative only in the stated special case.","arithmetic quotient; 差分商; ordinary derivative in every case","modern Sino-xenic coinage/calque","High: 微分商 follows the Mandarin-Simplified shelf and may attract calculus meanings; regional evidence is absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X004","P43-ZH-T004","segment A introduction and §§1–2; segment B §4; segments C–D §§5–6","direktes Produkt","直积","直積","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The coefficient-extension ring construction with the paper's existence conditions.","Cartesian set product; element multiplication; direct sum","modern Sino-xenic coinage/calque","High: 直积 is the supplied Mandarin-Simplified baseline; regional terminology is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X005","P43-ZH-T005","segment A introduction and §1 throughout","Koeffizientenbereich","系数域","係數域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The scalar subring or field whose coefficients are enlarged.","function range; necessarily a field at every locus","mixed/contested","High: 系数域 is concise Mainland wording but may overstate fieldhood; regional and locus-specific preferences are untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X006","P43-ZH-T006","segment A §2.2","Erweiterungsmodul","扩张模","擴張模","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The module obtained by scalar extension inside the direct-product ring.","field extension; arbitrary larger module; software extension module","modern Sino-xenic coinage/calque","High: 扩张模 is Mainland terminology and suppresses explicit scalar wording; regional evidence is absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X007","P43-ZH-T007","segment A §2.2; segment C §5.1; segment D §6.2","Verengungsmodul; Verengungsideal","收缩模；收缩理想","收縮模；收縮理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Contraction by intersection with the original ring.","geometric shrinkage; quotient module or ideal","modern Sino-xenic coinage/calque","High: 收缩 is the Mainland lexical base and has a strong nonalgebraic attractor; regional usage is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X008","P43-ZH-T008","segment A introduction; segment B §§3–4; segment C §5; segment D §6","Differenzenideal","差分理想","差分理想","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ideal generated by paired differences x-ξ under the specified isomorphism.","the different 不同; a finite-difference ideal; generic ideal subtraction","modern Sino-xenic coinage/calque","High: 差分理想 may attract discrete-calculus readings on the Mainland shelf; regional terminology is untested.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X009","P43-ZH-T009","segment A introduction; segment B §§3–4; segment C §5; segment D §6","Differenzenquotient","差分商","差分商","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The colon-ideal quotient such as (0):B or M:B associated with the difference ideal.","finite-difference quotient; 微分商; arithmetic division","modern Sino-xenic coinage/calque","High: 差分商 is compressed Mainland usage and can attract calculus meanings; regional evidence is absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
"P43-ZH-X010","P43-ZH-T010","segment A introduction; segment C §5; segment D §6.1–2","galoisscher Erweiterungsring","伽罗瓦扩张环","伽羅瓦擴張環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The ring formed by extending coefficients to the Galois field and decomposing into conjugate components.","Galois field extension; Galois closure; group ring","mixed/contested","Medium: 伽罗瓦 is a global-name transliteration embedded in a Mandarin-Simplified calque; regional, JA, and KO evidence are absent.","producer editorial choice only; inherited Hans witness used only for drafting; independent checking absent","independent check absent; pending"
