"root","relative_path","expected_sha","actual_sha","ok"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","B3_HANDOFF_READY_D8_R6.md","9E5DF88CEFAF44FB5B8D93BF9EF0FF3343E9A2C5813C6C5E31485C06D287E034","9E5DF88CEFAF44FB5B8D93BF9EF0FF3343E9A2C5813C6C5E31485C06D287E034","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","B3_HANDOFF_SENT_D8_R6.md","E36BD366BF2823BA66F970AC8D345B32E204CB73AB748E2BC23B19BA20045FE5","E36BD366BF2823BA66F970AC8D345B32E204CB73AB748E2BC23B19BA20045FE5","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","B3_PACKAGE_BOUNDARY_D8_R6.csv","836A5197C773C0FA38EA5E3F75F53D756C0170EBBB62D4EA965FF563AA115D42","836A5197C773C0FA38EA5E3F75F53D756C0170EBBB62D4EA965FF563AA115D42","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","CHILD_PACKET_VALIDATION_D8_R6.csv","0C1A99890112736515B987EE8D2635D0693CA252AF8B7198CC7CC492E5D19FA0","0C1A99890112736515B987EE8D2635D0693CA252AF8B7198CC7CC492E5D19FA0","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","CURRENT_HEAD_STATUS_D8_R6.csv","265C6B7F3C18547D4D1F757736D35AFFB60524E443DB4F69DA068A37D652FC6A","265C6B7F3C18547D4D1F757736D35AFFB60524E443DB4F69DA068A37D652FC6A","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","EXACT_BLOCKERS_AND_RECOVERY_ROWS_D8_R6.csv","708321226A75C5C8C8095E4A33BF9202C03398AB43614CE41849AD7776A7306E","708321226A75C5C8C8095E4A33BF9202C03398AB43614CE41849AD7776A7306E","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","R6_WITNESS_SCOPE_COUNTS_CARRYFORWARD_D8.csv","CB0F24C46A519FB89B5B780AE4CAB7E4ADA9442740BB74EABF92AEE39D0DDD6E","CB0F24C46A519FB89B5B780AE4CAB7E4ADA9442740BB74EABF92AEE39D0DDD6E","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","README.md","9943DF21F99EF768401A9BCEFF213BB6BE82513A99B26430F9AD970425286C70","9943DF21F99EF768401A9BCEFF213BB6BE82513A99B26430F9AD970425286C70","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","ROUTE_SUMMARY_D8_R6.csv","8619C8F84B07B6D008D636F8FC5999EC6076BF4EF4FDE685156A9D1A3FFB38CC","8619C8F84B07B6D008D636F8FC5999EC6076BF4EF4FDE685156A9D1A3FFB38CC","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","SIBLING_WAKE_SENT_D8_R6.csv","61FE1456EE2FE8F2DA4727A97E022765CC0A42693B3611569FDAFED05E58D532","61FE1456EE2FE8F2DA4727A97E022765CC0A42693B3611569FDAFED05E58D532","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","SOURCE_USE_PROVENANCE_GAP_FABLE_LEDGER_D8_R6.csv","69309B2960AE6C36963AAD4E2C56E53D7AF2A3835E97AE34D78D4904697AED55","69309B2960AE6C36963AAD4E2C56E53D7AF2A3835E97AE34D78D4904697AED55","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","SOURCE_WITNESS_INDEX_ROUTE_D8_R6.csv","5C720A9B4A934328DCAFB136361214524BFBCB53F6F892850B71C9E362950F0E","5C720A9B4A934328DCAFB136361214524BFBCB53F6F892850B71C9E362950F0E","True"
"NON_SLAVIC_CORE_D8FDB95A_R6_SOURCE_GATE_FOLLOWUP_20260707","SUMMARY.json","605C2C625B10659B25137167C400DD575F39D75E448E06A5880EBE6D48A91F24","605C2C625B10659B25137167C400DD575F39D75E448E06A5880EBE6D48A91F24","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","b3/B3_ROUTE.csv","7677CB0845EF4D444760CFE221195FDEA3C187FCF9D27491881933B201191034","7677CB0845EF4D444760CFE221195FDEA3C187FCF9D27491881933B201191034","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","blockers/R6_D8FDB95A_IDLE_RECOVERY_EXACT_BLOCKERS.csv","39AFA7BF4BCD18BB3573F6606EA8833C977FD9AB547D0BECB0038638004B774E","39AFA7BF4BCD18BB3573F6606EA8833C977FD9AB547D0BECB0038638004B774E","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","ethics/R6_D8FDB95A_IDLE_RECOVERY_ETHICS_AUTHORITY_MAP.csv","574926BA2120C2B3492B2166F45FABC01A385303A5E72A4BF266D4DB63F4BC24","574926BA2120C2B3492B2166F45FABC01A385303A5E72A4BF266D4DB63F4BC24","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","fable/R6_D8FDB95A_IDLE_RECOVERY_FABLE_ADVERSE_LEDGER.csv","F914EF38C1FDE8ECD18B5C3D889DB7BB016F7DB67DC7FE1AD6AED0BA0CF2D0E5","F914EF38C1FDE8ECD18B5C3D889DB7BB016F7DB67DC7FE1AD6AED0BA0CF2D0E5","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","input-verification/R6_D8FDB95A_BASE_PACKAGE_SHA_REVERIFY.csv","DBC91A01CC97B022E811E9C978A4CA7A7C3DD3494B3BC7E36DA0C7CF4F4FD7F7","DBC91A01CC97B022E811E9C978A4CA7A7C3DD3494B3BC7E36DA0C7CF4F4FD7F7","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","logs/LOGBOOK_EXCERPT_20260707.md","1F7434A66FFE73A2C0E35BAA012A13B4C53B2AF25A156DFB9EEB24FB8B953FA6","1F7434A66FFE73A2C0E35BAA012A13B4C53B2AF25A156DFB9EEB24FB8B953FA6","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","mutual-watch/R6_D8FDB95A_IDLE_RECOVERY_MUTUAL_WATCH.csv","0C47705DE6C347910E0A0599625E5193AE776C36E91FCC147F2072917CF10455","0C47705DE6C347910E0A0599625E5193AE776C36E91FCC147F2072917CF10455","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_COUNTS.csv","56E69CA82706AE8507A5F4DBE8153EA5959AFA30B21A424421604E9B25554F03","56E69CA82706AE8507A5F4DBE8153EA5959AFA30B21A424421604E9B25554F03","True"
"R6_D8FDB95A_IDLE_RECOVERY_REVERIFY_20260707","README.md","B31D212F5676A7DEEF6BE6627FB2ED0A395E817DE2DECB546F286FEB2383C958","B31D212F5676A7DEEF6BE6627FB2ED0A395E817DE2DECB546F286FEB2383C958","True"
