"current_frontier","packet_label","lane","file","csv_rows_excluding_header","boundary"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\B3_PACKAGE_RETURN_ROWS_61F213FA.csv","2","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_61F213FA.csv","1","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\BRANCH_COMPARE_COMMITS_9F97502E_TO_61F213FA.csv","1","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\BRANCH_COMPARE_FILES_9F97502E_TO_61F213FA.csv","44","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\CHILD_CSV_ROW_COUNTS_61F213FA.csv","57","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\CHILD_PACKET_INVENTORY_61F213FA.csv","5","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\EIGHT_LANE_ROUTING_ROWS_61F213FA.csv","8","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\EXACT_BLOCKER_RECOVERY_ROWS_61F213FA.csv","5","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\FRONTIER_REVERIFY_61F213FA.csv","3","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\LOCAL_PACKET_VALIDATION_ROWS_61F213FA.csv","5","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\MANIFEST_REPLAY_61F213FA.csv","15","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\MANIFEST.csv","15","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\SIBLING_WAKE_LEDGER_61F213FA.csv","3","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","non_slavic_61f_route_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_61F213FA_9F_OLP_SOURCE_USE_INTERLINEAR_ROUTE_20260707\SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_61F213FA.csv","6","61F route packet now branch-visible at 49D; no source-body promotion"
"49d0983c2d071a6885d18d969bc85f26f14033e8","b3_61f_olp_review_boundary","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_61F213FA_OLP_REVIEW_BOUNDARY_VISIBILITY_BATCH_20260707\BRANCH_AND_ROUTE_CONTEXT.csv","6","B3 package audit/provenance only"
"49d0983c2d071a6885d18d969bc85f26f14033e8","b3_61f_olp_review_boundary","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_61F213FA_OLP_REVIEW_BOUNDARY_VISIBILITY_BATCH_20260707\MANIFEST_REPLAY.csv","11","B3 package audit/provenance only"
"49d0983c2d071a6885d18d969bc85f26f14033e8","b3_61f_olp_review_boundary","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_61F213FA_OLP_REVIEW_BOUNDARY_VISIBILITY_BATCH_20260707\MANIFEST.csv","10","B3 package audit/provenance only"
"49d0983c2d071a6885d18d969bc85f26f14033e8","b3_61f_olp_review_boundary","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_61F213FA_OLP_REVIEW_BOUNDARY_VISIBILITY_BATCH_20260707\PACKAGE_FILE_LEDGER.csv","15","B3 package audit/provenance only"
"49d0983c2d071a6885d18d969bc85f26f14033e8","b3_61f_olp_review_boundary","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_61F213FA_OLP_REVIEW_BOUNDARY_VISIBILITY_BATCH_20260707\POST_PUSH_BRANCH_BLOB_VERIFICATION_BY_FROZEN_OID.csv","26","B3 package audit/provenance only"
