"filename","status","additions","deletions","changes","sha"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/B3_ACTION_SUMMARY.csv","added","2","0","2","3fc585e99e652225e6f7dc7a6f83f0b9e9130293"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/BRANCH_PR_STATE.csv","added","10","0","10","ad9a6d5b5a42a6cbc9f3bbef22f6268c1d852d14"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/MANIFEST.csv","added","9","0","9","732567966a24f0b4418d1a0a3b073fa3c4279dec"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/MANIFEST_REPLAY.csv","added","123","0","123","a158c365ef801558fb70c5dc9e71e4ff263e9e56"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","added","140","0","140","e3fe9d1e48b13ff629f3b48afe00539aa6457b57"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","added","7","0","7","34bf8c4556e021f5514521f54ed4d97609ab568c"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/README.md","added","7","0","7","0e3546e324b86335ac24e209fc55c2b041a7c831"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/SAFETY_SCAN_HITS.csv","added","0","0","0","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/SHA256SUMS.txt","added","8","0","8","6cec555bac886d0315503362c8d5a70b51b3f116"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707/SHA256SUMS_REPLAY.csv","added","128","0","128","40db5bb24ca98d07659f0e95cf3f2ec8242dc44d"
"uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707/INTERLANGUAGE_FABLE_45250D8F_D9EA_FRONTIER_ADVANCE_GOVERNANCE_20260707/ACTIVE_SESSION_STATE.md","added","17","0","17","51baf670cd6a61a288448c4fceb2258491e231e9"
"uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707/INTERLANGUAGE_FABLE_45250D8F_D9EA_FRONTIER_ADVANCE_GOVERNANCE_20260707/B3_HANDOFF_INDEX_45250D8F.csv","added","4","0","4","1c952b60a24030ddb04f1c0a72dbed2ab925bcfb"
"uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707/INTERLANGUAGE_FABLE_45250D8F_D9EA_FRONTIER_ADVANCE_GOVERNANCE_20260707/B3_HANDOFF_INDEX_45250D8F.json","added","23","0","23","52635b74f3e319cf96bec38b207d0b684e3f0efd"
"uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707/INTERLANGUAGE_FABLE_45250D8F_D9EA_FRONTIER_ADVANCE_GOVERNANCE_20260707/BLOCKER_RECOVERY_LEDGER_45250D8F.csv","added","5","0","5","8216ff964aa4f8a987c3fba8111f34b55d8553a0"
"uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707/INTERLANGUAGE_FABLE_45250D8F_D9EA_FRONTIER_ADVANCE_GOVERNANCE_20260707/BLOCKER_RECOVERY_LEDGER_45250D8F.json","added","34","0","34","1212da150c0c9aeae1389b7fadfa4f790053f1cd"
