"packet_path","csv_name","rows","bytes","sha256","label"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","B3_ACTION_SUMMARY.csv","1","325","47106B4CB23D3AD1B31A2D4F956A67D9CDE23A76A53647F155EA7B7AF44AF333","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","BRANCH_PR_STATE.csv","9","429","E4A3537393BFC5BD84A5C70173B3223D5C35248A21E783C7A1BF582C34D7EC63","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","MANIFEST_REPLAY.csv","122","33236","C8519734F2DC09819265433CC1E2630E261F32DCC63B884B89E785C88911008A","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","MANIFEST.csv","9","1772","F51DFA329E997D9BB2602B516888CE5153F05F37D8C14A264B5EE548567E717C","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","PACKAGE_FILE_LEDGER.csv","139","76839","3C791B8E2F24857E278A3B2FA5915F5C80AFF912B947846258A90A9142611D6D","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","PACKAGE_ROOT_SUMMARY.csv","6","2922","7428251AFC4ECFA6486C045BE1B5F3C062BDFD138438C2ACD1A232927C2CBBDE","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","POST_PUSH_BRANCH_BLOB_VERIFICATION_BY_FROZEN_OID.csv","149","41565","18F8C06337B832765166F5AD33A76BC44B65EA95B316AAD4D65E1EA3D0862028","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","SAFETY_SCAN_HITS.csv","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_C4304BFD_45250D8F_R9_OLP_INTERLANGUAGE_PERSIANATE_NONSLAVIC_BATCH_20260707","SHA256SUMS_REPLAY.csv","127","30557","4D221AF49C8A9390E25C13533353E5984E68865609B9DF7C004E6D1B35A30683","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","MANIFEST.csv","15","2706","E2BC8BE4BD3C39691983691B6A09E5177BF3AF38D2405AABB455385B915A64C7","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","PACKAGE_VALIDATION_20260707.csv","4","857","35C1A7FC7870BA9500B3AC3C0D865D58045EC9A7350822728BC65D141C1C6796","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_ACTIVE_RECOVERY_SAMPLE_PATH_ROWS_20260707.csv","175","113299","C8FC018B9DC2B3AE8BE2AC8F35DA553E6257749E56E27110558408EE70C4CF8B","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_ACTIVE_RECOVERY_SEARCH_ROWS_20260707.csv","7","4489","EEE14F4E12ADF187D0DADB15F476471D0A4791E6FD3B4A9280961B3704376DB0","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_B3_HANDOFF_BOUNDARIES_20260707.csv","1","1141","870843B6BC5DD03F1491D39F0490CEA622B335FCC847772D3D543480802240D8","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_BRANCH_ROUTE_ROWS_20260707.csv","1","1301","F4723E0319BFA801B3254B5B224461B703749E15DDC17A45A96DD512264C1FEF","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_BRANCH_VISIBLE_PATH_ROWS_20260707.csv","213","151922","7B84260E05E3312BDCA278DB91791744DBD63F6133C92402C438B0CE618CBF3F","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","4","2867","AD7756AD40557BC4367C08E13D30837BE257588819E13F88C8ABE5BADAB36CC1","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_LOCAL_LEDGER_INVENTORY_ROWS_20260707.csv","5","3289","04BB7EA63965F720C0D84A28E57EBE775A720444C00BF497978236DD7946CC20","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_R9_SOURCE_RETURN_CARRYFORWARD_ROWS_20260707.csv","7","6272","9B0C76EC9A0CBE1216B82514C02B12689DF58B801A379FB9FD9B180B4783D5D5","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_SOURCE_ARCHIVE_CONTEXT_ROWS_20260707.csv","1","912","07711720293A0D90E1908E0CCFA53C3D6BBADD4315E095EFFB4F3C9CA06E8F3F","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_B95298E7_FRONTIER_CORRECTION_RECOVERY_20260707","R9_B95298E7_SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_20260707.csv","7","5434","5AEBC189C47B2BDF0779CC8EE653114C9359CA60F5CEEC9E64F2F4999DEB2144","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_B95298E7_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BLOCKER_RECOVERY_ROWS_B95298E7.csv","4","1103","73E2E77E555A73EAC9ACD33E61866AD8408D83048DE6A23031338B40F772A591","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_B95298E7_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","BRANCH_WEIGHT_MARGINAL_WITNESS_ROWS_B95298E7.csv","14","11887","A9844845BE776DE13F5F4F4BE909E1405F865A30263DFC0BBF1062CE2A1BA120","row-count/source-use provenance"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_B95298E7_INTERLINEAR_TERMINOLOGY_HEARTBEAT_20260707","DO_NOT_USE_ADVERSE_GUARD_ROWS_B95298E7.csv","11","3061","B79C97F4C884283678BE8E3709A00E45B5C2919A5F66913B90714356DC399741","row-count/source-use provenance"
