sha256,canonical_original_name,alias_original_name,alias_root_label,alias_relative_name,bytes
0E67F2E71F07D1D54EC722DA36014CBD6DD2B0DBB2608822621C669BB83E4E0F,t7151_151.png,t7b151_151.png,producer_a,t7b151_151.png,210589
0E67F2E71F07D1D54EC722DA36014CBD6DD2B0DBB2608822621C669BB83E4E0F,t7151_151.png,t9151_151.png,producer_a,t9151_151.png,210589
17CD25123F20C31647E9099F987BF33E038FE25FFF65EA15BB3835BA2961BC91,crop_u_foot.png,crop_u_foot2.png,producer_b,crop_u_foot2.png,1971
1AF3DC3D8CA3FF2DB06CD5700387A78EC919BA9BE2727F1E13C90135EA2742E5,t7157_158.png,t7b157_158.png,producer_b,t7b157_158.png,155787
2AAA60DDBFA77A766321499D13762CCE72EAB3FB34632AFBFE68DD465D40A8CD,t7143_144.png,t7b143_144.png,producer_a,t7b143_144.png,330063
2C81F8661A45EA3CB235F5F08D6FDF4644F59AE9840CD926E76570475C618EF2,t9147_foot.png,t9147_foot2.png,producer_a,t9147_foot2.png,2748
355F34B5696A7E8CFE14805FC430438030D55B797F777C6D81CCE8501E41B0D8,w161_foot.png,w162_foot.png,producer_b,w162_foot.png,9215
39293293374CA4DA4C1136142FEB445E3BD7FBE733604F8031D43E7DC4F3DD2D,t7145_146.png,t7b145_146.png,producer_b,t7b145_146.png,337300
39906DB0F950E996FE4FED3A48461A91F73EDFEC573440BADD65BECD363C0A68,g236_36_foot.png,g236_37_foot.png,producer_a,g236_37_foot.png,1066
47CDC46CFEF3C7CB5EC6958E7937EA7CC5305640592DC67ECEE816E0828D7A6A,m4.png,m5.png,producer_a,m5.png,3749
485F5EA5E4CBED2F40B045921770A327C56C894171C2DD6B955F9348EB7DACE9,t7145_145.png,t7b145_145.png,producer_b,t7b145_145.png,181901
4B48639708E5C8CC3FD362DD3E99CCFB7633DCC326DD93B8539F6A8917F9CB8D,z6118_L11_1.png,z6118_L12_1.png,producer_a,z6118_L12_1.png,1828
52A224FC33DF8D598475C044D5DEB24DEB1CBD4F2CEA82EED3484A8E0FB84E93,t9155_155.png,t7155_155.png,producer_b,t7155_155.png,314222
62A68CAA413CCD8A82CC19092C21A559262EDA5754FCA11C21939FFF7AEFEF23,c368_geo_soft.png,c368_geo_soft2.png,producer_b,c368_geo_soft2.png,3462
7536F2317ED9EB8B3E740CE7CCA5A3914C0ED6B16CED9AFE372AD27493B54B10,t7159_159.png,t7b159_159.png,producer_a,t7b159_159.png,256446
