"row_id","lane_scope","target_language_or_access_target","source_title","source_owner","topic_tags","evidence_tier","source_type","source_url","current_status","content_type","byte_count_or_status","sha256_or_error","local_path","license_access_signal","upload_policy","exact_gap_or_blocker","source_package_status","next_source_action","non_claim_boundary"
"R7LAOJICA001","SEA-Pacific","Lao","JICA Laos mathematics materials portal","Japan International Cooperation Agency","Laos;JICA;official mathematics materials portal;Grade 1-5","C_HTML_REMOTE_HASHED_OFFICIAL_ROUTE","remote HTML official materials portal","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/lao.html","200","text/html","48943","02B2258FFA39B5CDF7450FABBE3F1EDE431FC46DC3441A7ACC0F96ACB8181F00","remote_hash_only_no_local_payload","Official public JICA route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_remote_hash_no_payload","Official portal route lists Grade 1-5 math PDFs but is not higher-algebra proof prose","no_TeX_or_source_archive; route plus PDF fallback set only","Use as official Lao math source-return portal and keep primary-math scope explicit","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA002","SEA-Pacific","Lao","JICA Lao Grade 1 teachers guide book","Japan International Cooperation Agency","Laos;JICA;Grade 1;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade1_teachers_guide_book_1.pdf","200","application/pdf_or_server_default","15859156","F3D0099DC3B5DCD5302ECF3387F6B5C5062FD04D46E78853FE1E60B287CABF9D","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA003","SEA-Pacific","Lao","JICA Lao Grade 1 textbook","Japan International Cooperation Agency","Laos;JICA;Grade 1;textbook;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official textbook","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade1_textbook_1.pdf","200","application/pdf_or_server_default","5909357","FEF39C812882716615A959C8E13F74E701C3B103CC59B2BE9F7A111BE29AE1AC","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math textbook; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA004","SEA-Pacific","Lao","JICA Lao Grade 2 teachers guide book No 1","Japan International Cooperation Agency","Laos;JICA;Grade 2;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade2_teachers_guide_book_No_1_1.pdf","200","application/pdf_or_server_default","12327093","16F1677EF01F0F25A4971D895939FE8CFB06D5F45FD6299ECDAB5F113BC52184","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA005","SEA-Pacific","Lao","JICA Lao Grade 2 teachers guide book No 2","Japan International Cooperation Agency","Laos;JICA;Grade 2;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade2_teachers_guide_book_No_2_1.pdf","200","application/pdf_or_server_default","13263254","4A09319CF117D1FECDB96A844DD745EBE673EFF4A8CB3FB1A4C0395974DC09DF","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA006","SEA-Pacific","Lao","JICA Lao Grade 2 textbook","Japan International Cooperation Agency","Laos;JICA;Grade 2;textbook;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official textbook","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade2_textbook_1.pdf","200","application/pdf_or_server_default","7990977","CC172D026D73031BB92CBFFAACE798823EAC4EA9DD3BE7356B31EDFA9B1908F1","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math textbook; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA007","SEA-Pacific","Lao","JICA Lao Grade 3 teachers guide book No 1","Japan International Cooperation Agency","Laos;JICA;Grade 3;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade3_teachers_guide_book_No_1_1.pdf","200","application/pdf_or_server_default","12727578","9F90CA1E28DD090AF886E7F45E7D38148225DF12125247DAF3D9392BD39193C5","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA008","SEA-Pacific","Lao","JICA Lao Grade 3 teachers guide book No 2","Japan International Cooperation Agency","Laos;JICA;Grade 3;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade3_teachers_guide_book_No_2_1.pdf","200","application/pdf_or_server_default","14203190","4871975CB632C6AE30A120F565BA8A3F60D714A6CDF927ADB0C5BA36717066C0","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA009","SEA-Pacific","Lao","JICA Lao Grade 3 textbook","Japan International Cooperation Agency","Laos;JICA;Grade 3;textbook;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official textbook","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade3_textbook_1.pdf","200","application/pdf_or_server_default","5460542","BB841EB15892576F6558352435645736F3850E9801CD0CEBD9706D8393DB2B5F","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math textbook; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA010","SEA-Pacific","Lao","JICA Lao Grade 4 teachers guide book No 1","Japan International Cooperation Agency","Laos;JICA;Grade 4;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade4_teachers_guide_book_No_1_1.pdf","200","application/pdf_or_server_default","17863845","E804B5A3C3F29A6EA20AF35C5A547E21A2746CD6C1FEF27A9DF84C0A773E5003","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA011","SEA-Pacific","Lao","JICA Lao Grade 4 teachers guide book No 2","Japan International Cooperation Agency","Laos;JICA;Grade 4;teacher guide;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official teacher guide","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade4_teachers_guide_book_No_2_1.pdf","200","application/pdf_or_server_default","38688202","E13BA0340D4955BAF15253D4FC93E176C6075A37A764DA7492A3C0E6234F09FF","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math teacher guide; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA012","SEA-Pacific","Lao","JICA Lao Grade 4 textbook No 1","Japan International Cooperation Agency","Laos;JICA;Grade 4;textbook;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official textbook","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade4_textbook_No_1_1.pdf","200","application/pdf_or_server_default","11326153","FC3F0E6A7EC6737CD7DCE9BDFA834E3ABAFEF733F2BAF99896C0BD1624474029","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math textbook; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
"R7LAOJICA013","SEA-Pacific","Lao","JICA Lao Grade 4 textbook No 2","Japan International Cooperation Agency","Laos;JICA;Grade 4;textbook;official PDF;primary mathematics","B_PDF_REMOTE_HASHED_OFFICIAL_PRIMARY_MATH","remote PDF official textbook","https://www.jica.go.jp/english/activities/issues/education/materials/math/laos/__icsFiles/afieldfile/2025/04/24/Grade4_textbook_No_2_1.pdf","200","application/pdf_or_server_default","23921164","D45DB21F70E8A114136EB763A36C7E967D4B84F87A493F0A7049A1EBA1BB6A25","temporary_download_deleted_after_hash","Official public JICA PDF route; no explicit open redistribution license observed; no license clearance claimed","manifest_only_temp_hash_no_payload","Official primary-math textbook; not higher-algebra proof prose or source-level TeX","no_TeX_or_source_archive; PDF fallback provenance only","Keep as official Lao primary-math witness; continue separate higher-algebra search","not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim"
