record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_sha256,source_reading,target_reading,status,raw_cursor,substantive_cursor,target_tex_sha256,target_pdf_sha256,evidence_sha256,release_state
SGA2-X-L3532-L3534-R37@1,unit_status,,1,,,,SGA2,X,complete Remark 3.7,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one complete French remark,bounded source-aligned English TeX and one-page PDF,producer_pass_pending_independent_review,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,internal_not_for_release
SGA2-X-L3532-L3534-R37-AUTHORITY@1,source_manifest,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,French authority,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Latin-1 corrected arXiv TeX;586789 bytes,authority retained byte-identical,authority_identity_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,internal_not_for_release
SGA2-X-L3532-L3534-R37-SOURCE@1,source_binding,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,exact remark source,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,218-byte Latin-1 LF slice,byte-exact replay;French unchanged,source_identity_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,7F0D9E686076D85702CAA5E3E9F5216AC73B0EF78E271E88ACA58573C73BB18D,internal_not_for_release
SGA2-X-L3532-L3534-R37-BOUNDARY@1,boundary_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,source envelope,3530-3536,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,proof3530;blank3531;remark3532-3534;blank3535;corollary3536,scope3532-3534;raw3535;substantive3536,boundary_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,50EDDFB359B8CF97E35C23C05DAD9058F1EFA64AFD1F7D79B3B60373B282E04D,internal_not_for_release
SGA2-X-L3532-L3534-R37-PROOF-EXCLUSION@1,exclusion_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,preceding proof,3522-3530,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Lemma3.6 proof ends on line3530,proof absent;not touched,proof_exclusion_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,63D2615167DCCFFBCBEE8E1AB86994C5D5FFC61A6D39A54F3A5A9214F7CED6C0,internal_not_for_release
SGA2-X-L3532-L3534-R37-BLANK3535@1,exclusion_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,blank continuation cursor,3535,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one LF-only blank line,excluded;raw cursor3535,blank_exclusion_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,01BA4719C80B6FE911B091A7C05124B64EEECE964E09C058EF8F9805DACA546B,internal_not_for_release
SGA2-X-L3532-L3534-R37-NEXT@1,cursor_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,next substantive line,3536,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Corollary3.8 environment opening,excluded;substantive cursor3536,cursor_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,0C7A650AFCBC72EC15F50C0829C8E1788BB83948389C62AE3FD1F2345041335D,internal_not_for_release
SGA2-X-L3532-L3534-R37-READER@1,source_manifest,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,same-edition reader,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,216-page reader;physical104,manifestation/layout only;not independent corroboration,reader_role_checked,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,41AD02C57321A8D2200FF32A929BC93ADBC3DE0D59DCD5A284D28D859FB87A90,internal_not_for_release
SGA2-X-L3532-L3534-R37-SOURCE-RENDER@1,visual_source_control,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,source physical page104,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running96;Remark3.7;later original marker121 visible,fresh 200dpi visual check;remark on printed120,source_visual_pass,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,internal_not_for_release
SGA2-X-L3532-L3534-R37-SOURCE-RENDER-WARN@1,render_caveat,SGA2-X-L3532-L3534-R37@1,1,,,,SGA2,X,source renderer notices,3532-3534,printed120;physical104;running96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,legacy display-font notices,render legible;notices retained,source_render_warning_disclosed,3535,3536,AF2A17669348B4B5B25C0F7DBC4476DAFBD5A1DD68A199C9AF97E16EA1314F0B,699745968DAEB371AC26F389976A61F15F63083DB2231C96D5D69C53162C6269,95BD77F55426D14675E53EB7AB498AB0F831BF8C4EDE4FD1F95D45D540940A59,internal_not_for_release
