"row_kind","lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","upload_policy","gap_or_blocker_note","non_claim_boundary","source_layers"
"source_witness","simplified_chinese","zh-Hans","代数学方法 第一卷","wenweili/AlJabr-1","algebra; rings; fields; ideals; modules; noetherian_register","source_archive_tex","TeX/LaTeX source repository","https://github.com/wenweili/AlJabr-1","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/archives/wenweili__AlJabr-1__master.zip; sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/extracted/wenweili__AlJabr-1/AlJabr-1-master; outputs/source_canon_witness_cache_20260704/github_api_wenweili_AlJabr-1_master_ae1e8747164059b35c19a2d5a7e4605be535517b.json; outputs/source_canon_witness_cache_20260704/wenweili_AlJabr-1_ae1e8747164059b35c19a2d5a7e4605be535517b.zip","{""source"":""GitHub REST API"",""key"":""cc-by-4.0"",""name"":""Creative Commons Attribution 4.0 International""}","native:6E026C3E9B7BD1CC20335BE488BBA7A4CEE459334EAAA58684A9C60CC1EB47FB; draft-cache:F016ADF3BE1EB193CE7DA896BF948F98BBB5F54CF674D312F0989AE5690F5D56; draft-cache:A9C48A33CA900C2D10715D9A23DE32390BDCA57B5F35CEE064C97917F4BD48BC","zh-Hans","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_no_term_approval","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog+draft_witness_table"
"source_witness","simplified_chinese","zh-Hans","代数学方法 第二卷","wenweili/AlJabr-2","algebra; modules; advanced_algebra; invariant_theory_term_occurrence","source_archive_tex","TeX/LaTeX source repository","https://github.com/wenweili/AlJabr-2","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/archives/wenweili__AlJabr-2__master.zip; outputs/source_canon_witness_cache_20260704/github_api_wenweili_AlJabr-2_master_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.json; outputs/source_canon_witness_cache_20260704/wenweili_AlJabr-2_adc65ba29255f04d669a8f8a88d9fa30b71aec5b.zip","{""source"":""GitHub REST API"",""key"":""cc-by-4.0"",""name"":""Creative Commons Attribution 4.0 International""}","native:1B4223DDCBCDD51FF813070229F01D8FA56B7EB866EE9851C42FC2AEC7CEB9E7; draft-cache:4730C7CB4F6FDBE6CC214337102BC07EC5BACDDD3574E3B17941AAEBC3D6F7C1; draft-cache:0E92CA613A9CE875019ACFA8427F450D394BFBB0DDCDF36F8A74A50D6B40A145","zh-Hans","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_not_dedicated_invariant_theory_source","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog+draft_witness_table"
"source_witness","simplified_chinese","zh-Hans","zh_repo_lbwang_cinta","lbwang/CINTA-cn","rings; fields; polynomials; isomorphism","source_archive_tex","source_archive_tex","https://github.com/lbwang/CINTA-cn","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/archives/lbwang__CINTA-cn__master.zip","{""source"":""GitHub REST API plus local shelf"",""key"":""other"",""local_shelf"":""NOASSERTION""}","native:3941C7C70DDC1204687B5DE021612DB8F26788CFE259DF79C9773C2E35A0E540","zh-Hans","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_no_license_assumption","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","simplified_chinese","zh-Hans","zh_fixed_ayhe123_invariant_section","raw.githubusercontent.com","invariant_theory; polynomial; ring_context","fixed_commit_tex","fixed_commit_tex","https://raw.githubusercontent.com/ayhe123/algebra-lecturenote/567dd325f245f3ec3700e0bc9d8e626ac24420e0/1-6.tex","sources/non_slavic_reference_corpus/20260703T105104Z_cjk_hardterm_source_refresh/source_files/zh_tex_ayhe123_algebra_lecturenote_invariant_section__1-6.tex","{""source"":""GitHub REST API"",""repo"":""ayhe123/algebra-lecturenote"",""key"":""cc-by-4.0"",""name"":""Creative Commons Attribution 4.0 International""}","native:8E87A461BACB979795FF6AF9C6CCCFA5C4E4FDF8D6C3F6250C6CE7650184D71B","zh-Hans","True","True","False","manifest_only_B3_must_gate_any_payload","exact_source_witness_no_glossary_promotion","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","simplified_chinese","zh-Hans","zh_pdf_ecnu_commutative_algebra","math.ecnu.edu.cn","commutative_algebra; rings; ideals; modules; noetherian_register","pdf_fallback","pdf_fallback","https://math.ecnu.edu.cn/~rdu/years/ca%20book/main.pdf","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/chinese/ecnu_commutative_algebra_book_main.pdf","{""source"":""local shelf"",""note"":""Public university PDF; no explicit open license found in quick pass""}","native:C84AC610F21076DF2EC3AB6737D0713D1C84D3A84B38D2FAC42EAFEB3760C862","zh-Hans","True","False","True","manifest_only_no_payload_without_license_access_review","pdf_fallback_internal_evidence_candidate","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","simplified_chinese","zh-Hans","zh_pdf_hfut_group_representation","faculty.hfut.edu.cn","representation_theory; group_representation","pdf_fallback","pdf_fallback","https://faculty.hfut.edu.cn/_resources/group1/M00/00/1A/rB_zR2jQEVKARzGGABDKdnVFJ60618.pdf","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/chinese/hfut_group_representation_lecture.pdf","{""source"":""local shelf"",""note"":""Public university PDF; no explicit open license found in quick pass""}","native:01C390945C8795BF481E6B429B20579751075C6C712736669FCFE5854AB53C49","zh-Hans","True","False","True","manifest_only_no_payload_without_license_access_review","pdf_fallback_internal_evidence_candidate","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","松村英之『可換環論』ノート","Seasawher/matsumura","commutative_algebra; rings; ideals; modules; noetherian_register","source_archive_tex","TeX/LaTeX source repository","https://github.com/Seasawher/matsumura","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/archives/Seasawher__matsumura__master.zip; outputs/source_canon_witness_cache_20260704/github_api_Seasawher_matsumura_master_48b9d10bab2d1c2525966cd17d7cf867731a88b0.json; outputs/source_canon_witness_cache_20260704/Seasawher_matsumura_48b9d10bab2d1c2525966cd17d7cf867731a88b0.zip","{""source"":""GitHub REST API"",""key"":""gpl-3.0"",""name"":""GNU General Public License v3.0""}","native:11AF615C02C5973C110FF9337E38B052D97F9C49498560E8A442AFFBA8535E2B; draft-cache:D2AE98DD80CEE257504A5297394CAB32BA304EC396A01BE3C9140902C7E5F55A; draft-cache:BE714EDE5D12EB0FC9EFAD9067AF1CE84C1DC47B5F1D4EAE5A1B3948F3460772","ja","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_no_term_approval","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog+draft_witness_table"
"source_witness","japanese","ja","ja_repo_seasawher_hartshorne","Seasawher/hartshorne","algebraic_geometry; commutative_algebra; rings; ideals; modules","source_archive_tex","source_archive_tex","https://github.com/Seasawher/hartshorne","sources/non_slavic_reference_corpus/20260628_chinese_japanese_native_math/source_repositories/archives/Seasawher__hartshorne__master.zip","{""source"":""GitHub REST API"",""key"":""gpl-3.0"",""name"":""GNU General Public License v3.0""}","native:A09DC6B571A0656A40001A2F14E7FAC873099CF4569815532A8DE1F46CDC4AF8","ja","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_exact_invariant_representation_still_limited","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","ja_fixed_t2sp_invariant_chapter","raw.githubusercontent.com","invariant_theory; invariant_forms; modules","fixed_commit_tex","fixed_commit_tex","https://raw.githubusercontent.com/T2sp/rep/9950dd9fc800e0d288aaf3fcd07ec31e82ccbb6d/doc/chap6.tex","sources/non_slavic_reference_corpus/20260703T105104Z_cjk_hardterm_source_refresh/source_files/ja_tex_t2sp_rep_invariant_chapter__doc__chap6.tex","{""source"":""GitHub REST API"",""repo"":""T2sp/rep"",""key"":null,""license_endpoint"":""404""}","native:704F9B8272F00E6A69C6A9AFCDAB3EDE2CCBFC5DEBF41C714A0CBC51007B7CD9","ja","True","True","False","manifest_only_B3_must_gate_any_payload","exact_source_witness_license_unresolved","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
"source_witness","japanese","ja","ja_fixed_t2sp_rep_main","raw.githubusercontent.com","representation_theory","fixed_commit_tex","fixed_commit_tex","https://raw.githubusercontent.com/T2sp/rep/9950dd9fc800e0d288aaf3fcd07ec31e82ccbb6d/doc/rep_main.tex","sources/non_slavic_reference_corpus/20260703T105104Z_cjk_hardterm_source_refresh/source_files/ja_tex_t2sp_rep_main__doc__rep_main.tex","{""source"":""GitHub REST API"",""repo"":""T2sp/rep"",""key"":null,""license_endpoint"":""404""}","native:059D66CE9278E3A7B4EFCD74045C1E200074B30D9AC745E02BC4697CBA735C89","ja","True","True","False","manifest_only_B3_must_gate_any_payload","source_witness_only_license_unresolved","source-canon/provenance only; no translation, glossary promotion, native review, approval, license clearance, gate promotion, or Git push","native_catalog"
