"current_frontier","packet_label","lane","file","csv_rows_excluding_header","boundary"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\B3_PACKAGE_RETURN_ROWS_9F97502E.csv","6","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\BRANCH_CHANGED_PATH_CATEGORY_SUMMARY_9F97502E.csv","12","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\BRANCH_COMPARE_COMMITS_E29C04C4_TO_9F97502E.csv","3","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\BRANCH_COMPARE_FILES_E29C04C4_TO_9F97502E.csv","126","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\CHILD_CSV_ROW_COUNTS_9F97502E.csv","58","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\CHILD_PACKET_INVENTORY_9F97502E.csv","5","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\EIGHT_LANE_ROUTING_ROWS_9F97502E.csv","8","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\EXACT_BLOCKER_RECOVERY_ROWS_9F97502E.csv","4","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\FRONTIER_REVERIFY_9F97502E.csv","4","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\LOCAL_PACKET_VALIDATION_ROWS_9F97502E.csv","1","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\MANIFEST_REPLAY_9F97502E.csv","13","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\MANIFEST.csv","14","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","non_slavic_9f_intermediate_packet","non_slavic_core","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_9F97502E_E29_FROZEN_ROUTE_REFRESH_20260707\SOURCE_USE_GAP_FABLE_ADVERSE_ROWS_9F97502E.csv","5","intermediate route packet; no current-head claim after 61F verification"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\BRANCH_AND_ROUTE_CONTEXT.csv","6","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\MANIFEST_REPLAY.csv","25","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\MANIFEST.csv","10","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\PACKAGE_FILE_LEDGER.csv","33","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\POST_PUSH_BRANCH_BLOB_VERIFICATION_BY_FROZEN_OID.csv","44","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\ROOT_PACKAGE_SUMMARY.csv","2","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\SAFETY_SCAN_HITS.csv","0","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\SHA256SUMS_REPLAY.csv","27","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","b3_9f_olp_package","b3_package_steward","C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\outputs\B3_POST_9F97502E_OLP_SOURCE_USE_INTERLINEAR_ROUTE_REFRESH_BATCH_20260707\TRANSFER_NOTE_LEDGER.csv","2","B3 package audit/provenance; B3 packages only"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\ADVERSE_EVIDENCE_STATUS_9F97502E.csv","5","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\AUTHORITY_BOUNDARY_STATUS_9F97502E.csv","4","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\B3_HANDOFF_PACKAGE_REFERENCES_9F97502E.csv","4","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\FABLE_FORMAL_OBJECT_STATUS_9F97502E.csv","14","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\HEARTBEAT_BLOCKER_RECOVERY_ROWS_9F97502E.csv","5","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\MANIFEST.csv","13","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\MUTUAL_WAKE_ACCOUNTING_9F97502E.csv","1","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\ROUTE_CONTEXT_9F97502E.csv","15","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
"61f213fafabc80e526dcb5a169b9a5e47732e4d8","olp_source_use_fable_9f","olp_relation_function_support","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\OLP_9F97502E_SOURCE_USE_FABLE_D214_ROUTE_REFRESH_20260707\SOURCE_GATED_RELATION_FUNCTION_ACTIONS_9F97502E.csv","16","source-use/Fable support; reviewer/mapping/translation/approval deltas zero"
