comparison_id,evidence_class,authority_role,unit_id,object_type,source_locator,source_tex_lines,original_printed_pages,physical_source_pdf_pages,target_locator,parent_id,cross_references,critical_controls,decision,result,status,confidence,adverse_or_choice,rejected_alternative,record_revision,continuation_cursor
SGA2-VIII-L12C-CMP-001,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-E2,initial_term,French lines2618-2621 physical78,2618-2621,88,78,first display,SGA2-VIII-L12C,SGA2-VIII-L12C-INNER,E2 p-q equals first-H-p of second-H-q of FQ,preserve all indices prime levels and nesting,pass,independently_formula_reviewed_pass,high,none,remove prime levels or swap p and q,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-002,source_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-EXACT,injectivity,French line2623 physical78,2623,88,78,exactness paragraph,SGA2-VIII-L12C,SGA2-VIII-L12C-INNER,for every p in Z CA-p is injective,preserve universal scope index and injectivity,pass,independently_logic_reviewed_pass,high,none,restrict p or omit injective,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-003,source_formula_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-EXACT,exact_functor,French lines2623-2626 physical78,2623-2626,88,78,N-map display,SGA2-VIII-L12C,SGA2-VIII-L12C-INNER,N maps to F Hom N CA-p restricted to finite-type modules and exact,preserve corrected restriction arrow arguments and exactness,pass,independently_formula_logic_reviewed_pass,high,corrected sisi restriction and map branches,use deleted unrestricted branch or rightsquigarrow,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-004,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-INNER,inner_homology,French lines2627-2629 physical78,2627-2629,88,78,second display,SGA2-VIII-L12C,SGA2-VIII-L12C-CORR,double-prime H-q FHom L-prime CA-p congruent FHom H-negative-q L-prime CA-p,preserve negative sign nesting arguments and p-q placement,pass,independently_formula_reviewed_pass,high,none,replace H-negative-q by H-q,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-005,source_definition,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-CORR,derived_functor,French line2630 physical78,2630,88,78,prose before E2 display,SGA2-VIII-L12C,SGA2-VIII-L12C-INNER,Ext-star-F is right-derived functor of F composed with Hom,preserve corrected composition branch and right-derived meaning,pass,independently_definition_reviewed_pass,high,corrected source uses composition not superscript star,use deleted F-star Hom branch,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-006,source_formula_correction,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-CORR,E2_Ext_term,French lines2630-2633 physical78,2630-2633,88,78,third display and visible note,SGA2-VIII-L12C,SGA2-VIII-L12C-INNER;SGA2-VIII-L12C-ID,E2 p-q congruent Ext-F-p of H-negative-q L-prime and A,use mathematically forced negative-q editorial emendation with visible note,pass,independently_confirmed_editorial_emendation_applied_target_French_unchanged,high,French print and TeX have H-q,retain inconsistent H-q or silently correct,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-007,source_formula,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-ID,L_prime_definition,French line2634 physical78,2634,88,78,definition display,SGA2-VIII-L12C,SGA2-VIII-L12C-CORR,L-prime-bullet equals Hom-bullet L-bullet A-bullet and L is projective resolution of M,preserve objects bullet notation and corrected projective branch,pass,independently_formula_reviewed_pass,high,corrected projective replaces free,use deleted free branch,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-008,source_formula_logic,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-ID,universal_Ext_identity,French lines2634-2638 physical78,2634-2638,88,78,last display and conclusion,SGA2-VIII-L12C,SGA2-VIII-L12C-CORR,Ext-q M A congruent H-q L-prime then substitute negative-q,preserve universal identity and make conclusion link explicit,pass,independently_formula_logic_reviewed_pass,high,candidate directly rewrites final display with negative-q,change source universal identity rather than substitute,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-009,comparison_delta,comparison_only_not_authority,SGA2-VIII-L12C-CAND,candidate_sign_note,jcreinhold proof-close translator note,2618-2638,88,78,comparison audit,SGA2-VIII-L12C,SGA2-VIII-L12C-CORR;SGA2-VIII-L12C-ID,candidate notices sign issue and renders both displays with negative-q,accept diagnosis only after independent French internal proof check and retain source universal q identity,pass_as_comparison_only,comparison_delta_independently_source_rechecked,high,beneficial diagnosis but one LLM lineage,claim candidate is corroborating authority,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-010,source_boundary,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C-BOUND,unit_boundary,French lines2638-2640 physical78,2638-2640,88-89,78,target close and cursor,SGA2-VIII-L12C,OUTBOUND:SGA2-VIII-T21,QED line2638 blank2639 Section2 line2640,include proof close exclude Section2 and retain cursor2640,pass,independently_boundary_reviewed_pass,high,none,include Section2 title or omit QED,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-011,source_notation,corrected_french_tex_plus_direct_compiled_pdf,SGA2-VIII-L12C,underlined_functor_symbol,French lines2618-2633 physical78,2618-2633,88,78,all FQ FHom and Ext-F formulas,SGA2-VIII-L12C,SGA2-VIII-L12C-E2;SGA2-VIII-L12C-EXACT;SGA2-VIII-L12C-INNER;SGA2-VIII-L12C-CORR,underlined roman F throughout,preserve the active source functor symbol across every formula,pass,independently_notation_reviewed_pass,high,none,use calligraphic or plain F,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-012,independent_source_formula_symbol_review,corrected_french_tex_plus_fresh_direct_compiled_pdf,SGA2-VIII-L12C-REVIEW,complete_formula_chain,French lines2557 2618-2640 and fresh physical78 at300-600dpi,2557;2618-2640,85;88-89,76;78,complete target formulas note and close,SGA2-VIII-L12C,SGA2-VIII-L12C-E2;SGA2-VIII-L12C-EXACT;SGA2-VIII-L12C-INNER;SGA2-VIII-L12C-CORR;SGA2-VIII-L12C-ID;SGA2-VIII-L12C-BOUND,E2 prime levels p-q placement underlined F exactness restriction Hom nesting H-negative-q Ext definition universal H-q identity explicit negative-q substitution QED and Section2 exclusion,retain every source control and disclose editorial status,pass,independently_source_reviewed_formula_boundary_pass,high,compiled PDF repeats TeX H-q and is not independent original-source corroboration,call target H-negative-q a scan restoration or alter universal identity,1,French source line2640 after blank line2639
SGA2-VIII-L12C-CMP-013,independent_build_render_extraction_review,final_built_target,SGA2-VIII-L12C-BUILD,build_render_machine_gate,final TeX PDF two-pass logs PDFINFO PDFFONTS extraction and 300-600dpi renders,2618-2640,88-89,78,one-page bounded target and evidence package,SGA2-VIII-L12C,SGA2-VIII-L12C-QA;SGA2-VIII-L12C-REVIEW,zero build diagnostics one A4 page all15 font rows embedded subsetted Unicode zero forbidden extraction controls and no clipping overlap missing glyph or boundary leakage,seal bounded unit only after all gates pass,pass,independent_build_render_machine_gate_pass,high,none,seal from stale draft build or omit visual extraction and privacy gates,1,French source line2640 after blank line2639
