"file","extension","bytes","sha256","artifact_class","b3_raw_source_pattern","b3_zip_primary","b3_temp_cache_runtime_pattern","over_5_mib","package_action","payload_boundary","source_body_or_media_payload","license_or_authority_claim","translation_or_pilot_claim","ethics_authority_note"
"NOETHER_R6_ACCESS_AUTHORITY_MAP_20260704.md",".md","13009","f63e620c6cc8e4ac1677d6903d1e36cddccb58a80d7771e8dfeadcdbe3444b60","authority_or_routing_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv",".csv","10003","4abb115590cee7fea914ef2fe64c693854a744ea23d678fd2c45de697d771ee1","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_BLOCKED_ROW_SOURCE_GATE_SLICE_02_20260704.md",".md","9318","283baaf9cd1ce042d638154c41337042fba6605d8f49104574923a83aab45e1f","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_CORPUS_ACCESS_SUPPORT_NOTES_20260704.md",".md","9214","32ae95f0fb8b6cd6a9ced29eae030f149a014a3a7bb57a98070775ff21ee3898","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_CORPUS_SUPPORT_SLICE_01_EVIDENCE_ROWS_20260704.md",".md","11083","440acce83a9457aa2f85579a45f4bfb9536a52c92d33fd5ef5844a62b29e8acb","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_DURABILITY_AND_AUTHORITY_REFRESH_20260704.md",".md","7949","3b74433f82be2aee9c7a4fad238978d66e5bd45ac5351d8eb86242a4b368b558","authority_or_routing_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_DURABLE_RUN_LOG_20260704.md",".md","32199","b7b69dd9c5d956b372a16cac34ab3366fb284e44afb3b74c0215e157376cc8ac","metadata_support_sidecar","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.csv",".csv","84707","399cbfa70b1427832707bc271c8da580710263672261c4f89ebd9b9ac342a5df","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_GAP_TRANSITION_REQUIREMENTS_AUDIT_20260704.md",".md","3482","d8482ddb314c2ea9eba4f98d557eb7bba821eb40ccac3c1fd060da3c20be2938","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
"NOETHER_R6_GATE_STATE_20260704.json",".json","7640","cdab15a84c9fe1eb176c4fb551759f5b9e083d7cfe2e84fe35b691a923d7d2e1","blocker_or_gate_metadata","false","false","false","false","include_as_support_metadata_if_b3_selects_lane_delta","metadata_only_no_raw_source_body_no_media_no_translation_no_promotion","false","false","false","package inclusion is not source authority review consent clearance translation pilot completion or Git action by R6"
