current_head,artifact_name,local_path,branch_path,local_present,branch_visible_at_68c877c0,source_use_label,publication_boundary
68c877c0aae311996fb7b99b7e58bf4276b18e59,B3_UPLOADER_READY_SUMMARY.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\B3_UPLOADER_READY_SUMMARY.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/B3_UPLOADER_READY_SUMMARY.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,MANIFEST.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\MANIFEST.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/MANIFEST.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,PACKAGE_VALIDATION.json,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\PACKAGE_VALIDATION.json,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/PACKAGE_VALIDATION.json,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_8E_PACKET_VISIBILITY.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_8E_PACKET_VISIBILITY.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_8E_PACKET_VISIBILITY.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_BLOCKERS_NEXT_ACTIONS.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_BLOCKERS_NEXT_ACTIONS.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_BLOCKERS_NEXT_ACTIONS.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_BRANCH_DELTA.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_BRANCH_DELTA.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_BRANCH_DELTA.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_LANGUAGE_BOUNDARY_GUARDS.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_LANGUAGE_BOUNDARY_GUARDS.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_LANGUAGE_BOUNDARY_GUARDS.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,R3_595CFB4B_SOURCE_STATUS.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\R3_595CFB4B_SOURCE_STATUS.csv,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/R3_595CFB4B_SOURCE_STATUS.csv,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,README.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\README.md,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/README.md,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
68c877c0aae311996fb7b99b7e58bf4276b18e59,SHA256SUMS.txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706\R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z\SHA256SUMS.txt,interlanguage-sidecar/rtl-persianate-arabic-595cfb4b-8e-branch-visibility-boundary-20260706/R3_595CFB4B_8E_BRANCH_VISIBILITY_BOUNDARY_20260706_20260706T133036Z/SHA256SUMS.txt,true,true,r3-branch-visibility-boundary,derived support/boundary metadata only; raw ZIP absent; no review or gate authority
