current_head,prior_source_head,source_table,source_packet,source_use_label_5dcc,source_row_head,source_use_label_963f,source_use_label_e58,ledger_type,ledger_id,category,row_count_or_signal,evidence_path,application_status_81db,required_action,source_use_label,gate_guard,b3_route,boundary,zip_source_corpus_note,head_refresh_note
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-001,native-source-body,221,,source-check-before-draft,"source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after owner-lane source-context check; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-002,pointer-only,195,,gap-pointer-only-no-draft,"provenance/gap only until Arabic owner lane resolves body access and source context; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-003,OCR-witness,80,,source-check-before-draft,"source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after owner-lane source-context check; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-004,audit-ledger,19,,support-ledger-review-only,"audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-005,method-note,10,,support-ledger-review-only,"audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-006,rejected,5,,support-ledger-review-only,"do not use for generated-draft wording except as adverse/blocker evidence; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-007,package-support,4,,support-ledger-review-only,"audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-008,generated-draft,3,,support-ledger-review-only,"audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-009,manifest,3,,support-ledger-review-only,"audit/provenance/support only until owner-lane source context is checked; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
68c877c0aae311996fb7b99b7e58bf4276b18e59,9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_9BBCB11B_FABLE_SOURCE_USE_ADVERSE_LEDGER.csv,R3_81DB4BA9_SOURCE_GATED_MICRO_EVIDENCE_20260706T095432Z,fable-source-use-adverse-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,fable-source-use-adverse-carry-forward,fable-source-use-adverse-current-head-refresh,arabic-source-use-provenance,AR-AC6F4E-SOURCE-USE-010,native-source-body + OCR-witness,3,,source-check-before-draft,"source-gated generated-draft/noncanonical Arabic interlinear/pretranslation support may proceed after owner-lane source-context check; path/hash/source-use label plus adverse/do-not-use, normalization, marker/interlinear, and RTL formula-neighboring check",fable-source-use-adverse-do-not-use,Fable ledger entries are data support only; they do not promote bridge terms or merge language gates.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",local ZIP witness scan added; Fable/source-use rows remain support/gap data only,carried forward under 68C877C0; Romance/Non-Slavic branch material is adjacent context only and does not alter R3 gates
