band,chapter,rel_path,pdf_bytes,pages,text_chars,pdfinfo_ok,pdftotext_ok,tex_exists,tex_bytes,flags,sha256
16_Gauss_Werke_Band02,gauss_b02_ch1,16_Gauss_Werke_Band02/gauss_b02_ch1.pdf,263069,23,48371,True,True,True,61885,OK,a7dfdad103c31026e03b67270476f30aa797b1071a071094645fef5b5d03c517
16_Gauss_Werke_Band02,gauss_b02_ch10,16_Gauss_Werke_Band02/gauss_b02_ch10.pdf,85204123,52,6627,True,True,True,12530,OVERSIZED,d2bedd4ac042b2059f7fa224158a1bbc1b8efbff24cf6257028b55b279d1f7d9
16_Gauss_Werke_Band02,gauss_b02_ch11,16_Gauss_Werke_Band02/gauss_b02_ch11.pdf,361488,31,37597,True,True,True,52166,OK,9d08fc5a3d6f838e04c51a211f0c82f99dd9779df74735717b39f76e545b5c18
16_Gauss_Werke_Band02,gauss_b02_ch2,16_Gauss_Werke_Band02/gauss_b02_ch2.pdf,111915,23,30790,True,True,True,37901,OK,3dc07f9bef5c592310e7d62d472815ed7d17cf5a8196a48ed8786461ed2d83c0
16_Gauss_Werke_Band02,gauss_b02_ch3,16_Gauss_Werke_Band02/gauss_b02_ch3.pdf,102418,16,34232,True,True,True,39186,OK,3253e1b4f960c31f9a30219e2ab4e506fcb88b4eaf5f3b0d9938c6233aef5483
16_Gauss_Werke_Band02,gauss_b02_ch4,16_Gauss_Werke_Band02/gauss_b02_ch4.pdf,100916,13,38984,True,True,True,43738,OK,558baa444c323f537eec099c8134ddae2677d5e8427fa08a673d250bc90e750c
16_Gauss_Werke_Band02,gauss_b02_ch5,16_Gauss_Werke_Band02/gauss_b02_ch5.pdf,191435,34,80182,True,True,True,93553,OK,090a5ea868b863a7267dcbe3fac80ff2b5a73b0711562d59b09b90883368a85b
16_Gauss_Werke_Band02,gauss_b02_ch6,16_Gauss_Werke_Band02/gauss_b02_ch6.pdf,182449,32,74537,True,True,True,88962,OK,50107aeccad685a60e8affcfc37fbf0eb090732b0b6f1fa884147c30de9b2a80
16_Gauss_Werke_Band02,gauss_b02_ch7,16_Gauss_Werke_Band02/gauss_b02_ch7.pdf,143929,24,43850,True,True,True,55697,OK,1ee258e7ad3de0928611419019c16286aeafe33a581288215a94399d72ace7a8
16_Gauss_Werke_Band02,gauss_b02_ch8,16_Gauss_Werke_Band02/gauss_b02_ch8.pdf,308841,21,38274,True,True,True,49829,OK,8e90faa8058553d770451a0dd8341cb69c40ed8f28216c412b08df3818b00aeb
16_Gauss_Werke_Band02,gauss_b02_ch9,16_Gauss_Werke_Band02/gauss_b02_ch9.pdf,82073,36,46116,True,True,True,56099,OK,5be4334981bdb51d93dfc837d6a5e5f7d545b7da58cb453ad321f35558538b89
17_Gauss_Werke_Band03,gauss_b03_ch1,17_Gauss_Werke_Band03/gauss_b03_ch1.pdf,146767,23,63958,True,True,True,70115,OK,e39ccfef71fd551d16a9b152aeeb87efab78bd92b14ed0d3474a75037a96b5dc
17_Gauss_Werke_Band03,gauss_b03_ch10,17_Gauss_Werke_Band03/gauss_b03_ch10.pdf,156897,37,44450,True,True,True,74514,OK,04c0aacc697c5df1643d7f00b3e1124bc9ebef7b189b57d7ce531c36acb0b3ce
17_Gauss_Werke_Band03,gauss_b03_ch11,17_Gauss_Werke_Band03/gauss_b03_ch11.pdf,83579,28,31358,True,True,True,44741,OK,68d5ab52485d00c80b90e2b9f0ed0e5c91263ec3f1f1734398a11695414ec89f
17_Gauss_Werke_Band03,gauss_b03_ch2,17_Gauss_Werke_Band03/gauss_b03_ch2.pdf,176834,35,77058,True,True,True,89837,OK,74a88a2930197894a134783456cde83ef895809d10a28a0b64603649f80a6857
17_Gauss_Werke_Band03,gauss_b03_ch3,17_Gauss_Werke_Band03/gauss_b03_ch3.pdf,263774,21,32763,True,True,True,46652,OK,886e784a6a7f5803531aa50b19627f298cb480f5cf1c13fdc7b5f187ea12d5ee
17_Gauss_Werke_Band03,gauss_b03_ch4,17_Gauss_Werke_Band03/gauss_b03_ch4.pdf,431382,39,78366,True,True,True,105257,OK,8545cfc8c657fd89ca1700bae6c0a45bdff3ad31a5bf03307c305a02427444b4
17_Gauss_Werke_Band03,gauss_b03_ch5,17_Gauss_Werke_Band03/gauss_b03_ch5.pdf,119681,18,33987,True,True,True,48404,OK,01e808afe32a6f1b51da2867dc94adbe4de0745296135dc92ac8dc47c79db5d5
17_Gauss_Werke_Band03,gauss_b03_ch6,17_Gauss_Werke_Band03/gauss_b03_ch6.pdf,147225,33,56173,True,True,True,71053,OK,510efc572edee7151c2d8cb6ac0156e7e3a24b7307138578e1e51f1a64d0d245
17_Gauss_Werke_Band03,gauss_b03_ch7,17_Gauss_Werke_Band03/gauss_b03_ch7.pdf,116762,23,39050,True,True,True,49998,OK,16d006d049560bee231da68d9b083a981eca493e7a5057f55eb5b2c983863ff1
17_Gauss_Werke_Band03,gauss_b03_ch8,17_Gauss_Werke_Band03/gauss_b03_ch8.pdf,201881,37,71327,True,True,True,93270,OK,d8cd1811c3ef8e0cd34a18dcc4b6d18f742cbee6b47a438fb06bb17616397aca
17_Gauss_Werke_Band03,gauss_b03_ch9,17_Gauss_Werke_Band03/gauss_b03_ch9.pdf,484708,27,58416,True,True,True,87408,OK,4dfbcb0e617d893fe68f4138e02bb3cd254d619b52a8be4fd9265807a826fec7
18_Gauss_Werke_Band04,gauss_b04_ch1,18_Gauss_Werke_Band04/gauss_b04_ch1.pdf,144691,39,56872,True,True,True,79519,OK,4dce981b7cc26baed09becda053b28e80763c0f8bca3a486af7e77f547ef7156
18_Gauss_Werke_Band04,gauss_b04_ch2,18_Gauss_Werke_Band04/gauss_b04_ch2.pdf,110515,52,74616,True,True,True,80291,OK,e900bb57e0d097c3e6326be704467ec1926a58c6c31b93a52dcba67cb066da2c
18_Gauss_Werke_Band04,gauss_b04_ch4,18_Gauss_Werke_Band04/gauss_b04_ch4.pdf,301320,21,52795,True,True,True,63959,OK,58c1ae0936483513a5023dccafd8266d73220e7048cb868412f3f7449bb00bc0
18_Gauss_Werke_Band04,gauss_b04_ch5,18_Gauss_Werke_Band04/gauss_b04_ch5.pdf,219825,47,154637,True,True,True,166525,OK,2fbba52cd40713c451f5ae6d8efe57b2f87c0fb44abfe24d26f5ddf6519386ad
18_Gauss_Werke_Band04,gauss_b04_ch6,18_Gauss_Werke_Band04/gauss_b04_ch6.pdf,322650,50,76758,True,True,True,98658,OK,95094df9e9520cf457aeb9674a13d6274ffd6adcf96d4b00445352c8a07fbb63
18_Gauss_Werke_Band04,gauss_b04_ch7,18_Gauss_Werke_Band04/gauss_b04_ch7.pdf,90103,37,51911,True,True,True,66740,OK,61c0f09312d8a9adf56493bf6d667b8d380c7f678398ee528df428b873b42390
18_Gauss_Werke_Band04,gauss_b04_ch8,18_Gauss_Werke_Band04/gauss_b04_ch8.pdf,99498,29,43396,True,True,True,49380,OK,431d1d4c69dd233acd315813766f0016f2da0700e8937782cd3f2c1aecc0ca4b
18_Gauss_Werke_Band04,gauss_b04_ch9,18_Gauss_Werke_Band04/gauss_b04_ch9.pdf,342840,27,30681,True,True,True,40387,OK,a9af13c63bd1376c0b439f85ea9aabfec58ff333a953c6eacd6138362c1dda7e
19_Gauss_Werke_Band05,gauss_b05_ch1,19_Gauss_Werke_Band05/gauss_b05_ch1.pdf,458282,35,65056,True,True,True,76571,OK,fffd0f18f65f28f1e5d3fc3e2da08d2e244acab2ae97f4bef2d025b6852373c7
19_Gauss_Werke_Band05,gauss_b05_ch10,19_Gauss_Werke_Band05/gauss_b05_ch10.pdf,126940,21,51491,True,True,True,54375,OK,25e16903e69e7caeaf11a826ce76d4a760da05d94f14fea1bef2672205889395
19_Gauss_Werke_Band05,gauss_b05_ch11,19_Gauss_Werke_Band05/gauss_b05_ch11.pdf,327787,32,80848,True,True,True,91137,OK,8276542465fb80e6244b21b63096b54bf6560571929d6b127424fcd77bb0b74b
19_Gauss_Werke_Band05,gauss_b05_ch12,19_Gauss_Werke_Band05/gauss_b05_ch12.pdf,150599,29,59169,True,True,True,69807,OK,2e9504be9fb08f97b91d1f4a157d1633c2d014f9ac8fff51dddbeb9d47faa05a
19_Gauss_Werke_Band05,gauss_b05_ch13,19_Gauss_Werke_Band05/gauss_b05_ch13.pdf,198263,56,74659,True,True,True,93485,OK,6c430b5bdef21b6fb98c9e91f21bf5b061108f5856263148bb71db2a8b2eb695
19_Gauss_Werke_Band05,gauss_b05_ch14,19_Gauss_Werke_Band05/gauss_b05_ch14.pdf,51022,14,7825,True,True,True,14159,OK,d210ad09080aacfdfe5bacfcde9fcd89feda65c954819c881b7d1e0355d0ddc7
19_Gauss_Werke_Band05,gauss_b05_ch2,19_Gauss_Werke_Band05/gauss_b05_ch2.pdf,134643,31,91726,True,True,True,106769,OK,a81d0f0d71147bac9c4c244d259ff88f26e39ed4ff3e920d4a7cc25a234c775a
19_Gauss_Werke_Band05,gauss_b05_ch3,19_Gauss_Werke_Band05/gauss_b05_ch3.pdf,415741,28,79802,True,True,True,92394,OK,8cf755054306b8b6fa1088aeee03eb3bd4cfe1340ff79598b3bc60f4465f7f2a
19_Gauss_Werke_Band05,gauss_b05_ch4,19_Gauss_Werke_Band05/gauss_b05_ch4.pdf,130070,52,90927,True,True,True,99390,OK,ccf82b648b05b194575d9656a15658886bc470fd4bc0563386e64b91f1b2e43e
19_Gauss_Werke_Band05,gauss_b05_ch5,19_Gauss_Werke_Band05/gauss_b05_ch5.pdf,144478,25,51362,True,True,True,68999,OK,914f8d980713c287f042c2dfde118c72dacac6c77c694a6c95738ff59de97be8
19_Gauss_Werke_Band05,gauss_b05_ch6,19_Gauss_Werke_Band05/gauss_b05_ch6.pdf,69042,26,72282,True,True,True,83143,OK,291ffacb6e9e8e494962dd6d3e97214c16fe482efae6c76809f60419b8087127
19_Gauss_Werke_Band05,gauss_b05_ch7,19_Gauss_Werke_Band05/gauss_b05_ch7.pdf,154063,33,113394,True,True,True,117774,OK,0419208c1c4d349aa2883cd5e6e2ffad1fc722a24e484a4977a87f73e421dde7
19_Gauss_Werke_Band05,gauss_b05_ch8,19_Gauss_Werke_Band05/gauss_b05_ch8.pdf,157043,53,106888,True,True,True,112098,OK,e922d7b2dffe2dab388476e11c8d1cabb53228bcac2e9ef5f0a9e25c2e481a0f
19_Gauss_Werke_Band05,gauss_b05_ch9,19_Gauss_Werke_Band05/gauss_b05_ch9.pdf,91572,15,30876,True,True,True,37123,OK,9fd6f3ed100ec64420f3d2401f5f56d9ca748d228bfee3c6fa0749170e14dcfb
20_Gauss_Werke_Band06,gauss_b06_ch1,20_Gauss_Werke_Band06/gauss_b06_ch1.pdf,124422,32,48544,True,True,True,69934,OK,3cfd1c894371d80371a4634cb48f9c0bb8926fee9fba77826d4c40e0f78a2aa6
20_Gauss_Werke_Band06,gauss_b06_ch10,20_Gauss_Werke_Band06/gauss_b06_ch10.pdf,152729,51,122398,True,True,True,151308,OK,64bee13f3337cea2933c2e4884844123504ba4027d0502676df63211699d10c9
20_Gauss_Werke_Band06,gauss_b06_ch11,20_Gauss_Werke_Band06/gauss_b06_ch11.pdf,200860,48,190543,True,True,True,223401,OK,c2acfa999b0955267c417eb2ed5c7c11bd1058202dc60238536a92e8ed958f3c
