concept,stratum,forms_probed,native_hit_count,ocr_hit_count,file_hit_count,status,per_form_counts_json,boundary
Artinian,non_c2_or_existing,آرتيني | أرتيني | ارتيني | النازلة | الشرط الأدنى | حلقة آرتينية | شرط السلسلة النازلة | شرط السلسلة التنازلية | corpus Minimalbedingung: الشرط الأدنى,0,87,6,ocr_or_extracted_witness_only,"{""آرتيني"": {""total_count"": 28, ""native_count"": 0, ""ocr_count"": 28, ""file_count"": 5}, ""أرتيني"": {""total_count"": 28, ""native_count"": 0, ""ocr_count"": 28, ""file_count"": 5}, ""ارتيني"": {""total_count"": 28, ""native_count"": 0, ""ocr_count"": 28, ""file_count"": 5}, ""النازلة"": {""total_count"": 1, ""native_count"": 0, ""ocr_count"": 1, ""file_count"": 1}, ""الشرط الأدنى"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""حلقة آرتينية"": {""total_count"": 2, ""native_count"": 0, ""ocr_count"": 2, ""file_count"": 1}, ""شرط السلسلة النازلة"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""شرط السلسلة التنازلية"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""corpus Minimalbedingung: الشرط الأدنى"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}}",Arabic source-body probe; row-context review required; no promotion
absolutely complete system,noether_corpus,نظام كامل مطلقاً,0,0,0,no_hit,"{""نظام كامل مطلقاً"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}}",Arabic source-body probe; row-context review required; no promotion
algebra,curriculum_algebra,جبر | جبور | الجبر | compound | بنية جبرية | الجبر التبديلي | الجبر التجريدي | object use: جبر | plural structures: جبور [review],377,584,33,native_sourcebody_candidate,"{""جبر"": {""total_count"": 614, ""native_count"": 270, ""ocr_count"": 344, ""file_count"": 33}, ""جبور"": {""total_count"": 1, ""native_count"": 0, ""ocr_count"": 1, ""file_count"": 1}, ""الجبر"": {""total_count"": 332, ""native_count"": 96, ""ocr_count"": 236, ""file_count"": 29}, ""compound"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""بنية جبرية"": {""total_count"": 8, ""native_count"": 5, ""ocr_count"": 3, ""file_count"": 6}, ""الجبر التبديلي"": {""total_count"": 1, ""native_count"": 1, ""ocr_count"": 0, ""file_count"": 1}, ""الجبر التجريدي"": {""total_count"": 5, ""native_count"": 5, ""ocr_count"": 0, ""file_count"": 3}, ""object use: جبر"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""plural structures: جبور [review]"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}}",Arabic source-body probe; row-context review required; no promotion
algebra over a field,non_c2_or_existing,الجبر على حقل,0,0,0,no_hit,"{""الجبر على حقل"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}}",Arabic source-body probe; row-context review required; no promotion
automorphism,non_c2_or_existing,تشاكل ذاتي | تماثل ذاتي,1,0,1,native_sourcebody_candidate,"{""تشاكل ذاتي"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}, ""تماثل ذاتي"": {""total_count"": 1, ""native_count"": 1, ""ocr_count"": 0, ""file_count"": 1}}",Arabic source-body probe; row-context review required; no promotion
basis,curriculum_algebra,أساس | قاعدة,36,503,22,native_sourcebody_candidate,"{""أساس"": {""total_count"": 367, ""native_count"": 32, ""ocr_count"": 335, ""file_count"": 19}, ""قاعدة"": {""total_count"": 172, ""native_count"": 4, ""ocr_count"": 168, ""file_count"": 10}}",Arabic source-body probe; row-context review required; no promotion
bijective,non_c2_or_existing,تقابل,6,47,7,native_sourcebody_candidate,"{""تقابل"": {""total_count"": 53, ""native_count"": 6, ""ocr_count"": 47, ""file_count"": 7}}",Arabic source-body probe; row-context review required; no promotion
binary form,noether_corpus,صورة ثنائية,0,1,1,ocr_or_extracted_witness_only,"{""صورة ثنائية"": {""total_count"": 1, ""native_count"": 0, ""ocr_count"": 1, ""file_count"": 1}}",Arabic source-body probe; row-context review required; no promotion
biquadratic form,noether_corpus,شكل من الدرجة الرابعة,0,0,0,no_hit,"{""شكل من الدرجة الرابعة"": {""total_count"": 0, ""native_count"": 0, ""ocr_count"": 0, ""file_count"": 0}}",Arabic source-body probe; row-context review required; no promotion
coefficient,curriculum_algebra,معامل,16,62,13,native_sourcebody_candidate,"{""معامل"": {""total_count"": 78, ""native_count"": 16, ""ocr_count"": 62, ""file_count"": 13}}",Arabic source-body probe; row-context review required; no promotion
