"relative_path","source_path","category","body_type","source_use_label","reviewer_return_status","license_or_access_signal","source_language","topic_tags","sha256","bytes","blocker_or_note"
"blockers/BLOCKERS.csv","","blockers","csv","audit-ledger","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","21BA7D13BD5962ED5EBB3282B3C49E594546036FA733C2C4035D10032021022F","855","package-body; conservative labels preserved"
"bodies/aata/cache_manifest.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","B225C67A2CE6ABF126C185A847D2DBBF61D2695E6F95E079E3AAAA896B134DE8","5711","package-body; conservative labels preserved"
"bodies/aata/COPYING_at_master.txt","","bodies","txt","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","B7D47749512A424173F6A20DAEEA7B00F36B9F5EF95C25930FDBC3BD549B8983","427","package-body; conservative labels preserved"
"bodies/aata/github_master_branch_metadata.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","FD742AFB47454652BE91AE699889B21D9CC2C07ADDBDC2AAE9574C7CCE8310AB","3591","package-body; conservative labels preserved"
"bodies/aata/github_repo_metadata.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","D4FE6C07AF7426C6B9A227F231DE63E59FEF4AB42927A1A6D6563C1BA550E2AD","4971","package-body; conservative labels preserved"
"bodies/aata/github_src_contents_at_master.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","FA1F1AEC1DA108B1998817A5FA8CE590037F2E095E09A75D42562720AD0AC5C0","25288","package-body; conservative labels preserved"
"bodies/aata/judsonbooks_aata_public_page.html","","bodies","html","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","9F39A3389CB16BF6EF433DA9E838E1AF3503AE4926D0E6504E1A00EAD6F1451A","164324","package-body; conservative labels preserved"
"bodies/aata/project_ptx_at_master.ptx","","bodies","ptx","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","D7D0F199C46124D3EBE1585013CB3197D72B9D2FD6384BD7F5FB9A67AB65E091","2077","package-body; conservative labels preserved"
"bodies/aata/README_at_master.md","","bodies","md","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","103A09088E2C074D7C7F8E1D67C8B0A83BF7E035C97F242424B9A6DB68E8318B","445","package-body; conservative labels preserved"
"bodies/aata/requirements_at_master.txt","","bodies","txt","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","BB4B67D25CAC6E1DD51114E953065DD60499D1F48E4EBD475E4220595FAF55C5","79","package-body; conservative labels preserved"
"bodies/dmoi/cache_manifest.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","35CBCE00670E62CAC676D9ACCE6E38A6669923ABBB84DE5A40615F69D8491B79","6177","package-body; conservative labels preserved"
"bodies/dmoi/cc_by_nc_sa_4_0_deed.html","","bodies","html","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","1BA756F2FB4F43FF12E5CEFFE5EA8EE3D6B90F89617E3A6A5A33192A3C53D84C","37346","package-body; conservative labels preserved"
"bodies/dmoi/dmoi_home.html","","bodies","html","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","DDE7F9E197ADDAD12DDC60638475F98263A3E495AF50EED1997C52C9584274FA","12637","package-body; conservative labels preserved"
"bodies/dmoi/dmoi4_web_entry.html","","bodies","html","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","626A68FF8A4604AF0F0431C76EB8E463268627A4FF79634633ECA6825C25DC99","1390","package-body; conservative labels preserved"
"bodies/dmoi/dmoi4.pdf","","bodies","pdf","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","243A707EE7902D73B369BC29B3FC2CF6DCF61901114FF0A4F082DD6018F3F82E","2484666","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/github_tree_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","6C9084088CC1035C2689217A99536DEB97BF7AF30720281661902DA8191290E9","274289","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/relation_function_coordinate_file_summaries_20260701T151500Z.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","044BDE93019E9D283B30D582ED29F3F726D02A80505C7F521D9CA116233B03E6","24904","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/relation_function_coordinate_scan_rows_20260701T151500Z.json","","bodies","json","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","63147BEA383059E1F4214A3A1BA16E813F54DF15BD626733F376D779D8D4828C","772447","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/source_files/ch_structures.ptx","","bodies","ptx","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","3FD6DFDD2FEAEF649AA7A32B769F840AD90601E5B60138F1F11C3CCE442E0211","731","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/source_files/exercises/intro-functions.ptx","","bodies","ptx","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","8CACD69E7F99B453D1BB7472EFAABF4158FEAE864ECCFC692FA1D97BA4A8F795","29413","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/source_files/exercises/intro-sets.ptx","","bodies","ptx","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","4F68276DDC9ADEF7BDBC8EDA7AF5914B4B5678379C862D5234A41534150E20E1","25855","package-body; conservative labels preserved"
"bodies/dmoi/edition_source_82336dc87d77c3f18d2cdbc8ec1e74eb3ba38799/source_files/practice/gt-relations.ptx","","bodies","ptx","native-source-body","not-native-reviewed; not-accepted-terminology; not-license-clearance; not-gate-promotion; not-translation-completion","preserve-upstream-labels-see-readme","mixed","relation-function-support;source-body-handoff","04EAA6F1228ECAF0F36A66F8EF0B996915F0F64538551AE19B95844EE7C725B3","8596","package-body; conservative labels preserved"
