discovery_id,sublane,relative_path,body_status,source_title,bytes,sha256,source_use_label,license_or_access_signal,promotion_status,blocker_or_next_action,boundary,output_label
c33e09eb-tg-discovery-0001,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_linear_algebra_wikipedia.raw.txt,native_source_text,Tajik Wikipedia raw wikitext - Алгебраи хаттӣ,4330,FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3,native-source-body,Wikimedia CC BY-SA signal,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0002,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdf,source_discovery_body_pdf,Maorif Tajik algebra grade 11 candidate,12673658,AD9C1869625341ABFB5AFE0B6134C3EDABC177C9CC5A7E9BD9339F3ADFE211D4,source-discovery-body,Maorif-hosted public PDF observed; no license clearance claimed,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0003,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_maorif_algebra_grade11_2024_candidate.pdftotext.txt,pdftotext_weak_extraction,weak pdftotext extraction of Maorif Tajik algebra grade 11 candidate,256,0D0B709CCCCD7E25C57469EB4B0618A7389F0AB6F8AA85CBA97FCD2757EE98B9,OCR-witness,derived consistency shelf; extraction only 256 bytes; no license clearance claimed,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0004,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_course_id15.html,native_source_html_or_source_page,OER/CICT Tajik algebra and number theory,67975,153E8EEC4109AAA8DA064F281CD13C3957AD805C8258F6CB47C3E2FACA60AFAD,native-source-body,public OER/Moodle course/PDF response; no explicit open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0005,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf,native_source_body_pdf,OER/CICT Tajik algebra and number theory,254463,90B98C4C7B60CD7646AF0A8956E2468F55469BC88D93C53C8254B8C901BD79D9,native-source-body,public OER/Moodle course/PDF response; no explicit open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0006,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,OER/CICT Tajik algebra and number theory,50809,AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760,OCR-witness,public OER/Moodle course/PDF response; no explicit open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0007,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html,native_source_html_or_source_page,OER/CICT Tajik algebra and number theory,53170,054CD50ABA0BE8F0AC96E18DF844E50FBA9AB548C536CA2B5C8CBB367E83FBBD,native-source-body,public OER/Moodle course/PDF response; no explicit open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0008,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_tgpu_ring_field_candidate_404.html,pointer_or_gap_marker_not_source_body,TGPU ring/field PDF candidate 404 marker,1207,12EAFE6435F4C02A65306F1CF02F26798F9A46C3074608F51B51014C07FA6580,pointer-only,404/fail marker only,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0009,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdf,native_source_body_pdf,TNU 2017 conference proceedings,7870945,073D7CFEF645FF8F5482AE069141EAE8EC0405BB6FE6BB3E5F395C73D0535810,native-source-body,university PDF; no open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0010,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,TNU 2017 conference proceedings,3932884,032FE0DFFD08413FC8FDC557D534DA2CE7C38C7F7781264905FEDBF2E6E33538,OCR-witness,university PDF; no open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0011,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf,native_source_body_pdf,TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue,4480973,4CABF816449E4573F9CAB76B54D46CA3942A7AB2D38C8789237F850A4A13CFDE,native-source-body,TNU public PDF; no open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0012,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue,1470711,7D46988600ABDBB52F6067A4DC704AD599CD4880063296E82F4B3A302C0B5263,OCR-witness,TNU public PDF; no open license found,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0013,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdf,source_discovery_body_pdf,Vestnik TNU 2024 issue 3 candidate,7097764,2B82D72F288BC3C6E63A4088BF250B58B63557D9A52720AC01A114C5A54884AC,source-discovery-body,TNU journal-hosted public PDF observed; no license clearance claimed,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0014,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_vestnik_tnu_2024_3_math_candidate.pdftotext.txt,pdftotext_searchable_sidecar,pdftotext extraction of Vestnik TNU 2024 issue 3 candidate,1342500,32256BCE23691CF8385B7E87E63B0CBDFEFE5E9217A348D89738C322B13D7609,OCR-witness,derived consistency shelf; searchable text; no license clearance claimed,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"Tajik source-discovery/non-row only unless separately promoted; does not authorize Persian, Dari, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0015,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf,native_source_body_pdf,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,1487129,5A4B150F67B79009F0FDD207F46297A21F18913C83BACE38B1909A8712AFADAC,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0016,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,416060,7FD17A60665D9C3E18D190B799029B865E7AB1321EF46D7505F0CB26410BAAA6,OCR-witness,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0017,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_download_page.html,native_source_html_or_source_page,Zarowadk Choriev/Olimov KTM Algebra and Number Theory,4525,91DC41263F3E9320CA09B612BFE44C1E3933BD73F032C95170890E57B8D3DBE2,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0018,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_download_page.html,native_source_html_or_source_page,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,4563,8DB7C4C7201FF140892D42041CFDD7CBEA78D6446082A2FE99E6EE57C9F2CC5E,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0019,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdf,native_source_body_pdf,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,5283895,4862488CA3B492C10CC1893D921A110F0B39C2CD84FFCEC50FD612B631666181,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0020,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,Zarowadk Davlatov/Choriev Algebra and Number Theory Part 1,192528,A5CDBE87C91B1926306A4E2A06D248989A32FC50CBB488E41C694E52CA07E9E0,OCR-witness,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0021,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_math_books_index.html,native_source_html_or_source_page,Zarowadk math books index,108297,872FC3BEA6631C28972D22A812F1DBAAF26644E027070B88E8D79FE6A70381A4,native-source-body,public index; free reading/download/familiarization signal; all rights reserved,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0022,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_download_page.html,native_source_html_or_source_page,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,4468,0C07C98E5D7EACB0E34ACA9359E8DB9BB79371F1E044697B9217C55AEA43ECE2,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0023,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdf,native_source_body_pdf,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,11122231,E6EB2E8D9B1E493667E3C9851EBCBFC115503ED2D0917634B7D2BC5CAD6E33F8,native-source-body,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
c33e09eb-tg-discovery-0024,tg_Cyrl_TJ,tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,OCR_witness_text_extraction_not_source_truth,Zarowadk Shukurov/Tabarov Higher Mathematics Vol. 2,1074845,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,OCR-witness,Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance,not promoted; discovery/witness-review only,verify source-language relevance and exact formula-neighboring term context before any Tajik row promotion,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim","generated-draft/non-canonical/not-native-reviewed/source-use/gap; no accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
