"Status","Path","Root","Extension","Category","IsR6","IsManifestSha","IsSourceBodyish","IsGeneratedDraft","IsFableLedger"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_FABLE_STANDARD_ROWS_APPLIED.csv","interlanguage-sidecar",".csv","fable_source_use_or_adverse_ledger","False","False","False","False","True"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_R3_LANE_ROUTING_ROWS.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_R3_SOURCE_USE_GATE_ROWS.csv","interlanguage-sidecar",".csv","fable_source_use_or_adverse_ledger","False","False","False","False","True"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_ROUTING_INPUTS_USED.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/AUTHORITY_RULE_EXTRACT_R3_SUBSET.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/MANIFEST.csv","interlanguage-sidecar",".csv","manifest_or_hash","False","True","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/PACKAGE_VALIDATION.json","interlanguage-sidecar",".json","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_ALIGNED_PRETRANSLATION_INTERLINEAR_ROWS.csv","interlanguage-sidecar",".csv","draft_noncanonical_support","False","False","False","True","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_ALIGNED_SOURCE_WITNESS_INDEX.csv","interlanguage-sidecar",".csv","source_body_or_witness","False","False","True","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_BLOCKERS_AND_REVIEW_QUEUE.csv","interlanguage-sidecar",".csv","readme_logbook_heartbeat_queue","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_AUTHORITY_GATE_MATRIX.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/R3_FABLE_AUTHORITY_CHECKS.csv","interlanguage-sidecar",".csv","fable_source_use_or_adverse_ledger","False","False","False","False","True"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/README.md","interlanguage-sidecar",".md","readme_logbook_heartbeat_queue","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-authority-routing-integration-20260706/R3_AUTHORITY_ROUTING_INTEGRATION_20260706T041323Z/SHA256SUMS.txt","interlanguage-sidecar",".txt","manifest_or_hash","False","True","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/B3_UPLOADER_READY_SUMMARY.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
"A","interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706/R3_CYCLE4_UR_OTA_RECOVERY_SCAFFOLD_20260706T040344Z/BRANCH_8F7_R3_PUBLISHED_PATHS.csv","interlanguage-sidecar",".csv","other_branch_artifact","False","False","False","False","False"
