"Path","Root","Extension","SizeBytes","Blob","Category","IsManifestSha","IsSourceBodyish","IsGeneratedDraft","IsFableLedger"
"00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md",".md","4083","638a56849db82b1fe40d39ea2a650879fd1bbcd2","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/api.sign2mint.de/signSearch.html","interlanguage-sidecar",".html","2","0637a088a01e8ddab3bf3fa98dbe804cbde1a0dc","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/aslstem.cs.washington.edu/index.html","interlanguage-sidecar",".html","66235","60201af956bc20504312cc2e3175fc834b55c496","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/ccjl.ca/index.html","interlanguage-sidecar",".html","82085","f21a13885c9c6accc3b2c51a81dbda42f9181f08","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/gov.sr/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","interlanguage-sidecar",".pdf","851737","6ae5303d877be55038156ad0fc233cd9835f3cd9","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/lexiquelsq.ca/index.html","interlanguage-sidecar",".html","124630","75180e29609ed4b4228d7e3ad0f284a95969e574","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/mbsse.gov.sl/Final-Basic-Education-Curriculum-Framework.pdf","interlanguage-sidecar",".pdf","1262668","3cc36fb5ee6366e2d298431419e1d06a9d3c5183","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/mie.ac.mu/curriculum.html","interlanguage-sidecar",".html","16576","a84238d4cef6a800626d05e593b56812e1d9024d","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/moey.gov.jm/JECCG_Four-to-Five-Year-Old__final_intrnt.pdf","interlanguage-sidecar",".pdf","2163791","8c84c2d18d3210e0d867b14f9c8bdc202e760027","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/moey.gov.jm/SEP-Jamaica-Education-Project-P178595-16-JUN-2025.pdf","interlanguage-sidecar",".pdf","868128","37febea04f98c61ed0c10bc7ad86fc104dc94f54","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/nerdc.gov.ng/pri4-6_maths.pdf","interlanguage-sidecar",".pdf","1340205","6e6e74f4f2d23de0a7f354519958a3d75155b47a","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/red.minedu.gob.bo/19985.pdf","interlanguage-sidecar",".pdf","1132135","b4d5bee442a352cc4cba6cb93c479fc7942d9a62","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/sign2mint.de/5750242766511595_666.html","interlanguage-sidecar",".html","554","59bcb539a90887cf4cda24ec9746ccac4183973e","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/studip.uni-goettingen.de/127.html","interlanguage-sidecar",".html","25000000","aae728a02b46dd28ec6d2db38ac7dad4076ec502","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/web.mie.ac.mu/Implementation-guidelines_abridged.pdf","interlanguage-sidecar",".pdf","1330712","4edf8113a6c8843352314891dfeeff0575af8fac","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/web.mie.ac.mu/index.html","interlanguage-sidecar",".html","116560","30d3a6c76605fb2bab97804e58f69fd654eba029","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/www.ea.aw/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","interlanguage-sidecar",".pdf","6705741","fdab884a42d7b629da345f70fcab9d54d4d94ffd","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/www.ea.aw/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","interlanguage-sidecar",".pdf","3018364","2d2353c87dd7f927ed339d2cce3a414cd9b05294","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/www.minedu.gob.bo/cr-indigenaquechua.pdf","interlanguage-sidecar",".pdf","7751929","920580213c791fa1a1c7d3c9e02b6042e30c2a06","pdf_body_or_witness","False","False","False","False"
"interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r6-indigenous-creole-sign/www.uni-goettingen.de/693397.html","interlanguage-sidecar",".html","41500","b7d830a2e1d667c0de448e46aecece58f2fba5ff","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260705/fable_chatgpt_interlingua_program_full/interlingua_program_20260704/PAN_ROMANCE_ACCESS_LEDGER_HANDOFF_20260704.md","interlanguage-sidecar",".md","3354","c7dc2acd83c36c0eaf3190481c7466e0bbbc58e7","fable_source_use_or_adverse_ledger","False","False","False","True"
"interlanguage-sidecar/20260705/olp_relation_function_fable_block/source_witnesses/external_wikimedia_recovery/20260705/wikimedia_access_license_signal.csv","interlanguage-sidecar",".csv","588","b9fb7e8d68f8a1f961c0d6507c4971b441d47a48","source_body_or_witness","False","True","False","True"
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/PAN_ROMANCE_ACCESS_LEDGER_HANDOFF_20260704.md","interlanguage-sidecar",".md","3354","c7dc2acd83c36c0eaf3190481c7466e0bbbc58e7","other_branch_artifact","False","False","False","False"
"interlanguage-sidecar/20260706/claude_chatgpt_interlingua_program_full_provenance_dump/interlingua_program_20260704/user made flr with chat web stuff/v6_1_workpass/NORMALIZATION_APPLY_PASS_DESIGN_v1_CHATGPT_20260705.csv","interlanguage-sidecar",".csv","13507","2a867e558ca53f24aa642fdb028567eb56f06966","fable_source_use_or_adverse_ledger","False","False","False","True"
