"Status","Path","Root","Extension","Category","IsR6","IsManifestSha","IsSourceBodyish","IsGeneratedDraft","IsFableLedger"
"A","interlanguage-sidecar/whole-corpus-authority-routing-continuation-20260706/INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706/branch_inputs/003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","interlanguage-sidecar",".md","other_branch_artifact","True","False","False","False","False"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","transfer-audits",".csv","manifest_or_hash","True","True","False","False","False"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","transfer-audits",".txt","manifest_or_hash","True","True","False","False","False"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_8F7_R3_R6_INCREMENT_UPLOAD_AUDIT_20260706.md","transfer-audits",".md","readme_logbook_heartbeat_queue","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706.md","uploader-transfer",".md","other_branch_artifact","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/MANIFEST.csv","uploader-transfer",".csv","manifest_or_hash","True","True","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/MANIFEST.json","uploader-transfer",".json","manifest_or_hash","True","True","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/README.md","uploader-transfer",".md","readme_logbook_heartbeat_queue","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/SHA256SUMS.txt","uploader-transfer",".txt","manifest_or_hash","True","True","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/b3/B3_ROUTE.csv","uploader-transfer",".csv","other_branch_artifact","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/blockers/R6_POST_B3_ACTIVE_RECOVERY_QUEUE.csv","uploader-transfer",".csv","readme_logbook_heartbeat_queue","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/B3_R6_SNAPSHOT_FILE_INDEX.csv","uploader-transfer",".csv","other_branch_artifact","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/BRANCH_8F7_REF_AND_COMMIT_CHECK.csv","uploader-transfer",".csv","other_branch_artifact","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/R6_POST_B3_FABLE_SOURCE_USE_ADVERSE_EVIDENCE.csv","uploader-transfer",".csv","fable_source_use_or_adverse_ledger","True","False","False","False","True"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/R6_POST_B3_SCAFFOLD_INCREMENT_ROWS.csv","uploader-transfer",".csv","other_branch_artifact","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/logs/LOGBOOK_EXCERPT_20260706.md","uploader-transfer",".md","readme_logbook_heartbeat_queue","True","False","False","False","False"
"A","uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/verification/R6_POST_B3_MANIFEST_SHA_VERIFICATION.csv","uploader-transfer",".csv","manifest_or_hash","True","True","False","False","False"
