"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P32-ZH-X001","P32-ZH-T001","segments A-D, governing term","Zerfällungskörper","分裂域","分裂域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A field extension over which the relevant irreducible representation or associated noncommutative division algebra splits in the paper's representation-theoretic sense.","a splitting field of one polynomial only; a decomposition field in algebraic number theory without the representation-theoretic role; a physical fracture region","modern Sino-xenic coinage/calque","High: 分裂域 is dominant on the Mandarin-Simplified producer shelf, while regional usage and the competing 分解域/劈裂域 traditions are untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X002","P32-ZH-T002","segment A title; segments A-D","minimaler Zerfällungskörper","极小分裂域","極小分裂域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A splitting field minimal under inclusion, exactly as defined in the article; it need not have the smallest degree among all splitting fields.","a splitting field of globally minimum degree; a minimal polynomial's splitting field; merely a small field","modern Sino-xenic coinage/calque","High: 极小/最小 is a Mandarin trap because the article distinguishes inclusion-minimal from least degree; regional mathematical wording is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X003","P32-ZH-T003","segments A-B","Zahlkörper","数域","數域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An algebraic number field occurring as a candidate splitting field or subfield in the arithmetic discussion.","an arbitrary field of numbers; a numeric domain in computing; a finite field","Sino-xenic inherited","Medium: 数域 is standard-looking in Mandarin but may under-specify algebraicity and differs from regional preferences such as 数体.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X004","P32-ZH-T004","segments A and D","Grundkörper","基域","基域","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The coefficient/base field over which the hypercomplex system, extension degrees, or relative norm is considered.","a geometric base space; an underlying set; a computer database domain","modern Sino-xenic coinage/calque","Medium: 基域 reflects Mainland algebra usage; cross-regional preference between 基域/底域/基础域 is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X005","P32-ZH-T005","title and segments A-C","irreduzible Darstellung","不可约表示","不可約表示","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A group or hypercomplex-system representation that is irreducible over the stated coefficient field.","an indecomposable but reducible representation; a representation that cannot be simplified computationally; a literary depiction","modern Sino-xenic coinage/calque","Medium: 不可约表示 follows current Mandarin convention, but older and regional shelves can prefer 既约 or distinguish indecomposable language differently.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X006","P32-ZH-T006","segment A opening","absolut irreduzibler Bestandteil","绝对不可约分量","絕對不可約分量","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A constituent remaining irreducible after all relevant field extensions, counted in Schur's result.","an absolute value component; a direct-sum component lacking the scalar-extension condition; a physical constituent","modern Sino-xenic coinage/calque","High: 分量 is concise Mandarin terminology, but the inherited witness used 组成部分 and regional/older representation-theory practice is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X007","P32-ZH-T007","segment A opening and characterization theorem","Charakter","特征标","特徵標","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The trace character associated with the representation and its corresponding field, not a scalar characteristic.","characteristic of a field; an eigenvalue; a personality trait; a printed character","modern Sino-xenic coinage/calque","High: 特征标 disambiguates Mandarin mathematical senses but its regional Traditional-Chinese lexical acceptance is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X008","P32-ZH-T008","segments A-D","Schurscher Index; Index","Schur 指数","Schur 指數","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The Schur index attached to the character or division algebra, used as the divisor of splitting-field degrees.","an array index; a book index; a subgroup index unless explicitly related; an economic index","global modern loan","Medium: retaining the personal name in Latin script follows the producer shelf and avoids name-transliteration variation, but regional typography is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X009","P32-ZH-T009","segment A program and theorem","nichtkommutativer Körper","非交换除环","非交換除環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The associated skew field/division ring whose nonzero elements are invertible; the historical German Körper is not being rendered as an ordinary field.","a noncommutative ordinary field; any noncommutative ring; a physical body","mixed/contested","High: 非交换除环 is an explicit Mandarin disambiguation; historical and regional shelves may prefer 斜域 or 非交换体.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X010","P32-ZH-T010","segment A characterization","zweiseitig einfacher Ring","双侧单环","雙側單環","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A ring with no nontrivial two-sided ideals in the article's structure-theoretic discussion.","a ring that is simple on both visual sides; a one-sided simple module; a principal ideal ring","modern Sino-xenic coinage/calque","Medium: 双侧 follows Mandarin module terminology; regional preference for 双边 or other forms is untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X011","P32-ZH-T011","segment A definitions; segment B","hyperkomplexes System","超复系统","超複系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The historical hypercomplex algebra/system carrying representations, including group rings and quaternion algebras.","a modern hypercomplex dynamical system; hypercomplex analysis only; a generic complicated system","modern Sino-xenic coinage/calque","High: 超复系统 follows the inherited Mainland-oriented shelf but is historically opaque and regionally untested.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X012","P32-ZH-T012","segment A definitions","Darstellungsklasse","表示类","表示類","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A representation together with all its transforms $P^{-1}\Gamma P$, and later the corresponding irreducible class.","a school class; a programming class; a class function; one individual representation","modern Sino-xenic coinage/calque","Medium: 表示类 is concise Mainland mathematical prose; the explicit equivalence-class form may be preferred elsewhere.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
"P32-ZH-X013","P32-ZH-T013","segments A-B","vollständig reduzibel","完全可约","完全可約","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A representation or system whose representation classes decompose completely into irreducible constituents.","merely reducible; computationally simplified; a fully reduced fraction; an Artinian condition by itself","modern Sino-xenic coinage/calque","Medium: 完全可约 follows Mandarin terminology; identifying it unconditionally with 半单 would introduce modern terminology not checked here.","producer editorial choice recorded in the assembled Hans target plus the inherited Simplified-Chinese drafting witness; independent checking absent","independent check absent; pending"
