"row_id","span","status","path","classes","source_use_boundary"
"2C2-PATH-0001","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/BRANCH_AND_ROUTE_CONTEXT.csv","transfer-audits;OLP-route-context","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0002","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/MANIFEST.csv","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0003","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/MANIFEST_REPLAY.csv","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0004","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/PACKAGE_FILE_LEDGER.csv","transfer-audits;OLP-route-context","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0005","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/README.md","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0006","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/ROOT_PACKAGE_SUMMARY.csv","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0007","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/SAFETY_SCAN_HITS.csv","transfer-audits;OLP-route-context","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0008","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/SHA256SUMS.txt","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0009","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/SHA256SUMS_REPLAY.csv","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0010","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/SUMMARY.json","transfer-audits;OLP-route-context;manifest-or-package-metadata","route/package/source-use provenance only; not translation evidence"
"2C2-PATH-0011","5838ea80..2c2df6b0","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_5838EA80_OLP_49D_ROUTE_PACKET_SET_20260707/TRANSFER_NOTE_LEDGER.csv","transfer-audits;OLP-route-context","route/package/source-use provenance only; not translation evidence"
