relative_path,rule_id,occurrences,source_sha256,public_sha256,semantic_scope
CANON_BINDER_RECEIPT_20260804.md,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,4,672567B27EF2AB80AE0158F3EBBEA8255D86F0AA6876AF8A88EB81D0C29A9EFC,C437F825E6259B253F9BC6F032CB07DA6EA2BE7157655D27FC7534783FC8547D,private path/operator token only; mathematical text unchanged
CANON_POINTER_UPDATE_v003_20260804.md,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,2,D9F7BB129A13382FB69C335F4B9F2896EFB9AA8F1C91E9A9B76B881E6B549991,34FCE479E272410975FD31FC1B4A2216CCB523CE6933D6DB40469B92EF5D0102,private path/operator token only; mathematical text unchanged
CHECKER_HANDOFF_U01_U12.md,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,9,430FAB4BF94DB1C4FA7B659E44B73DE714E2F56C608E6BD9716F66BCEEB40728,7ACF56500D45BEC213B3AAB06B1134B2BE099A42E914D2918C1619A2555F6548,private path/operator token only; mathematical text unchanged
SOURCE_CUSTODY.md,PRIVATE_INTERLANGUAGE_ROOT,2,77A4D76ED40C023AC8475291FCCD4504BF96254585CBE65DCCDF74522DC02512,831E326371AD070F289122F9E5482A62FC152AA88FC71592F7C3478F77B1190F,private path/operator token only; mathematical text unchanged
evidence/csv_artifact_validation/CSV_PROJECTIONS_ARTIFACT_TOOL_VALIDATION_REPORT.json,OPERATOR_NAME,3,91C2B03308ACD722223B3CE2A909F62BA17C7DE2BAC1569CD541E7E2F02CDE3D,FD7BC559ACA77B9B12EBC1F0F69B015E4A196A1BBABC1AEECB577D8AF8F50A3E,private path/operator token only; mathematical text unchanged
evidence/difficulty/difficulty_ledger.jsonl,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,64,4C5195896923C6816D695A0AA21107F9FD27B19EBAAC9DD61EDECDCDFADB8488,0FC5F8E09B6039D924C043F9193749A80635A4C425F42184B8BF8F0C6A9DEC93,private path/operator token only; mathematical text unchanged
evidence/difficulty/difficulty_ledger_initial_chain_fail_20260804.jsonl,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,50,DBF7313F2600D05809897579052213BF9B6658939219CC8FE568971F938CFE8B,C87133A31AC1DCE9AEAC44C8B2C77EE892E3CA0B6C1D4EF9A0FA04AB07F77118,private path/operator token only; mathematical text unchanged
evidence/difficulty/difficulty_ledger_initial_chain_fail_active_20260804.jsonl,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,50,DBF7313F2600D05809897579052213BF9B6658939219CC8FE568971F938CFE8B,C87133A31AC1DCE9AEAC44C8B2C77EE892E3CA0B6C1D4EF9A0FA04AB07F77118,private path/operator token only; mathematical text unchanged
evidence/difficulty/initialize_difficulty_ledger.ps1,PRIVATE_INTERLANGUAGE_ROOT_FORWARD_SLASH,8,31048B74182395E317F9BF1DB1D271BF86DD485ED0B16ED758AC0499289DAFEC,41C9CA83C8EB62A3720C6C0597FD11F1F263E3B9565F4E2A190FA4D01E4B3461,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,PRIVATE_INTERLANGUAGE_ROOT,129,5841A1BDB2A4F6BB974A03EC1C08A0A78AADAAFB3CEAB2C2589A8E00F682372C,CDF8EEAD49BF41D5E2B9E059D48CC62E3BE6C610696502364569960243811679,private path/operator token only; mathematical text unchanged
evidence/structural_index/PRODUCER_STRUCTURAL_INDEX.csv,OPERATOR_NAME,140,5841A1BDB2A4F6BB974A03EC1C08A0A78AADAAFB3CEAB2C2589A8E00F682372C,CDF8EEAD49BF41D5E2B9E059D48CC62E3BE6C610696502364569960243811679,private path/operator token only; mathematical text unchanged
