"file","bytes","sha256","expected_sha256","matches_other_branch_expected","url"
"interslavic_dictionary_about.html","4119","8708FE5F3362AF5A0930869643E71FA5B273D3A123F81F8F7F3654F27A8E5A1E","",,"https://interslavic-dictionary.com/about"
"isv_medzuslovjansky_slovnik_dictionary_test_basic.json","23237295","738038CF6038B9CFD27C93CAA4BB5C7472917777049B49CE8EB9422DAA72A9A8","738038CF6038B9CFD27C93CAA4BB5C7472917777049B49CE8EB9422DAA72A9A8","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/src/services/dictionary-test/basic.json"
"isv_medzuslovjansky_slovnik_fetchDictionary.ts","2122","06DA0A0E3704ED1BE5A01564074AC45A4913BE1C8BB16E17A6BA682FE9E1ECE0","06DA0A0E3704ED1BE5A01564074AC45A4913BE1C8BB16E17A6BA682FE9E1ECE0","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/src/services/fetchDictionary.ts"
"isv_medzuslovjansky_slovnik_generateDictionary.ts","2303","A572D33ECFB3D2CA577FEE11F00FF9FF591C7B05AEDCD41C215CDE9E747F5931","A572D33ECFB3D2CA577FEE11F00FF9FF591C7B05AEDCD41C215CDE9E747F5931","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/src/services/generateDictionary.ts"
"isv_medzuslovjansky_slovnik_github_repo_api.json","17166","92FE2561F70548CBA64A1C19E1DE2959EB15A8B76B3849F3104D0803A001742F","92FE2561F70548CBA64A1C19E1DE2959EB15A8B76B3849F3104D0803A001742F","True","https://api.github.com/repos/medzuslovjansky/slovnik"
"isv_medzuslovjansky_slovnik_github_tree_master_recursive.json","118701","BB3B3FF161B7108296760C34F7D136CBF527D27B4C4E3B03B197FD0E8FE8DEA3","BB3B3FF161B7108296760C34F7D136CBF527D27B4C4E3B03B197FD0E8FE8DEA3","True","https://api.github.com/repos/medzuslovjansky/slovnik/git/trees/master?recursive=1"
"isv_medzuslovjansky_slovnik_LICENSE.md","1074","1B6F3090A03A3ACE8DB1787322E7179A6241B6349053BFAC67FFC6F10EDE9BF7","1B6F3090A03A3ACE8DB1787322E7179A6241B6349053BFAC67FFC6F10EDE9BF7","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/LICENSE.md"
"isv_medzuslovjansky_slovnik_package.json","4304","0525151F90369B6642435811CC8342AB06176D9F8749F8FF1A3396EF5ACB8523","0525151F90369B6642435811CC8342AB06176D9F8749F8FF1A3396EF5ACB8523","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/package.json"
"isv_medzuslovjansky_slovnik_README.md","1700","F386EAFDC280EB9CD44BAA714D933ADA7A4C437266396088FBFDF30C87CF6EA9","F386EAFDC280EB9CD44BAA714D933ADA7A4C437266396088FBFDF30C87CF6EA9","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/README.md"
"isv_medzuslovjansky_slovnik_update_dictionary_workflow.yml","1014","D50F134F7FB7AF89B25C8516C410AC6B48A25614E088290B76AB3E137CFE87C8","D50F134F7FB7AF89B25C8516C410AC6B48A25614E088290B76AB3E137CFE87C8","True","https://raw.githubusercontent.com/medzuslovjansky/slovnik/master/.github/workflows/update-dictionary.yml"
