"closure_row_id","exact_gate_row_id","source_row_id","row_group","concept_id","english","exact_source_ref","source_path_or_url","source_path_resolution","direct_consumers","reader_boundary_action","blocker_bucket","unresolved_blocker","arabic_direct_micro_support","persian_farsi_direct_micro_support","dari_afghan_direct_micro_support","tajik_direct_micro_support","bridge_candidate_nonpromoted","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","route_decision","route_arabic_rtl_lane","route_persianate_farsi_lane","route_dari_afghan_lane","route_tajik_cyrillic_lane","route_urdu_hindustani_lane","route_pan_turkic_lane","allowed_use","review_only_boundary","no_merge_boundary","term_promotion_allowed","bridge_promotion_allowed","canonical_translation_claim","native_review_claim","git_push"
"r3closure:r3exact:r3run:0019","r3exact:r3run:0019","paper01_60term:quotient_group","paper01_60_term_route_ledger","quotient_group","quotient group","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:quotient_group :: cluster=group_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","گروه خارج‌قسمتی","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0022","r3exact:r3run:0022","paper01_60term:commutative_ring","paper01_60_term_route_ledger","commutative_ring","commutative ring","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:commutative_ring :: cluster=rings_modules","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","حلقهٔ جابجایی","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0038","r3exact:r3run:0038","paper01_60term:direct_sum","paper01_60_term_route_ledger","direct_sum","direct sum","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:direct_sum :: cluster=algebra_general","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","جمع مستقیم","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0042","r3exact:r3run:0042","paper01_60term:invariant","paper01_60_term_route_ledger","invariant","invariant","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:invariant :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","ناوردا","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0043","r3exact:r3run:0043","paper01_60term:invariant_theory","paper01_60_term_route_ledger","invariant_theory","invariant theory","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:invariant_theory :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","نظریهٔ ناورداها","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0044","r3exact:r3run:0044","paper01_60term:covariant","paper01_60_term_route_ledger","covariant","covariant","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:covariant :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","هموردا/کوواریانت","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0045","r3exact:r3run:0045","paper01_60term:contravariant","paper01_60_term_route_ledger","contravariant","contravariant","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:contravariant :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","high_risk_bridge_placeholder_or_review_required; dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","پادوردا/کنتراواریانت","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0046","r3exact:r3run:0046","paper01_60term:binary_form","paper01_60_term_route_ledger","binary_form","binary form","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:binary_form :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","صورت دوتایی","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0047","r3exact:r3run:0047","paper01_60term:ternary_form","paper01_60_term_route_ledger","ternary_form","ternary form","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:ternary_form :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","صورت سه‌متغیره/سه‌تایی","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0048","r3exact:r3run:0048","paper01_60term:biquadratic_form","paper01_60_term_route_ledger","biquadratic_form","biquadratic form","R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json :: paper01_60term:biquadratic_form :: cluster=invariant_theory","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\R3_ARABIC_FARSI_PERSIANATE_60_TERM_LEDGER_20260629T073239Z.json","inherited_from_durable_run_log","none_blocker_or_comparator_only","retain_as_exact_blocker_or_comparator_sidecar","bridge_comparator_only_no_promotion","dari_independent_gate_required; tajik_independent_gate_required; pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","","صورت سه‌متغیرهٔ درجهٔ چهارم","comparator_only_no_bridge_promotion","not_adjacent_linear_algebra_row","blocker_or_comparator_only_no_direct_draft_route","open_source_gate_do_not_consume","open_source_gate_do_not_consume","do_not_consume_from_farsi_comparator_independent_dari_gate_required","do_not_consume_from_farsi_comparator_independent_tajik_gate_required","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
