"closure_row_id","exact_gate_row_id","source_row_id","row_group","concept_id","english","exact_source_ref","source_path_or_url","source_path_resolution","direct_consumers","reader_boundary_action","blocker_bucket","unresolved_blocker","arabic_direct_micro_support","persian_farsi_direct_micro_support","dari_afghan_direct_micro_support","tajik_direct_micro_support","bridge_candidate_nonpromoted","bridge_candidate_review_boundary","adjacent_linear_algebra_boundary","route_decision","route_arabic_rtl_lane","route_persianate_farsi_lane","route_dari_afghan_lane","route_tajik_cyrillic_lane","route_urdu_hindustani_lane","route_pan_turkic_lane","allowed_use","review_only_boundary","no_merge_boundary","term_promotion_allowed","bridge_promotion_allowed","canonical_translation_claim","native_review_claim","git_push"
"r3closure:r3exact:r3run:0133","r3exact:r3run:0133","tajik_cyrillic_vector_space_microdraft:vector_space","tajik_cyrillic_vector_space_microdraft","vector_space","vector space","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector_space :: source_id=tg_wikipedia_linear_algebra; microdraft_use=фазои векторӣ","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: фазои векторӣ","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0134","r3exact:r3run:0134","tajik_cyrillic_vector_space_microdraft:vector","tajik_cyrillic_vector_space_microdraft","vector","vector","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; hgu_open_algebra_class; microdraft_use=вектор","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: вектор","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0135","r3exact:r3run:0135","tajik_cyrillic_vector_space_microdraft:linear_algebra","tajik_cyrillic_vector_space_microdraft","linear_algebra","linear algebra","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_algebra :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=source note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: алгебраи хаттӣ","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0136","r3exact:r3run:0136","tajik_cyrillic_vector_space_microdraft:linear_dependence","tajik_cyrillic_vector_space_microdraft","linear_dependence","linear dependence","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_dependence :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: вобастагии хаттӣ","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0137","r3exact:r3run:0137","tajik_cyrillic_vector_space_microdraft:linear_combination","tajik_cyrillic_vector_space_microdraft","linear_combination","linear combination","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_combination :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: комбинатсияи хаттӣ","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0138","r3exact:r3run:0138","tajik_cyrillic_vector_space_microdraft:matrix","tajik_cyrillic_vector_space_microdraft","matrix","matrix","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:matrix :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=not central in this slice","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: матритса / матриса","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0139","r3exact:r3run:0139","tajik_cyrillic_vector_space_microdraft:scalar","tajik_cyrillic_vector_space_microdraft","scalar","scalar","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar :: source_id=tg_wikipedia_speed_scalar_vector; microdraft_use=скаляр","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: скаляр","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0140","r3exact:r3run:0140","tajik_cyrillic_vector_space_microdraft:scalar_multiplication","tajik_cyrillic_vector_space_microdraft","scalar_multiplication","scalar multiplication","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar_multiplication :: source_id=microdraft_inference; khkt has зарби скалярии for scalar product and must not be conflated; microdraft_use=зарб ба скаляр","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: зарб ба скаляр","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0141","r3exact:r3run:0141","tajik_cyrillic_vector_space_microdraft:closed_under_operation","tajik_cyrillic_vector_space_microdraft","closed_under_operation","closed under operation","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:closed_under_operation :: source_id=microdraft_inference; microdraft_use=зери ҷамъ / зери зарб ба скаляр баста аст","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: зери амал баста аст","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
"r3closure:r3exact:r3run:0142","r3exact:r3run:0142","tajik_cyrillic_vector_space_microdraft:zero_vector","tajik_cyrillic_vector_space_microdraft","zero_vector","zero vector","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:zero_vector :: source_id=microdraft_inference; microdraft_use=вектори сифрӣ","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","inherited_from_durable_run_log","tajik_cyrillic_separate_source_gate_lane","feed_matched_persianate_sublane_review_only","urdu_hindustani_separate_no_persianate_merge","pan_turkic_no_merge_without_own_gate; urdu_hindustani_separate_lane_no_persianate_merge; arabic_lane_open_or_not_consumable; persian_farsi_lane_open_or_not_consumable","","","","Tajik direct draft support: вектори сифрӣ","","no_bridge_candidate_in_row","not_adjacent_linear_algebra_row","route_direct_persianate_scope","do_not_consume_not_in_lane","do_not_consume_not_in_lane","do_not_consume_not_in_lane","consume_review_only_microdraft_support","separate_lane_no_inheritance","separate_lane_no_inheritance","reader_source_boundary_sidecar_review_only","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization","false","false","false","false","false"
