"current_head","branch_relative_path","branch_blob_sha1","branch_blob_bytes","local_packet_path","local_exists","local_bytes","local_sha256","visibility_status","source_use_label"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/B3_HANDOFF_SENT_FD3754D1.md","4b6cbd807654ce8c9b12db1e6213689c0e532faa","517","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\B3_HANDOFF_SENT_FD3754D1.md","True","517","57e4f034ea0197e5d40081690809137124a9ae6821c40e0cfcef48d2bde6de67","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/B3_UPLOADER_READY_SUMMARY.csv","4e689a3693dbe28744c5f2fcbebb07dd64af5284","685","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\B3_UPLOADER_READY_SUMMARY.csv","True","685","bffeb2558affbfe08deedbacf74acfdcb41832f2ce9a69490352e0cbb702b7ca","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/DURABLE_STATE_POINTERS.csv","7293f8ddf7414fcc4a32e7be500a08b5a528455e","1358","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\DURABLE_STATE_POINTERS.csv","True","1358","23b59e317c2dde79d6b70dbe46e97d7daeb3aebb9795a8157e7ae5c7ca1e0d5a","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/MANIFEST.csv","c602a9af341829cc0c9b212b569c3d67e7cec750","7568","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\MANIFEST.csv","True","7568","66e077c9b1e6b18e8c398eabb84f6f0ac8a6a3cf2c8b2092153bb1e262c4b137","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/PACKAGE_VALIDATION.json","9931be5fd8bcb999981798d2f53b454c72f750db","1418","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\PACKAGE_VALIDATION.json","True","1418","7ed8e6b86c2258f55202e7ff5ed5e9d1b4bbe09c369d72274449c45aae4dd77c","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_ARABIC_BRANCH_VISIBLE_SOURCE_ROW_POINTERS.csv","2f2ae97aa25a7245b3ed84e62c4906995d4ec896","23637","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_ARABIC_BRANCH_VISIBLE_SOURCE_ROW_POINTERS.csv","True","23637","cb7eb2651e137393b67f9fa95518076e2af90156508adc2fd13403be7e7df817","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","5c25444e251421780bc1633c807355a0f6e539d8","1604","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_BLOCKERS_AND_RECOVERY_NEXT_ACTIONS.csv","True","1604","3ee0788ba12dac8d77ef825aa5111ad548ab567622435288abd8fa27f5df0727","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_BRANCH_DELTA_COMMITS.csv","03f74c58377e01faaa50c76489d0049786da0d81","140","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_BRANCH_DELTA_COMMITS.csv","True","140","de395e9798a0ceee0f683de167380aa7f35a1581bede413e228c9188efbfe65f","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_BRANCH_DELTA_FROM_FAA2C330.csv","aacc0b083382058e63a24542d3f0f7b66111b3a8","190805","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_BRANCH_DELTA_FROM_FAA2C330.csv","True","190805","e8b7a827852b585ad3762fdb0ca94565abb3abe8faac8b4be345d937a3b35520","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","interlanguage-sidecar/rtl-persianate-arabic-fd3754d1-faa2-multilane-current-head-source-gated-audit-20260706/R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z/R3_FD3754D1_CARRIED_FORWARD_LOCAL_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","9d52152b24e0bf8edeec50d4d3783a1fd43d3927","7444","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706\R3_FD3754D1_FAA2_MULTILANE_CURRENT_HEAD_SOURCE_GATED_AUDIT_20260706_20260706T154915Z\R3_FD3754D1_CARRIED_FORWARD_LOCAL_EXACT_SOURCE_ROW_TABLE_POINTERS.csv","True","7444","4d6cf317c855e923d8ef7942a634d48b032a950878ead309132fb8d639bbad5c","branch-visible and local counterpart present","branch-visible copy of prior R3 source-gated/draft/non-canonical audit artifact"
