"current_head","prior_head","status","path","category","r3_consumption_rule"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/B3_HANDOFF_SENT_B290F1C_CJK.md","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/B3_UPLOADER_READY_SUMMARY.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/BLOCKER_RECOVERY_ROWS_B290_CJK.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/BRANCH_COMPARE_FD3754_TO_B290.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/CJK_DRAFT_PACKET_ROUTE_ROWS_B290.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/CJK_SOURCE_GATE_STATUS_B290.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/DELTA_COMMITS_FD3754_TO_B290.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/MANIFEST.csv","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/README.md","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/SHA256SUMS.txt","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706/NON_SLAVIC_CORE_B290F1C_CJK_DRAFT_CURRENT_HEAD_ROUTE_20260706/SUMMARY.json","CJK adjacent route/context","no R3 Arabic/Persianate authority"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-faa2c330-package-r2-mutual-wake-route-20260706/NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706/B3_HANDOFF_SENT_FAA2C330_PACKAGE_R2.md","R2 Pan-Turkic/Ottoman adjacent context","separate gate; no R3 bridge merge"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-faa2c330-package-r2-mutual-wake-route-20260706/NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706/B3_UPLOADER_READY_SUMMARY.csv","R2 Pan-Turkic/Ottoman adjacent context","separate gate; no R3 bridge merge"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-faa2c330-package-r2-mutual-wake-route-20260706/NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706/BLOCKER_RECOVERY_ROWS_FAA2C330_PACKAGE_R2.csv","R2 Pan-Turkic/Ottoman adjacent context","separate gate; no R3 bridge merge"
"54c8925b4c1ca00ab0bccad8c331157b484a9f53","fd3754d1f1d286e48791770427f3a2059f1854f5","A","coordination/non-slavic-core-faa2c330-package-r2-mutual-wake-route-20260706/NON_SLAVIC_CORE_FAA2C330_PACKAGE_R2_MUTUAL_WAKE_ROUTE_20260706/MANIFEST.csv","R2 Pan-Turkic/Ottoman adjacent context","separate gate; no R3 bridge merge"
