"branch_head","support_id","source_evidence_id","language_gate","route_to_lane","concept","target_rendering","source_file_claim","source_context_locator","resolved_source_path","resolved_sha256","source_resolution_status","formula_neighboring_usage_note","term_alternatives_or_register_notes","reviewer_question","output_label","hard_boundary"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0027","AR-NOETH-002-E003","ar","Arabic RTL draft lane only","matrix / matrix ring context","مصفوفة","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-1:line-23:utf16-80","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only as a matrix or matrix-ring neighbor; not enough by itself for invariant-theory term promotion.","source form only; no accepted terminology claim","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0045","AR-NOETH-002-E024","ar","Arabic RTL draft lane only","matrix / matrix ring context","مصفوفة","source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","pdf-page-4:line-15:utf16-37","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-002_Fezzan_circulant_matrix_ring.pdf","971692613bfd9312b364bd0740f8401bb6372635cf3bf092f7b3dcbe601d2a15","resolved-source-context","Use only as a matrix or matrix-ring neighbor; not enough by itself for invariant-theory term promotion.","source form only; no accepted terminology claim","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0064","FA-IDEAL-001-E003","fa_IR","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","field","میدان","source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","pdf-page-6:line-11:utf16-40","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","b2bedb1aa29693935b09445ed8d90910f27bdeea7ca2f0bb5e3394f0150fda40","resolved-source-context","Use only next to field/vector-space/scalar context in the cited Persian source row.","میدان | ميدان; Persian/Farsi only","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0065","FA-IDEAL-001-E004","fa_IR","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","field","میدان","source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","pdf-page-6:line-19:utf16-32","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","b2bedb1aa29693935b09445ed8d90910f27bdeea7ca2f0bb5e3394f0150fda40","resolved-source-context","Use only next to field/vector-space/scalar context in the cited Persian source row.","میدان | ميدان; Persian/Farsi only","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0067","FA-IDEAL-001-E006","fa_IR","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","field","میدان","source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","pdf-page-7:line-36:utf16-30","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","b2bedb1aa29693935b09445ed8d90910f27bdeea7ca2f0bb5e3394f0150fda40","resolved-source-context","Use only next to field/vector-space/scalar context in the cited Persian source row.","میدان | ميدان; Persian/Farsi only","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0069","FA-IDEAL-001-E008","fa_IR","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","field","میدان","source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","pdf-page-9:line-12:utf16-22","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","b2bedb1aa29693935b09445ed8d90910f27bdeea7ca2f0bb5e3394f0150fda40","resolved-source-context","Use only next to field/vector-space/scalar context in the cited Persian source row.","میدان | ميدان; Persian/Farsi only","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-C2-DRAFT-0071","FA-IDEAL-001-E010","fa_IR","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","field","میدان","source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","pdf-page-11:line-9:utf16-40","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\fa_IR\FA-IDEAL-001_IUT_advanced_algebra_behboodi.pdf","b2bedb1aa29693935b09445ed8d90910f27bdeea7ca2f0bb5e3394f0150fda40","resolved-source-context","Use only next to field/vector-space/scalar context in the cited Persian source row.","میدان | ميدان; Persian/Farsi only","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion"
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-S06-DRAFT-ar-linear-algebra","S06-RTL-0008;S06-RTL-0019;S06-RTL-0020;S06-RTL-0021;S06-RTL-0022;S06-RTL-0030;S06-RTL-0031;S06-RTL-0032","ar","ar scoped draft support only","linear algebra","الجبر الخطي","language-source-bodies/rtl-persianate-arabic","linear algebra","","","unresolved-source-context-blocker","Keep Latin variables and formulas such as Ax=b or V inside LTR/math spans; Arabic phrase sits outside formula tokens.","جبر خطي; الجبر الخطي","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","Does not authorize Persian/Farsi, Dari, Tajik, Urdu, or Turkic usage."
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-S06-DRAFT-fa-linear-algebra","S06-RTL-0098;S06-RTL-0099;S06-RTL-0183;S06-RTL-0186","fa_IR","fa_IR scoped draft support only","linear algebra","جبر خطی","language-source-bodies/rtl-persianate-arabic","linear algebra","","","unresolved-source-context-blocker","Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.","جبر خطی; جبر برداری only if a source row independently supports it","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","fa_IR evidence does not authorize Dari, Tajik, Urdu, Arabic, or Pan-Turkic rows."
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-S06-DRAFT-prs-linear-algebra","S06-RTL-0109;S06-RTL-0110;S06-RTL-0114;S06-RTL-0115;S06-RTL-0116;S06-RTL-0117;S06-RTL-0164;S06-RTL-0165","prs_AF","prs_AF scoped draft support only","linear algebra","جبر خطی","language-source-bodies/rtl-persianate-arabic","Dari linear algebra and algebra course/book witnesses","","","unresolved-source-context-blocker","Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.","الجبر خطی; جبر خطی","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","Dari support is not Persian/Farsi support and not Tajik support."
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-S06-DRAFT-tg-linear-algebra","S06-RTL-0118;S06-RTL-0119;S06-RTL-0120;S06-RTL-0121;S06-RTL-0122;S06-RTL-0126;S06-RTL-0127;S06-RTL-0128","tg_Cyrl_TJ","tg_Cyrl_TJ scoped draft support only","linear algebra / vector space / matrix","алгебраи хаттӣ / фазои векторӣ / матритса","language-source-bodies/rtl-persianate-arabic","Tajik Cyrillic linear algebra","","","unresolved-source-context-blocker","Tajik Cyrillic prose is LTR; formula-neighboring caution is mostly about preserving math notation, not bidi shaping.","алгебраи хаттӣ; фазои векторӣ; матритса; вектор","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","Tajik Cyrillic evidence is not authorized by fa_IR and does not authorize fa_IR."
"212dfb1c7728f7c23274714434aa35d590e1aab7","POSTPUSH-UR-لکیری_الجبرا-30","UR-WB-LA-000-E001;UR-WB-LA-000-E002;UR-WB-LA-000-E003;UR-WB-LA-000-E004;UR-WB-LA-000-E005","ur_Arab","Urdu source-acquisition/support lane only","Urdu Wikibooks linear algebra overview","لکیری الجبرا","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","line 2; 30 exact-context matches","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","f026efe306d9e5759c6605682664714e94a812c74595e93a4bbc5b7864ae46f6","resolved-source-context","technical-prose-context; preserve Urdu RTL script around LTR formula/math tokens.","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","review-only: confirm register/context for this language gate if reviewer authority exists","generated-draft; non-canonical; not-native-reviewed","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical."
