"file","bytes","sha256","role"
"ADJACENT_EIGEN_LINEAR_ALGEBRA_ROW_AUDIT.csv","25199","534335acb7c6d157d25d6a532ecaa1464c96f5710f7dbc891175fe62527ea40f","R3 212dfb branch-advance gap audit artifact"
"B3_UPLOADER_READY_SUMMARY.csv","554","dd958be9e2f05ef326a8d4f9217a512f2bfc304ecd7b29554b0b33fce7a21a1e","R3 212dfb branch-advance gap audit artifact"
"BRANCH_212DFB_DELTA_CONTEXT.csv","5953","fafd3d0eac2dc2c2d59b014bde3a0e30ceb55cf8dbc65a814541bbddf54e65d2","R3 212dfb branch-advance gap audit artifact"
"DRAFT_PRETRANSLATION_INTERLINEAR_SOURCE_RESOLVED_ROWS.csv","144906","5be69140983caacab49a5f9e91bb818a29cebddfe469a359d45f17c07197c42a","R3 212dfb branch-advance gap audit artifact"
"EXACT_BLOCKERS_AND_RECOVERY_SEARCHES.csv","9966","bf18da3a1b381cb8a39ad5a97f7974a46d138df7b57694af53ea350515862f94","R3 212dfb branch-advance gap audit artifact"
"FABLE_BRANCH_WEIGHT_WITNESS_LEDGER.csv","4222","97dbbccaee3b5128b70c4a082d2ec9516600f4dd5313c144d2ba5245c865da94","R3 212dfb branch-advance gap audit artifact"
"FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","5772","1cbc2a256acc75e6193a904907b8c3b4397a712f1b21fcebf1d74659d2dcfc97","R3 212dfb branch-advance gap audit artifact"
"PACKAGE_VALIDATION.json","768","cc2b95ee8d95fe2e1cbdc663fdac78a914cb4be4cb5efd2be31a9f1f51f76512","R3 212dfb branch-advance gap audit artifact"
"README.md","1938","0f7eabaa7a58807932910b5ddad24c9afd8dffaa619cb9a9293ac3ea23bcd541","R3 212dfb branch-advance gap audit artifact"
"SOURCE_BODY_SOURCE_WITNESS_STATUS.csv","2146","6264ec87a6bcd76ec3b14d6e72b7b70286cb78e5657885698d3fa746e865473a","R3 212dfb branch-advance gap audit artifact"
"SOURCE_CONTEXT_NOTES_AR_FA_PERSIANATE_ADJACENT_LA.csv","151536","238620b2a27363c139d6d081646fdefbae7ddb3181d02f25866e603d9a148e87","R3 212dfb branch-advance gap audit artifact"
"SOURCE_USE_LABEL_ROWS.csv","87842","989d8376553056815d03dc7783c700e19f27de98ccb6fc0184825737c3a3bc61","R3 212dfb branch-advance gap audit artifact"
