"status","path","category","source_use_decision","notes"
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/B3_HANDOFF_READY_39845.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/B3_HANDOFF_SENT_39845.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/BRANCH_COMMITS_8466_TO_39845.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/BRANCH_COMPARE_8466_TO_39845.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/LOCAL_PACKET_MANIFEST_SHA_STATUS_39845.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/MANIFEST.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/R6_8466_BRANCH_VISIBILITY_ROUTE_39845.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/README.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/SHA256SUMS.txt","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-39845e69-r6-8466-branch-visibility-20260706/NON_SLAVIC_CORE_39845E69_R6_8466_BRANCH_VISIBILITY_20260706/SUMMARY.json","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/BRANCH_COMMITS_B63_TO_46C.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/BRANCH_COMPARE_B63_TO_46C.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/CARRIED_COORDINATOR_PACKET_STATUS_46C.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/MANIFEST.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/README.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/SHA256SUMS.txt","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-46c03ed5-8466-39845-branch-visibility-note-20260706/NON_SLAVIC_CORE_46C03ED5_8466_39845_BRANCH_VISIBILITY_NOTE_20260706/SUMMARY.json","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/B3_HANDOFF_READY_732.md","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/BRANCH_COMMITS_46C_TO_732.csv","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/BRANCH_COMPARE_46C_TO_732.csv","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/MANIFEST.csv","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/PACKET_MANIFEST_SHA_STATUS_732.csv","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/R6_B63_SOURCE_START_ROUTE_732.csv","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/README.md","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/SHA256SUMS.txt","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-732e9d62-r6-b63-source-start-route-20260706/NON_SLAVIC_CORE_732E9D62_R6_B63_SOURCE_START_ROUTE_20260706/SUMMARY.json","adjacent_r6_b63_source_start_context","do_not_consume_as_r3_authority_without_independent_gate","Adjacent R6 material is context only for R3 Arabic/Persianate lane."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/B3_HANDOFF_READY_8466.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/BRANCH_COMMITS_08BC_TO_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/BRANCH_COMPARE_08BC_TO_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/BRANCH_COMPARE_CATEGORY_COUNTS_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/EIGHT_LANE_SOURCE_GATE_CARRYFORWARD_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/EXACT_BLOCKERS_AND_RECOVERY_ROWS_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/LOCAL_PACKET_MANIFEST_SHA_STATUS_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/MANIFEST.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/README.md","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/SHA256SUMS.txt","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/SOURCE_GATE_MANUAL_REVIEW_ROUTE_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/SUMMARY.json","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-8466d686-post-08bc-recovery-route-20260706/NON_SLAVIC_CORE_8466D686_POST_08BC_RECOVERY_ROUTE_20260706/TOKEN_RESET_MUTUAL_WAKE_RULES_8466.csv","non_slavic_prior_route_context","review_only_context","Prior non-Slavic/R6 route context; no new R3 translation authority."
"A","coordination/non-slavic-core-b63d1b97-mutual-wake-source-gate-resweep-20260706/NON_SLAVIC_CORE_B63D1B97_MUTUAL_WAKE_SOURCE_GATE_RESWEEP_20260706/B3_HANDOFF_READY_B63_RESWEEP.md","coordinator_b63_source_gate_resweep","review_only_context_keep_existing_r3_gates","Non-Slavic source-gate resweep context; does not merge Arabic/fa_IR/Dari/Tajik/Urdu/Ottoman/Pan-Turkic gates."
