"input_package","sha_file","checked_path","expected_sha256","actual_sha256","status","checked_at_utc"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\b3\B3_ROUTE.csv","6ab0ac92714e6257e3f900e6b9be010a01578b92a7993952abe50ddec5bd9a77","6ab0ac92714e6257e3f900e6b9be010a01578b92a7993952abe50ddec5bd9a77","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\blockers\R6_AUTHORITY_ROUTE_BLOCKERS_AND_RECOVERY_POST_8F7.csv","7a8d7a644da3119d4a1281df1819913773bd92e495719a13a036947cf63b8913","7a8d7a644da3119d4a1281df1819913773bd92e495719a13a036947cf63b8913","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\blockers\R6_INSUFFICIENT_SCOPE_CARRY_FORWARD_POST_8F7.csv","ebf4e0b8aee2d294203f019dd2ff8f3529ec1f292f618afe2cb25c152997d494","ebf4e0b8aee2d294203f019dd2ff8f3529ec1f292f618afe2cb25c152997d494","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\B3_R6_SNAPSHOT_CARRY_FORWARD_INDEX_POST_8F7.csv","dd16d1500136e535ef1be69ab5703e9cfc7dec18fe6e613379de17182a4e148b","dd16d1500136e535ef1be69ab5703e9cfc7dec18fe6e613379de17182a4e148b","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\INTERLANGUAGE_AUTHORITY_PACKAGE_MANIFEST_REFS.csv","b966d7baafa984f33bad781c211b09daab02e05cbc79c3729dbdda8d055dfd84","b966d7baafa984f33bad781c211b09daab02e05cbc79c3729dbdda8d055dfd84","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_8F7_SOURCE_USE_GATE_ROWS.csv","44107c2eaec510a89b0756b41e98b120868d5c652bc5cd8bf3feea4c755f563f","44107c2eaec510a89b0756b41e98b120868d5c652bc5cd8bf3feea4c755f563f","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_POST_8F7.csv","2853a038f652e335458fc853046761240f6d55f31f2c0fc9b81f20147d0852a1","2853a038f652e335458fc853046761240f6d55f31f2c0fc9b81f20147d0852a1","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_FABLE_STANDARD_AUTHORITY_APPLICATION_8F7.csv","9ea2d1000672d0d6ba7cc54b3ab1b756274af82f6621e4b29a181f3b887c416f","9ea2d1000672d0d6ba7cc54b3ab1b756274af82f6621e4b29a181f3b887c416f","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_ROWS_POST_8F7.csv","041c423b51ab9c01a6ef22a541c82380b30e0197446c89fe7b9ca7629f8bd32d","041c423b51ab9c01a6ef22a541c82380b30e0197446c89fe7b9ca7629f8bd32d","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_ROW_AUTHORITY_ROUTING_APPLICATION_8F7.csv","6eb79ed3aa43886a9c2c45a55fcfb0f2822a965e9d51b08c5e1361c844d7a102","6eb79ed3aa43886a9c2c45a55fcfb0f2822a965e9d51b08c5e1361c844d7a102","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\ledgers\R6_SOURCE_GATED_SCAFFOLD_AUTHORITY_CHECK_8F7.csv","637d0b1b20c2a7094c7acca9530820c871374df41f8b4c2918999702989bf712","637d0b1b20c2a7094c7acca9530820c871374df41f8b4c2918999702989bf712","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\logs\LOGBOOK_EXCERPT_20260706.md","c6fe62305b4c946313b863f96967c6ce693ee42fce8b4a9cdced923332f6a49c","c6fe62305b4c946313b863f96967c6ce693ee42fce8b4a9cdced923332f6a49c","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\MANIFEST.csv","d7b3fd7834c0e5231ea9ff28c459f325e12a075202688ee898725b954993de5b","d7b3fd7834c0e5231ea9ff28c459f325e12a075202688ee898725b954993de5b","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\MANIFEST.json","78d74d0b209329b2db9e43ad855a3cbfd9ade3a898f58bb5dbc4b5a88700b89c","78d74d0b209329b2db9e43ad855a3cbfd9ade3a898f58bb5dbc4b5a88700b89c","ok","2026-07-06T04:56:45Z"
"R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\SHA256SUMS.txt","outputs\R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706\README.md","85e1b1a902b7468cbfa4ed240df1506d09c453ae32124097ba619693c70c3f83","85e1b1a902b7468cbfa4ed240df1506d09c453ae32124097ba619693c70c3f83","ok","2026-07-06T04:56:45Z"
