path,exists,bytes,sha256,source_use_category
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,True,8476,67ABA906DD890146A275B71938541A649B50596E63558444924FD8FF2A246010,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\README.md,True,1354,A3D01DAC1D6799E0A6736C2047787090D347D6BB9D13F35B2C36FCE0BB5B5744,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\Fable_ChatGPT_Interlanguage_Program_Full_Mirror_20260705_MANIFEST.csv,True,40240,D3843321E18B1EFCD677266E859D26DDA6F62C239AABA39873F6CFAF74346CCF,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\HEURISTIC_REGISTER.md,True,7633,B2F698828617F692196E06B6D203BC2C69E920551F0F089988215D9114E63E9E,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\BRANCH_WEIGHTING_SPEC.md,True,4356,EEA0EAFFC2C819A53713FD62E105228DB827A67F0007A7B0FFF9B99805F3D299,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\SOURCE_USE_POLICY.md,True,3841,FD1D166E5F9369CDB63C7BA848D2459F0CBFFAFD5E748238A1079D799606EB1C,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\CLAIM_LEDGER.md,True,9740,C9BBC053907040252C8253E6ABEBEAD0775A0989D50ACB7F4DBE3291F5C53D2B,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\COMPLETENESS_STATE_20260704.md,True,3055,C8F01576F87D5B535E75E2CF198477ABBF838B303219898D13D45EBB49D0B67E,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\CONCORDANCE.md,True,8224,83A4A03C28DDD6D648433F0E4536028A1C3684FC1A877C149988EB08D0CA79AF,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\INTERSLAVIC_GATE_MAP.md,True,7691,E714C7A1EEED2DC5B3DD5C2F2AD9184521E14225B82DE1F9E563D1F93987A6F7,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\DO_NOT_USE_LEDGER_20260704.md,True,8771,1B257B988FEA6541D538E267488CBFF7FE75D2855943B2A73CBE410B6F95C7A2,methodology/audit-ledger
C:\Users\memo_\Documents\Codex\2026-07-04\noether-github-package-steward-b3\worktrees\payload-20260705-current\interlanguage-sidecar\20260705\fable_chatgpt_interlingua_program_full\interlingua_program_20260704\CHATGPT_PRO_TASK_SPEC_20260704.md,True,3507,BD4146AF893047A0F8702E0D90BFD2CB0EB232F3D0E0AF6C52DFAFCDB9722432,methodology/audit-ledger
