"base_package","relative_path","expected_sha256","actual_sha256","bytes","status"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","b3/B3_ROUTE.csv","3f7cbaeb22f45412b5916ff08f2ebc4104631b29135ec540bdb870767ff464a0","3f7cbaeb22f45412b5916ff08f2ebc4104631b29135ec540bdb870767ff464a0","785","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","blockers/R6_D8FDB95A_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","56a9cfd61b32eb343b843fd260d418f7bf2e93e120a4073642c7308fc59dea45","56a9cfd61b32eb343b843fd260d418f7bf2e93e120a4073642c7308fc59dea45","1894","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","09272072d6b97d9d3db2abaf8e076af61249bae0fcffe46e5b6e0f18d1569cd7","09272072d6b97d9d3db2abaf8e076af61249bae0fcffe46e5b6e0f18d1569cd7","527","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_LOCAL_HEAD_NAMED_FILE_HITS.csv","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","2","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_PAYLOAD_FRONTIER_CORRECTION.csv","d963b57a40ea22b5673f3a74683e918e4e834224243f58b2c225e9a8bbf1484c","d963b57a40ea22b5673f3a74683e918e4e834224243f58b2c225e9a8bbf1484c","859","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","ethics/R6_D8FDB95A_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","c364ce3ad25c3646176daa551d681d53514057e913f3bd7f175e97c7a6ec3c24","c364ce3ad25c3646176daa551d681d53514057e913f3bd7f175e97c7a6ec3c24","1123","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","fable/R6_D8FDB95A_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","46af604022e6c939ff4a86a19bfa2845105f1cc67234e0709eac3be8c9c2fe14","46af604022e6c939ff4a86a19bfa2845105f1cc67234e0709eac3be8c9c2fe14","1370","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","input-verification/R6_D8FDB95A_PRIOR_PACKAGE_SHA_VERIFY.csv","a8d4b99b2e26966768c320bfa6af14366be81f7cceb7d9121942b9c4d2d08729","a8d4b99b2e26966768c320bfa6af14366be81f7cceb7d9121942b9c4d2d08729","4146","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","logs/LOGBOOK_EXCERPT_20260706.md","15230ae3722f372654251a66654c8be24c65de0f43652cc92ec5fd8cc5691aae","15230ae3722f372654251a66654c8be24c65de0f43652cc92ec5fd8cc5691aae","1433","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","mutual-watch/R6_D8FDB95A_MUTUAL_WATCH_OBSERVATION.csv","36e1bfc46861bc925085a39e58209e2bff82b7c63e3020aa71c097566bf57208","36e1bfc46861bc925085a39e58209e2bff82b7c63e3020aa71c097566bf57208","468","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","f2a2598b0ce0d42966701ab134ffd364403355d99e25e25446232f92f65a4e1a","f2a2598b0ce0d42966701ab134ffd364403355d99e25e25446232f92f65a4e1a","843","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","README.md","7a163bbbd3a953201e8234f95f2daebbd18c6760a55d4754d48e50c719d8b02d","7a163bbbd3a953201e8234f95f2daebbd18c6760a55d4754d48e50c719d8b02d","1780","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use/R6_D8FDB95A_SOURCE_USE_CONTINUATION_LEDGER.csv","c3467333edf20c78c6276092a32508ed1677cbaf06ada85f580192c385a038e6","c3467333edf20c78c6276092a32508ed1677cbaf06ada85f580192c385a038e6","2144","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_D8FDB95A_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","6ba68cdc6ae57369d5f26a8fbc773b486fddde684a019aeeae16a8efb2ae28a3","6ba68cdc6ae57369d5f26a8fbc773b486fddde684a019aeeae16a8efb2ae28a3","250777","ok"
"outputs/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_D8FDB95A_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","74ac5035f5f5e6961c80c081f439c115038e8214db81cc0f53d102630df55fad","74ac5035f5f5e6961c80c081f439c115038e8214db81cc0f53d102630df55fad","34492","ok"
