"package_relative_path","source_use_label","role_summary","extension","size_bytes","sha256","source_body_bucket","original_path_or_derivation","language_boundary","non_claim_boundary"
"bucket-summary.csv","audit-ledger","audit, source-canon, source-recovery, or source-use support ledger",".csv","2622","B3C092E4F3F55975743A3457A3FC2BAFBCD918D113A71D8DBDBA1F2B04B455E9","bucket-summary.csv","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"EXTENSION_COUNTS.csv","audit-ledger","audit, source-canon, source-recovery, or source-use support ledger",".csv","614","4F1E3ED9288A057F6F48756B8A365DEA4F68981FBA96294327A6A0A6BF7B1A49","EXTENSION_COUNTS.csv","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","3754","FA3D4BE433AF17BD5AA5B8BB09C39C3554B9C1EE58BE15E60396A726F62535BC","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","7952","D21790756752C4B87495924A46104A66DDF7F97D692953B59A4218E5C47403A1","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","3692","09E160B4B1B6E9F9DE763883B3E94530811E1DDD8FD8B3F630C01E457479C880","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_1.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","5","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T043000Z_arabic_damascus_linear_algebra_probe/downloads/damascus_linear_algebra_statistics_probability.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","5","2E9FAEBBD47A57F8D00D2F73A2E412BBF5353A95A112F2278B24F69EE5D14B62","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","9462","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","10362","E6CA304375C2FBEA1FDC41DECF5C447FE928FF0AA19BCF2F191F3BE615CEFA74","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","2606","B875DE52637DBFADF5DD4CBDCAE7253209CFAAC61077BF627EB4C8DD99E744D4","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","9462","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","8933","1BD1052005F5E209C342492A07546FEE9AA048810DA9275FA980C2BB80B573A4","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","10539","2AECBAE6C78BBF75B40207EF1AE30B8010A624E2E506DD45B92CB6298F0A8159","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","13912","D2591F598ED3E9822D018E550FE8B97E465D004ECD4FB2A3F61C3E3490639785","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","21516","A023652067EFF99A54396BB736B933B489E7AA947BAFE932613B103D6EF1D215","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","4377","068AB2149F0733A98F289CA317C4FBCC74DBC48C0B1F2B9BAFD6801A1103FCEF","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","517760","E3E4D9864402FF5F2A4A0DD785D2AFC791379D6BA13B9ECCFF0E2DADCBE48E7C","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","1341653","E08C5125C3C06E5D23DD6EF74D15A0510C4B64F9275AE53AFA6830F67E460F86","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","39947","7193D398DFA06C56026F6821D0B40D871E168B51DA1EE9EC99C1CE4FA31F25F1","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","16926","9D031CCB8B18EA2C6CE27ED4E2BC849AB0F348C1319AF9B8261A17BC1CBCDA34","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","701866","EA5F38EC57FB15F629F0032A0DD6FDD010D3E087D565069E64435B85470165F2","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","74516","54B8DA5463AA44406006D2F5296F5710971A4419371F8F05B0397B6530A1D14C","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","495181","7978A60D748E695A1E8AC1DCC0D4A7A2F02D2406EB159F7C9FAACE48739DDC6F","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","13058","5046FF5A59B7DB54283CC73205517D918C9F56521F45FB19BAD5D390D5A2843A","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","7460","6C4767443E248AA319363ECABC03C0CA07BEA4DCF2329F332339B8FF83054D8C","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.bigendian_strings.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","6903","E506BBD7DD0F1D9E79422CEE36AD410885DCB3CC79A3B2289013D4EB81ACAE57","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.unicode_strings.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","6878","DE5D7AA0565565E03B478931972A05356B10A81288833A7B2E29EE3B06A199BF","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","9634","C5F24FC33623CAC22E1BE3A4EA025B4335465B0FD2C517EE050BF89D2B667B98","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/archive_math_dictionary_ar_en_fr_djvu.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","1457576","EC4CF4CF93CF5CEC8E328195B781B397E32197B5ED5D9BEF4ADC1E1AA7A9C2CC","extracted-ocr-witnesses","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/arabacademy_math_dic_eng_ar.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","8400","7EAFC93EBD7A24C841778A6659430E621B9F301AA6ECBA8885859432E3D10F66","extracted-ocr-witnesses","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/hiast_kouba_algebra_vol2_2017.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","19398","E14F477DF73B6AF687EFF6B0E59B777452F9C6B694A0097D2AB97DBA8172DE54","extracted-ocr-witnesses","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/tiaret_mokhtari_algebrelineaire.first8.txt","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies",".txt","28867","0559B1A023B0D6A948B0B1AF1BEC991314B93BFAA7CB4681D429C322C2A108B9","extracted-ocr-witnesses","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.csv","generated-draft","generated non-canonical Arabic draft support kept outside source bodies",".csv","17271","B29B9728CC5BD1598FC2D2FCFDEAEA95722BF26A420E899390B9EC3F995882A9","generated-draft","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.md","generated-draft","generated non-canonical Arabic draft support kept outside source bodies",".md","11102","1E1DCF884FE2B19DE39F8C979D657766BF056EEF016879A02F871C434BB40EDE","generated-draft","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"generated-draft/non-canonical/README.md","generated-draft","generated non-canonical Arabic draft support kept outside source bodies",".md","887","8F012562B88B9C92A27791854987F46F10ADDA7F60A8644DF01885765927D812","generated-draft","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"LOGBOOK.md","method-note","method, README, logbook, or package note",".md","8106","83A7B62E9683FA8ADE262B34851C84F0C02B5BCB5713CC81A2E6F0B61C5CB9E5","LOGBOOK.md","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"logs/LOGBOOK_EXCERPT_20260705.md","method-note","method, README, logbook, or package note",".md","4868","7BFD2D0097460ECCBE326B3F51D5D7A46BB41C0C4F3B094FA761DE32B3BCA2F8","logs","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"manifest.json","manifest","manifest/checksum/source-witness inventory support",".json","148915","3DDDC26D6C615DF2C287951B03D05DDC86FE08CFB04B7EBBC04FBC1A4E72B7E7","manifest.json","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body",".bin","619610","01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body",".bin","433859","8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body",".bin","3570","9230564270285167A4F5280913A171D794515E4C35081038E672047CEBB5573E","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin","rejected","failed/ambiguous download or rejected binary evidence; not source body",".bin","1881807","ED7C817B06D738096A824287026F3761D67FFE0C5690A28ECCBCBCDF809C2254","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.epub.blocked.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body",".txt","80","2620B98BF76B8E804CE5DD6AF9DCC757E171901332B55CD7B0C04AE07BE7A829","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.epub.blocked.txt","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body",".txt","80","2620B98BF76B8E804CE5DD6AF9DCC757E171901332B55CD7B0C04AE07BE7A829","provenance/download-probes-and-blockers","pre-existing package member or package-generated support","Arabic only; does not cover Persian, Persianate, Dari, Tajik, Urdu, Ottoman, or Turkic rows.","No native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, source certification, or translation completion claim."
