path	bytes	sha256	comparison	status
input/00_READ_FIRST.md	1271	7C3DFBB451ABA1BBEB4FE5CDCAE069A196257C4436B5DFB2166530DF5C6F7DA1	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/01_GOVERNING_INSTRUCTIONS.md	2658	F99002D792738241830152847903A0F74F7FC5F6C5210E103869D7970610C664	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/02_INPUT_PAYLOAD_INVENTORY.tsv	761	E5704CF9284D1606177C206FFDB13C88A23DA6BE68E7E6CFF5F4986A4BDE50E0	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/03_SOURCE_HIERARCHY.md	1569	2B86F98F8A144F68D085570D75D224160F4F222D02EA573CBF4CA8C4CEA93379	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/04_INITIAL_STATE.json	1315	3C270E6F34C7F0F337966E8428308B823B523FB4B21098C3B2A199C873745F48	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/05_PAGE_MAP.tsv	5310	3C2B57EF78290A3A0A92C76FE5895C6544F0FE423F01FC6415BFEEE348D82A2B	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/06_INHERITED_COVERAGE_AUDIT.tsv	679	A4B1C83977E4374A97EDFC37E1E7A0E0E0F0C9A2D81C4A4B7C5C49110718910D	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/07_COPY_MATTER_LEDGER.tsv	435	16FFCE13D75EBC5646ADD80A082E8D2D72D47F15BAA988633F5DCD0A47613265	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/08_SESSION_PLAN.tsv	468	D9F392A3B80C57072EABCA74AFF08AD8F993D2A5313A91274F4D10A8715B0B11	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/09_OUTPUT_AND_DIFF_CONTRACT.md	1429	BCAE3F9BBEA9E34DD2FF0349AFEC45E401BCAB841B2F0FB7B47F0186F0E4939C	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/10_AUTHORITY_EXACT_SCOPE_PDF_PAGES_080_115_PRINTED_PP063_098.pdf	1958669	62DC4CABDC91BFBC5510445B2AFA25E820F0A3B2D44F0F15ACE7BD80DEC052B4	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/11_AUTHORITY_FULL_DIRICHLET_GESAMMELTE_WERKE_BAND_I_1889.pdf	36067858	961E55A2D32DDC88191CDD8A99F877A06BB3E721D7705F5A96C6F80AD67F9F6C	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/12_UNVERIFIED_INHERITED_R27_PAPER_IV_CLAIMED_PP063_074.zip	28099073	66E2236C71CA73919BC24F78CB736BD72C3B1236944345BA86B5D549DF68796D	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/13_UNVERIFIED_INHERITED_R28_PAPER_IV_PP075_080.zip	27826705	608683C67ACD4C0762B83D61DDD70EAE0F9F383E296A0E51DA65FF66C69D5090	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/14_UNVERIFIED_INHERITED_MEMBER_INDEX.tsv	18219	5E6032B2A64EA6A794EAA53E37EEE0375EDDBE2F50029B4D157B9F76DABCBE86	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/20_PROMPT_01_PP063_074.md	1887	B659AA9435FD04AFED4091301502076D21C58F2B045FD6D68220080CBCC956DA	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/21_PROMPT_02_PP075_086.md	1747	4471E02A3A052623B62567440FDB3F4C860DDC35DD142E95A624F3595EC158EB	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/22_PROMPT_03_PP087_098.md	1796	AE8A31CC2D783E27740BDC00BC6DB2365D2DDBEF9E2351BCFFF450B1BFB5398A	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/23_PROMPT_04_COLD_AUDIT_FINAL.md	1950	69F908A2EF80AD657469B19CE1EE9682C9D70A56CDDDFC7FC5E78001C47E8D5C	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/90_VALIDATION_RECEIPT.json	3284	3A744BA64D35A1D13569143BCDDF87D24328C21DBBC4DCEE12B717352A323781	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
input/91_SHA256SUMS.tsv	2092	FBA49B03BB1DC0A0B9CBCCD8966F4AC751F83A248F4EAAA3B6A3D7E44B104995	EXACT_SAVED_S03_ORIGINAL_BYTES	PRESERVED_UNCHANGED
