s03_path	preserved_path	bytes	sha256	disposition	status
README.md	history/S03/superseded/README.md	10345	D21BE34AF223538B428892A722D066FE2090A428A5AC26516F631E0E04D5AF08	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
SOURCE_BACKED_DIFF.tsv	history/S03/SOURCE_BACKED_DIFF_CANONICAL.tsv	27503	8EF129DB12EA2FD89AFFE781AE90243FA8138591F034653329192F7D2C04BE78	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/CATALOGUE.tsv	history/S03/superseded/apparatus/CATALOGUE.tsv	3784	A41A8E91E143A764737B690207BBF70E3DF3EC3A28C5117207EB97967343859D	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/main.tex	history/S03/superseded/apparatus/main.tex	10856	731272D37355C2640EB65D3F5DA31862BB55103CF5E0E570D5E091A859AE9C00	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p065.md	history/S03/superseded/apparatus/pages/p065.md	316	8E44B3DE073263FD790A6018E9CDE41D00EC7837B681A80A75AE41E74CED12A1	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p066.md	history/S03/superseded/apparatus/pages/p066.md	477	4727F89A1D746490156F97BCD48FCC710954B46EDC6CB45749779AF15555A6C5	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p067.md	history/S03/superseded/apparatus/pages/p067.md	326	6CB628F1AF287A381D248CAD8CCACB3B39E951163D4310509C75B236CBCA30D5	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p068.md	history/S03/superseded/apparatus/pages/p068.md	344	65804C117284931073AE90BAB10F9DB2BA8BF2C652E4C0F08A7260DAE8A4B4C2	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p069.md	history/S03/superseded/apparatus/pages/p069.md	360	33A1C38B4448AB7A36DCF7DBD289D5BB11585818CF857C7A42AE2F6707B60B19	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p070.md	history/S03/superseded/apparatus/pages/p070.md	488	1BB253F2653BF93304AC50B9776E65E92218156869B7ADAF0CF9CC088462D963	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
apparatus/pages/p071.md	history/S03/superseded/apparatus/pages/p071.md	521	F648250F5E84B03BF243D6408A3AD1AAF5525CD319293D381181B989FFCBCE3C	ORIGINAL_BYTES_RELOCATED	BYTE_IDENTITY_VERIFIED
