printed_page	full_pdf_page	scope_leaf	raw_pixel_sha256	image_path	image_sha256	result
63	80	1	3013A6C6FEB440811E706DDB01201DA1E58DA3B1BC28BB495F758869EEF08C65	qa/s04/source/p063_authority.png	32D625DA2574DA775DD0A1B5B0886688A4CDDAC5C89547C67CBD8B8C2EF6942E	IDENTICAL_216DPI
64	81	2	B57DD89B59C418C3493FBAEFDFDD62553AB9163B60CC82EE1A9331E1D3903CC8	qa/s04/source/p064_authority.png	0AD148BD02E82973E103155B3638F3A92D84EEE8D5EB38C61EB682EEC75ABAA1	IDENTICAL_216DPI
65	82	3	33E3C3093851CE9E8A3785ED3A0D7BE4024AD02DAAAACBFF0980007292513BF6	qa/s04/source/p065_authority.png	ABFDB52FFB44070B8D14934D730D52DBDAD95A7F67E26B3E6EDABBE8853BBB9B	IDENTICAL_216DPI
66	83	4	52F5DCE859469F4F20DB7BC7A9E5AEF1ADB2F998883D20E335773B66379A0191	qa/s04/source/p066_authority.png	DCC1AF44B7BE347C6880E6C1F5DAE82E51EB1898F5E99E2E53B0388A987CE573	IDENTICAL_216DPI
67	84	5	6047BB649E73E4366CF9AF91E12A273A004A3ABB6E447DD08C4077E12C060ADC	qa/s04/source/p067_authority.png	E21BC7F3A766AF3416EE1273E8F83040EEDEE6045A05FC1A08757A376DAF8316	IDENTICAL_216DPI
68	85	6	B9C18C0D7E0A4F33BD09D8B2F4770D35D0D249E759793D37510DDA7B6B2914D3	qa/s04/source/p068_authority.png	59D7F0EA265D477D1BEECF6D69C85B71E4CF6A4A276D3B1801929F5EF0EA38F8	IDENTICAL_216DPI
69	86	7	AE6C87D7202D5C197D02DF1B8B59281B497B159CB073E0514D9964C980455FBC	qa/s04/source/p069_authority.png	7E61AC0B94D1FA45B4A0A238D9D880132F8D5C908731885ABF6FD94508B5BC0B	IDENTICAL_216DPI
70	87	8	85BD4E74D7C3CF2FEE2C6E7B45C9998D06B53B2A19871B6E674F95B6133E049B	qa/s04/source/p070_authority.png	AE46FA315F0282E1079C57957CF916E1CAB777C7987B61E4ABB6446428EC010C	IDENTICAL_216DPI
71	88	9	9D840F641338AA229DED394340FDF118654BAC9D13C372F5B7C2871A755DD855	qa/s04/source/p071_authority.png	35040F61AE2C06CC82F713B787DCBAE539573BC39EE41D3B58FF0643D79FE165	IDENTICAL_216DPI
72	89	10	D5AE27420CD5347AAA3C3B79C101A0604CC851C24E055FE53D082047CA012800	qa/s04/source/p072_authority.png	A122FCD7CDBEFF93B3963E47E88444DF356B7A3D05EBF2E840FFB36F92C23DBD	IDENTICAL_216DPI
73	90	11	800480CF63247C0D42AA7AC52D2DF39A61FB038659C86C704C4174EAFDAECAC4	qa/s04/source/p073_authority.png	C0466294A0F04EEF347E4B75C451AEF15167FD60396959006CA5627F7741F3D3	IDENTICAL_216DPI
74	91	12	9F3D68DEE04128E1746C60D6975F9CA863CBF37ADD70E8B4FB578BCE0E2EA386	qa/s04/source/p074_authority.png	FB5AE30032EE51C16A7134B86143C23CFEEB62EA7ED527D624373D4FB01FA427	IDENTICAL_216DPI
75	92	13	D4253634546E80DB53B99CF4DCED00B6AB1E787E8359984F3AD9B73E99A6C92A	qa/s04/source/p075_authority.png	202CFC7EEA5698250E925680C2EB5BB85AB5422093C71CE8DBF76A20D11CB6EB	IDENTICAL_216DPI
76	93	14	8D4B0323A022FDCF2D86E1A13FC9FC05530D020AC90F08C9E9FE04B7CA819157	qa/s04/source/p076_authority.png	58559469DF164C02AC4E7964BFDE5ED91D3DBB22EDA44EB7E0F3C37F913FE7C3	IDENTICAL_216DPI
77	94	15	CFA2B048EF0A67AC8D4DBD85DAEDD128C7F8311D5E3731831134579E78B8782C	qa/s04/source/p077_authority.png	559243B058E6948FB575EA04F986CCB8E9B19530889B4789841EB37A9A5CEA35	IDENTICAL_216DPI
78	95	16	5C78689C95597DAC407D8055A44695C07D0EF0A40E00F356BE5D173801CB80A3	qa/s04/source/p078_authority.png	E884969CE2BDD0B0FEEE4BC0D9439434192E4B583CAA982283D4163A9A98909C	IDENTICAL_216DPI
79	96	17	6AD82C6CC6123F2882B78F96AB8D2E38E40EA6E285960D4D5111065ABF1C7B07	qa/s04/source/p079_authority.png	F34F5B4554F425CAB2D1A025570279ED3AF31F3EC65651469BF9085D9B704631	IDENTICAL_216DPI
80	97	18	09F63CE90EBBD82FA3CBC723D99F437D89213D08CB0524EB113B734880270C92	qa/s04/source/p080_authority.png	8F696A0950C224428C819A2E16020DA8529A3F6001798EFF3AA8861B49451223	IDENTICAL_216DPI
81	98	19	F909995C59A36F38F13C0195AE3CA6AA8422D6B0B305D32391FD0C2379CBB1F8	qa/s04/source/p081_authority.png	7F35973012AA5F6E272F8C48A63D644FACF442813DCFB5F28025A61B860405BA	IDENTICAL_216DPI
82	99	20	D06C04D43F3D307301905D8CFAEAFDD21B3761995895830212DEBD5E2A52BBA8	qa/s04/source/p082_authority.png	328076B96A5C957FFAB6EA2B30AAEE24DBC39FD1F8C46BE0BD3CEA2376E0FE33	IDENTICAL_216DPI
83	100	21	CB664DA6BCE0C28C16F448F5CD225E1F066BBF1733897FA53C38D2A0B29DF9A8	qa/s04/source/p083_authority.png	BAF8DDB3179F7C9591DE473B6E2804C9AF008CBC4CEEED33AE244AB6584750F6	IDENTICAL_216DPI
84	101	22	7C31C5CC3DB4F7FF40FA3EED25D612E6A40240D2127176AD127BAD473258E603	qa/s04/source/p084_authority.png	68A8B52D001AC2AE5D4CB7E1DA8BB988D0A2FFB3C25908D1D721A8B3BCCF4F2B	IDENTICAL_216DPI
85	102	23	B598B02BF25A67499829F152F0608EA5C94FDB2A0C45312872AA3D41B3F7B6BE	qa/s04/source/p085_authority.png	F0E49BBB5003CE06F2B927B1A868BF28EEF553FE2AC863D8CA6C0438E008F32E	IDENTICAL_216DPI
86	103	24	2A1413B44168D68C74EAEAA660DA6CC61B28C6F8A8A320FFA6791E5FF87E538C	qa/s04/source/p086_authority.png	B5A4A90B4CFFCE88F87F4F899ACD3A8CCCE550D8F18A63400DCBC33D4C494D29	IDENTICAL_216DPI
87	104	25	1879D7EE193060293767D46A0542B2B9B7C80205B798CF11E05B6412DF4E0D49	qa/s04/source/p087_authority.png	563958058A4ABFB1CC62CB1DF0EFA8F90FB85E62B1A6BF39C049FFBE3227D0C4	IDENTICAL_216DPI
88	105	26	BB9CECB8A957B515092E5F2CBC790FFE9E1EEA4BCD794B6418F2386851BBD446	qa/s04/source/p088_authority.png	B6F297B04C00F39B49745CC417D7B83027E9F9975D10074BF47979B5E731B7D9	IDENTICAL_216DPI
89	106	27	ADD2A5FEE315518986A94B6E1FD31CE09085D3CB23CC65DCF46203812F578541	qa/s04/source/p089_authority.png	E0672A904D6875325188CD81CD3A06F4FFFB217D5CFC8077C7A0F074493D703A	IDENTICAL_216DPI
90	107	28	5C702958AA468294D26FF22AC3FB16406CD56CE89DB9B70D7BB8EF43273109E9	qa/s04/source/p090_authority.png	195B076A10B9EDAB1C90AEE562E141AC41347EE5137FEC066AC521E9ED5BA32C	IDENTICAL_216DPI
91	108	29	5D658ED356036C773A11CC5B095E22510B204AF8CF9535B922E1FFDDA498C38C	qa/s04/source/p091_authority.png	5CF4FB9D8609F5A2951D87AB0EC08B53AFFC6342317B4467384CB4D329B6DF1C	IDENTICAL_216DPI
92	109	30	EBA1420554523283C2856A4EC276B71349DEEA2BE6039D218057ED4858B282E5	qa/s04/source/p092_authority.png	303E9813A3720660C7EE8C0BD4328F5D876B9C4C4BD2A002BEA5EC08AFA35FF5	IDENTICAL_216DPI
93	110	31	D53C72186813895A4F9317E16BA52227F76FB35947092175EA2ACD510992EE17	qa/s04/source/p093_authority.png	F4E18AF95CFCBE155D57997E120EF8959014B7FC704B6863F751C3D0468521F2	IDENTICAL_216DPI
94	111	32	F8A1A97E1B12CE32D579C4D8662AC4F45BFEFD9704881B94944854E6CD2FEBD3	qa/s04/source/p094_authority.png	ED73CA1806969994F750AA1B815AE778343996B3B448165F42265469528FD68D	IDENTICAL_216DPI
95	112	33	28DB0D2B8BF1F77B9252EA0E3E879B685129EA29467DAFD354DE7A20697FA4BC	qa/s04/source/p095_authority.png	6D5D0117A124FC9979383E20EC0D7D641E092BEF672BBEE39A5210F3D8387F9B	IDENTICAL_216DPI
96	113	34	6D83BCA074F18C86E1246D089C185FD40BD156B87EE49FE1C0423EC7B167DF58	qa/s04/source/p096_authority.png	0498B28AC33C7416AE35ABCE2E5C4CE89D2A72D6B684D7F76678DD8608DCEFDD	IDENTICAL_216DPI
97	114	35	B098A85F4FA2A6A59EF05ADFB61941DD19513499282B38081B03860454F08932	qa/s04/source/p097_authority.png	9C1A7684431460D17D19831305208749BE0461EBDDECFB8FB6CB7072B438E26E	IDENTICAL_216DPI
98	115	36	BA5728A01509E2F1F5AFFF129D6CDD97562E9CF10859A0D2D33F43C0630BFF2B	qa/s04/source/p098_authority.png	C8E1041859F3B23EF30A6AD796826A672111FD831FE5E18D62B39A8BA11E1F5B	IDENTICAL_216DPI
