row_id,lane,target_language_or_access_target,source_title,source_author_or_owner,topic_tags,evidence_tier,source_type,source_url,local_path,license_or_access_signal,sha256_or_other_hash,byte_count_or_status,source_language,is_target_language_witness,is_source_level_tex_or_archive,is_pdf_docx_or_text_fallback,upload_policy,gap_or_blocker_note,source_package_status,non_claim_boundary,provenance_note,next_action
R7UPM001,Malay-Indonesian,Malaysian Malay,UPM MTH4201-1 Aljabar Niskala course page,Universiti Putra Malaysia LearningHub archive,abstract algebra;groups;rings;mappings;Malay course register,C_HTML_REMOTE_HASHED_COURSE_ROUTE,remote HTML course page,https://learninghub.upm.edu.my/blastarc/blastdk/19202/course/info.php?id=2558,remote_hash_only_no_local_payload,Public archived course page; no explicit open redistribution license observed; no license clearance claimed,B32EF918DA15509EC56BF954111F83A73B2CADA7BB29D7FE0849C777457F7212,61425,Malay/English course synopsis,true_course_register_signal,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Course page is curriculum/register evidence and not a research proof source or TeX/source package.,no_tex_or_article_source_package_found_in_exact_github_code_or_repo_searches,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Live page title and synopsis show MTH4201 Aljabar Niskala with Malay references to groups/rings and an English abstract algebra gloss.,Keep as source-canon course-route addendum; do not promote as specialist publication evidence.
R7UPM002,Malay-Indonesian,Malaysian Malay,UPM MTH4201 duplicate/alternate archived course page,Universiti Putra Malaysia LearningHub archive,abstract algebra;groups;rings;access blocker,ACCESS_BLOCKER,remote HTML course page probe,https://learninghub.upm.edu.my/blastarc/blastdk/22232/course/info.php?id=3727,not_downloaded_access_blocked,Access returned 503 during current probe; no license clearance claimed,Response status code does not indicate success: 503 (Service Unavailable).,ERR,Malay/English course synopsis from earlier search-result route only,false_blocked_route,false,false,manifest_only_no_raw_source_body_payload_for_language_lane,Current route unavailable at probe time; search-result/title-only memory is not source evidence.,blocked_duplicate_route_no_source_package_status,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Preserve the blocker because the earlier follow-up intake carried this alternate MTH4201 route.,Retry later or prefer R7UPM001 as the live UPM MTH4201 course-route witness.
R7UPM003,Malay-Indonesian,Malaysian Malay,UPM MTH4205-1 Kriptografi Bermatematik course page,Universiti Putra Malaysia LearningHub archive,mathematical cryptography;finite rings;abstract algebra;number theory;Malay course register,C_HTML_REMOTE_HASHED_COURSE_ROUTE,remote HTML course page,https://learninghub.upm.edu.my/blastarc/blastdk/20211/course/info.php?id=1902,remote_hash_only_no_local_payload,Public archived course page; no explicit open redistribution license observed; no license clearance claimed,013CAF99B7EB3AE8780613D8E1A0B6632F8143F1CE9B81554EB53435ACEAE25A,61767,Malay/English course synopsis,true_course_register_signal,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Course page reinforces finite-ring and abstract-algebra Malay register evidence but is not source-level TeX or specialist proof prose.,no_tex_or_article_source_package_found_in_exact_github_code_or_repo_searches,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Live page title and synopsis show MTH4205 Kriptografi Bermatematik with Malay references to abstract algebra and finite rings.,Keep as source-canon course-route addendum; do not use as translation authority.
R7UPM004,Malay-Indonesian,Malaysian Malay,UPM PutraBLASTDK 2020/2021 Faculty of Science course index,Universiti Putra Malaysia LearningHub archive,course catalog;mathematical cryptography;Malay course register,C_HTML_REMOTE_HASHED_COURSE_INDEX,remote HTML course index,https://learninghub.upm.edu.my/blastarc/blastdk/20211/course/index.php?categoryid=55,remote_hash_only_no_local_payload,Public archived course index; no explicit open redistribution license observed; no license clearance claimed,53FD6C411BCC0BE23DB9E0DE3EA71C24898D9DC3CF0039FF0706C8E00BA091E4,92284,Malay/English course list,true_course_register_signal,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Course index confirms course-title presence only; it is not exact content for proof prose or source package material.,not_applicable_index_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Index includes the MTH4205 course title in the Faculty of Science/Mathematics course tree.,Keep as corroborating route only.
R7UPM005,Malay-Indonesian,Malaysian Malay,UPM Bachelor of Science in Mathematics with Honours course list,Universiti Putra Malaysia Faculty of Science,program curriculum;abstract algebra;mathematical cryptography;Malay/English course names,C_HTML_REMOTE_HASHED_PROGRAM_ROUTE,remote HTML official program page,https://science.upm.edu.my/content/bachelor_of_science_in_mathematics_with_honours-59631?L=en,remote_hash_only_no_local_payload,Public official UPM program page; no explicit open redistribution license observed; no license clearance claimed,3CB4E9A3BE306716276D7C01D4DF51D4CC475A23D1CB7CB9AC03FD81BCC6B126,124286,Malay/English course list,true_course_register_signal,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Program page confirms official course names/credits only; it is not course-body exact content or source-level mathematics.,not_applicable_program_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Official page lists MTH4201 Aljabar Niskala and MTH4205 Kriptografi Bermatematik with English glosses.,Keep as official curriculum corroboration.
R7UPM006,Malay-Indonesian,Malaysian Malay,UPM Bachelor of Science in Mathematics with Education Honours course list,Universiti Putra Malaysia Faculty of Science,program curriculum;abstract algebra;mathematical cryptography;Malay/English course names,C_HTML_REMOTE_HASHED_PROGRAM_ROUTE,remote HTML official program page,https://science.upm.edu.my/content/bachelor_of_science_in_mathematics_with_education_honours-59637?L=en,remote_hash_only_no_local_payload,Public official UPM program page; no explicit open redistribution license observed; no license clearance claimed,B6FC3CE025E5A8DDE004CDC20285A26C3AE584DFC0B8CA29FED822C1363C877F,185311,Malay/English course list,true_course_register_signal,false,true_metadata_or_remote_hash_only,manifest_only_remote_hash_no_payload,Program page confirms official course names/credits only; it is not course-body exact content or source-level mathematics.,not_applicable_program_route_no_source_package,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Official page lists MTH4201 and MTH4205 in a mathematics education program route.,Keep as official curriculum corroboration.
R7UPM007,Malay-Indonesian,Malaysian Malay,UPM Faculty of Science academic handbook PDF route,Universiti Putra Malaysia Academic Division,academic handbook;mathematical cryptography;abstract algebra;finite rings;Malay/English course descriptions,B_PDF_REMOTE_HASHED_TEXT_PROBE,remote PDF handbook text probe,https://akademik.upm.edu.my/dokumen/BGAKA1_FS.pdf,remote_hash_only_temp_extract_deleted_no_output_payload,Public official UPM PDF route; no explicit open redistribution license observed; no license clearance claimed,B89499FED35B168726FD6F97D8A35CBCD5433CB3F12B81154AFBBE9DABB12E4F,2318755,Malay/English handbook text,true_course_register_signal,false,true_pdf_text_fallback_manifest_only,manifest_only_remote_hash_no_pdf_payload,PDF handbook gives richer course-description context but no TeX/source archive and no redistribution decision.,no_tex_or_article_source_package_found_for_course_handbook,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Temporary text probe found MTH4205 course-description language around number theory abstract algebra and finite-ring cryptography; temp files were deleted.,Keep as official PDF fallback witness; do not upload PDF body from this lane.
R7UPM008,Malay-Indonesian,Malaysian Malay,GitHub exact code search for UPM MTH4201 Aljabar Niskala,GitHub public code search,abstract algebra;course source-package discovery;TeX/source archive gap,GAP_SOURCE_PACKAGE_SEARCH,GitHub code search manifest row,https://github.com/search?q=%22MTH4201%22+%22Aljabar+Niskala%22&type=code,not_applicable_zero_result_query,Public GitHub search surface; zero matching code results from gh search code on 2026-07-04,gh_search_code_exit0_empty_json,0_results,not_applicable,false,false,false,manifest_only_search_result_no_payload,No matching public code/source package found for exact MTH4201 Malay title cluster.,no_matching_public_github_code_results,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Exact query returned empty JSON through gh search code.,Retain as source-package gap row; repeat only if package search frontier changes.
R7UPM009,Malay-Indonesian,Malaysian Malay,GitHub exact repository search for UPM MTH4201 Aljabar Niskala,GitHub public repository search,abstract algebra;course source-package discovery;repository gap,GAP_SOURCE_PACKAGE_SEARCH,GitHub repository search manifest row,https://github.com/search?q=%22MTH4201%22+%22Aljabar+Niskala%22&type=repositories,not_applicable_zero_result_query,Public GitHub search surface; zero matching repository results from gh search repos on 2026-07-04,gh_search_repos_exit0_empty_json,0_results,not_applicable,false,false,false,manifest_only_search_result_no_payload,No matching public repository/source package found for exact MTH4201 Malay title cluster.,no_matching_public_github_repo_results,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Exact query returned empty JSON through gh search repos.,Retain as source-package gap row; repeat only if repository search frontier changes.
R7UPM010,Malay-Indonesian,Malaysian Malay,GitHub exact code search for UPM MTH4205 Kriptografi Bermatematik,GitHub public code search,mathematical cryptography;finite rings;course source-package discovery;TeX/source archive gap,GAP_SOURCE_PACKAGE_SEARCH,GitHub code search manifest row,https://github.com/search?q=%22MTH4205%22+%22Kriptografi+Bermatematik%22&type=code,not_applicable_zero_result_query,Public GitHub search surface; zero matching code results from gh search code on 2026-07-04,gh_search_code_exit0_empty_json,0_results,not_applicable,false,false,false,manifest_only_search_result_no_payload,No matching public code/source package found for exact MTH4205 Malay title cluster.,no_matching_public_github_code_results,not translation evidence; not term approval; no native review; no canonical approval; no license clearance; no gate promotion; no completion claim,Exact query returned empty JSON through gh search code.,Retain as source-package gap row; repeat only if package search frontier changes.
