"archive_manifest_id","archive_id","owner_lane","route","target_language_or_access_target","source_title","source_url","archive_local_path","archive_sha256","archive_bytes","archive_license_or_access_signal","source_type","topic_tags","source_language","entry_name","entry_extension","entry_role","entry_uncompressed_bytes","entry_compressed_bytes","entry_last_write_utc","entry_sha256","upload_policy","blocker_or_boundary","non_claim_boundary","created_utc"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::1","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/","","directory_entry_no_payload","0","0","2026-01-08T00:51:32.0000000Z","","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::2","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/.gitignore",".gitignore","other_archive_entry","498","299","2026-01-08T00:51:32.0000000Z","8E5AB0D01A074838D3B9522E76104D39B143A7ABD6767950E60CEB02A35947C3","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::3","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/README.md",".md","text_or_readme_entry","5361","2308","2026-01-08T00:51:32.0000000Z","FDB060B1F3F54C9ED2A5234A6F2871E9C07AAA004DB767EEBFE9BFBDEB14E41B","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::4","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/","","directory_entry_no_payload","0","0","2026-01-08T00:51:32.0000000Z","","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::5","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/Linear-Algebra-3Blue1Brown-English.pdf",".pdf","compiled_pdf_output_inside_archive","568527","415736","2026-01-08T00:51:32.0000000Z","25884C18674EF5F4EBC10FEC3CDDA905EB674187A595330EB8435F540487E3B9","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::6","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/commands.tex",".tex","tex_source_entry","2608","830","2026-01-08T00:51:32.0000000Z","D9F4FA986A91E7904A851FCAFEFCD963C8EC8814FC207F9AE7EAB8049EEE6AD0","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::7","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/lectures/","","directory_entry_no_payload","0","0","2026-01-08T00:51:32.0000000Z","","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::8","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/lectures/lecture01.tex",".tex","tex_source_entry","14505","4340","2026-01-08T00:51:32.0000000Z","45A50823DDD573CB7916527C76D7EFCDC438D402D96C799D27015BBDB65DA722","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::9","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/lectures/lecture02.tex",".tex","tex_source_entry","13180","3703","2026-01-08T00:51:32.0000000Z","D6D04AE9FFCEA7818AC01B336753436D0B8A6C3F5D677110DC501E913989291B","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
"R3-PERSIANATE-SOURCE-ARCHIVE-001::10","R3-PERSIANATE-SOURCE-ARCHIVE-001","fa_IR","Persianate/Tajik source-canon lane - fa_IR only","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_3blue1brown_tex_source_master.zip","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","2006520","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","zip_source_archive","linear_algebra; matrices; determinants; vector_spaces; tex_source","Persian","linear-algebra-3blue1brown-notes-master/english_notes/lectures/lecture03.tex",".tex","tex_source_entry","9972","3070","2026-01-08T00:51:32.0000000Z","35092289503BE4F25A75387392C68E15AC96C561C238103CF3C9397C839CFA63","manifest_only_source_archive_until_B3_license_review","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","Source-archive contents manifest only; no source body extraction into this artifact, no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, or Git push. fa_IR source archives do not authorize Dari, Tajik, Urdu, Hindustani, or Pan-Turkic rows.","20260705T051156Z"
