"source_artifact","path","length","sha256"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\manifest_20260704T051521Z.json","6783","FE18587CB8328A1086DA7E9CC749DBB1944151841F78E64509BE3436589F5109"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z.csv","468688","C94322C29C1970C6A4A09F7BAEAF0114D0E70FD727D4F845C3B534115881518D"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z.json","788948","5190C074733A7E1893A6D5C2B2FEBD6BAEE72AB736403F38C8F3FEEE9B80833A"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_HANDOFF_20260704T051521Z.md","1293","3CC12E2F6E3B68EEE3CC824635961F27F7797BD5BE0C961151BD24D2AB02F1BB"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_VALIDATION_20260704T051521Z.json","6621","AFD0626668BD39D2934E0A49E51AABA1392AC9F10D154B11481352446C493884"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\R3_EXACT_SOURCE_GATED_SIDECAR_INDEX_20260704T051521Z.csv","3945","C701D50B57E2875C99F0FC914F8162F9DD2D7B2FBCEDF3C4B9B5A02A9D8FADCE"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\adjacent_linear_algebra_review_only_rows_20260704T051521Z.csv","124091","ABBA8A5A1329CD8C6D41BC1E38C0F87B11F8DC229DF2F843E8FFCD36B45E0CB8"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\adjacent_linear_algebra_review_only_rows_20260704T051521Z.json","198026","2FED93D55A9C192828A3320AB16A3230129AAFCDE01BD6CE7520CB0848B83CD4"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\blocked_or_nonconsumable_rows_20260704T051521Z.csv","150795","AA7C1C59B4478D053250B89EBED176DB3B890F8B42BBE2C2BF9475327391797B"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\blocked_or_nonconsumable_rows_20260704T051521Z.json","254208","8F8583BB58535C38AAEC5138C48877799419CD17D113E39F591072F9D68A6457"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\bridge_comparator_only_rows_20260704T051521Z.csv","176423","1174F9E2476A732BA9107A6D6415BAE02CD0E05932E1DEA1FDEC2959CF0B789D"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\bridge_comparator_only_rows_20260704T051521Z.json","290391","17A3334679B961A96854C490942EBF8AEF32306EBEE82A688E43F689CA4C4C37"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_arabic_rtl_rows_20260704T051521Z.csv","174339","7A9C0F4108A8F6206C45A47E60BC22ED35DB6CA3FBF5DE89A01217C37FCAA919"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_arabic_rtl_rows_20260704T051521Z.json","288299","2318D0D4325AE51046EAA53555A296F098D33BA15BA2D30F389BC43889872DFA"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_dari_afghan_rows_20260704T051521Z.csv","38965","A33CBCB3977C66741D78C5C5765FA072F85568DC710B3099E039B6A077A04307"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_dari_afghan_rows_20260704T051521Z.json","64395","9640F5D017391315D9F4AC616CA461F6ED15C3E0074DCD9556487E4BBE55ECD9"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_persian_farsi_rows_20260704T051521Z.csv","187107","D36955E1A77BFE968C359E6C4E6DE9D14206238023A1B704017A28C94FCEFBFB"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_persian_farsi_rows_20260704T051521Z.json","308442","E70B85931E55AEB847F3D7F169D64CA2C005985A309C7D8872CE7A04EACF3552"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_tajik_cyrillic_rows_20260704T051521Z.csv","26414","ABF8D54EE4D3CC88EB30E76BD49A85A83AA0101ECFB137C7252910F7631C82D2"
"R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_EXACT_SOURCE_GATED_REVIEW_BOUNDARY_CONTINUATION_20260704T051521Z\sidecars\direct_tajik_cyrillic_rows_20260704T051521Z.json","42994","A0389FD959B5917B7AA905DBB0F0873A4D9DB26592324E232A4A979F90A18E40"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\manifest_20260704T041521Z.json","15771","11CC70F1EB77819E4B1E3C65F3EF5CEBBF1906AC5D2845C726D3C63D21C2C4DE"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\R3_DURABLE_RUN_LOG_20260704T041521Z.csv","496132","F3F857CA8D5B4CE91CFEF1DCB5FD4FD3EF5ECF4040682AF84922C6316792EE07"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\R3_DURABLE_RUN_LOG_20260704T041521Z.json","765336","CCCD6296411AFEA9993B77BA919426063F6850013377CDFF6B0AD6DF6B058747"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\R3_DURABLE_RUN_LOG_HANDOFF_20260704T041521Z.md","773","683172C8EDD4592667D480BCE46363B8755D4EF0AA003C29BD71FE1BC81B4FF9"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\R3_WHOLE_LANE_COMPLETION_AUDIT_20260704T041521Z.json","3552","D5D8C5673F376262A8BEF19A07FDB045EA912B9F1B52271B6B3170BF1F92F31E"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\R3_WHOLE_LANE_COMPLETION_AUDIT_20260704T041521Z.md","1803","04D68B04FF59A3E37CA09DD4677FE7D6414E606F3BC74200030EAF017F8227C7"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\SESSION_B_UNPACKED_SIDECAR_INDEX_20260704T041521Z.csv","10827","DB965C1CB89994E1A4563B633A41DEDD099D777F1A29860C71506B1EDCF716BD"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_arabic_20260704T041521Z.csv","207882","F862FE2D17FEAD92D8FD9120BAF042DD4995995B253B1D8AD76ED50578704679"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_arabic_20260704T041521Z.json","314846","FD38AB70008107A3B4FE4974740CB63585A4A907F83FEFA3412ADC255AF407E6"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_novel_blocked_20260704T041521Z.csv","132268","58236A44DD2EFDA746D9DCB85C384F83C9F809EAB3906E5E7025141D9069A2DE"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_novel_blocked_20260704T041521Z.json","204333","DFDD8ED83177DD1DBA49E8E0E0AF74F9719DD023A066E193D670EE1B61BD3E35"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_pan_turkic_20260704T041521Z.csv","6821","B141E0BC1FAEBAC06B0F2429B17166645A6E559F3273B4CA79629A4FCAC22C40"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_pan_turkic_20260704T041521Z.json","9590","602CA422EA5E58F16FDC93F813B8EF186A88724DBBED61747DD6A637566747B4"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_persianate_tajik_20260704T041521Z.csv","151951","8D020870A2C62765744C24FCA0F9B44AEA636175915E6B489F187AC2E94A1518"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_route\route_persianate_tajik_20260704T041521Z.json","236576","47B6214C0E2B13A7D17730E365F5D2DD5B723F661A3CE36339E789AA2BD63C0E"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.csv","29288","382DEC04F88E20A8C5E7DCBDE9E75088C1D57D9BBEC0835DE83D7BA3037062CD"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_linear_system_microdraft_20260704T041521Z.json","45721","7EAB4DC67A47241F3B07FE1B886382A253626B69723FCD3823C51E25CDD8A781"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.csv","27615","8992FA7A0D269E9CC669098C2430D51789F01C6243E529D120B72DF8781DD1AE"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_arabic_msa_vector_space_microdraft_20260704T041521Z.json","42808","9CB0B9F295221A430203E0563A6C3DDB8B20E9B0C106EF6927A1F078C50E3B35"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.csv","23478","40BD5F5D55278B1D6139AB016474A62624DCBC9926671D2F71CC0349FE8500AC"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_linear_system_source_gate_20260704T041521Z.json","34951","99A6BF6D7DDAFF35EB86C712C1362F7E0212590FA501926EEDF5927AD1ED8F28"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.csv","17894","EDEA5F3AFB83CF5E77CB7D8B25316BF8C477A8C0D5C09CB6539ADE814E5D9D15"
"R3_DURABLE_RUN_LOG_20260704T041521Z","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_DURABLE_RUN_LOG_20260704T041521Z\sidecars\by_row_group\row_group_dari_afghan_vector_space_source_gate_20260704T041521Z.json","26887","32EC0A859C9A7636C59B5E6A29AB6F579389666C007CEFB2D585BD3CA5F4B62D"
