row_uid,term_id,term_id_duplicate_count_in_state_c,source_term,chosen_form_latin,chosen_form_cyrillic,concept_current,f10_flag,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,E_state_C,W_state_C,S_state_C,I,X,D1_state_C,KL_state_C,E_w0_projection,W_w0_projection,S_w0_projection,D1_w0_projection,KL_w0_projection,branch_delta_W_w0,branch_delta_S_w0,witness_writeback_level,witness_writeback_concept,old_reason_class,old_status,old_reviewer_need,old_source_pointer,old_ws_support_hits,old_ws_competitor_hits,old_ws_support_branches,old_ws_competitor_branches,old_ws_support_langs,old_ws_competitor_langs,old_ws_support_score,old_ws_adverse_competitor_score,old_weighted_score_action_class,old_weighted_score_sensitivity,old_weighted_current_equal_branch,old_weighted_current_dependence_pd,old_weighted_top_equal_branch,old_best_noncurrent_mean_MAG,old_writeback_status,old_writeback_candidate_weight,old_writeback_note,old_operational_term_weight_0_100,old_operational_weight_band,old_recommended_action_band,w0_filtered_candidate,w0_hold_targeted_review,w0_concept,w0_spotcheck_verdict,w0_codex_action,support_channel_present,adverse_channel_present,gap_channel_present,candidate_channel_present,v3_action_band
stateC_0001__ISV-30_m_rz_1926--30_marca_1926,ISV-30_märz_1926--30_marca_1926,1,,30. marca 1926.,,unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0002__ISV-a_b_c_a_b_c--a_b_c_a_b_c,ISV-a_b_c_a_b_c--a_b_c_a_b_c,1,"A) / B) / C), a) / b) / c)","A) / B) / C), a) / b) / c)","А) / Б) / Ц), а) / б) / ц)",unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international;script_stability,unstated,False,noether_paper02_section23_terms.json,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0003__ISV-a_b_c_d--a_b_c_d,ISV-a_b_c_d--a_b_c_d,1,A) / B) / C) / D),A) / B) / C) / D),А) / Б) / Ц) / Д),unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,script_stability,unstated,True,noether_paper02_section22_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0004__ISV-a_b_c_d_a_b--a_b_c_d_a_b,ISV-a_b_c_d_a_b--a_b_c_d_a_b,1,"A) / B) / C) / D), a) / b)","A) / B) / C) / D), a) / b)","А) / Б) / Ц) / Д), а) / б)",unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,script_stability,unstated,True,noether_paper02_section24_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0005__ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_d_ljiva__rez_,ISV-a_ist_teilbar_durch_t_vielfaches_a_von_t--a_jest_děljiva_črez_,1,,"a jest děljiva črez t / ideal a, kratny od t",,determinant,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0006__ISV-abbildungsfunktionen--funkcije_odobra_enja,ISV-abbildungsfunktionen--funkcije_odobraženja,1,,funkcije odobraženja,функције одображеньа,coefficient,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper06_section03_terms.json,,,,,,,,,,,,,,,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",27.7,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0007__ISV-abbildungsk_rper_abbildungsbereich--polje_obrazov_oblast,ISV-abbildungskörper_abbildungsbereich--polje_obrazov_oblast,1,,polje obrazov / oblast obrazov,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0008__ISV-abbildungssystem--odobra_aju_i_sistem,ISV-abbildungssystem--odobražajuči_sistem,1,,odobražajuči sistem,одображајучи систем,sistem,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,sistem,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper06_section03_terms.json;noether_paper06_section04_terms.json,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0009__ISV-abelsche_gruppenk_rper--abelove_grupypolja,ISV-abelsche_gruppenkörper--abelove_grupypolja,1,,Abelove grupy/polja,,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,3.0,1.0,1.0,0.0,0.0,2.586409289858933,0.14834174943487521,3.0,1.0,1.0,2.586409289858933,0.14834174943487521,0.0,0.0,concept_shelf,field,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0010__ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,ISV-abgeleitetes_hauptideal--glavny_ideal_izveden,1,,"glavny ideal, izvedeny iz p",,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,True,True,CANDIDATE_W0_filtered_add_WS_after_row_context
stateC_0011__ISV-abh_ngigkeiten_zwischen_den_lagrangesche--zavisnosti_med_u_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,1,,zavisnosti medžu Lagranževymi izrazami,,module,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,module,hold_not_bulk_writeback,remove from W0 bulk writeback; route to targeted concept review or corrected concept key,True,True,True,False,HOLD_targeted_review_not_writeback
stateC_0012__ISV-abschnittsk_rper_kvartheta--polje_po_etnogo_odr_,ISV-abschnittskörper_kvartheta--polje_početnogo_odrě,1,,polje početnogo odrězka K(vartheta),,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0013__ISV-absolut-irreduzibel--absolutno_ireducibil,ISV-absolut-irreduzibel--absolutno_ireducibil,1,absolut-irreduzibel,absolutno ireducibilny,абсолутно иредуцибилны,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper34_section21_source_fidelity_terms.json,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.2,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,True,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0014__ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,ISV-absolut-irreduzible_darstellung--absolutno_ireducibil,1,,absolutno ireducibilno predstavjenje,абсолутно иредуцибилно представјенье,field,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,representation,unstated,unstated,True,noether_paper34_section26_source_fidelity_terms.json,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",69.7,B_usable_candidate_or_balanced,C_context_candidate_writeback,False,False,,,,True,True,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0015__ISV-absolut_algebraischer_k_rper--absolutno_algebrai_n,ISV-absolut_algebraischer_körper--absolutno_algebraičn,1,,absolutno algebraično polje,,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
stateC_0016__ISV-absolute_irreduzibilit_t_absolut_irreduz--absolutna_nerazlo_im,ISV-absolute_irreduzibilität_absolut_irreduz--absolutna_nerazložim,1,,absolutna nerazložimost / absolutno nerazložimy,абсолутна неразложимост / абсолутно неразложимы,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native;international,unstated,False,noether_paper20_terms.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0017__ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,ISV-absoluter_multiplikatorenbereich--absolutna_oblast_mno,1,absoluter Multiplikatorenbereich,absolutna oblast množiteljev,абсолутна област множительев,multiplier domain,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,multiplier domain,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper34_section20_source_fidelity_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0018__ISV-absolutes_primideal--absolutny_prosty_ide,ISV-absolutes_primideal--absolutny_prosty_ide,1,,absolutny prosty ideal,,ideal,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,concept_shelf,prime ideal,source_fidelity,unstated,True,noether_paper35_source_fidelity_terms.json,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,True,False,ideal,candidate_after_source_row_context_check,may enter W0 writeback queue after row-context check; not certified,True,False,False,False,MISSING_WITNESS_continue_tail_routing
stateC_0019__ISV-abstrakte_idealtheorie--abstraktna_teorija_i,ISV-abstrakte_idealtheorie--abstraktna_teorija_i,1,,abstraktna teorija idealov,абстрактна теорија идеалов,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,international;source_fidelity,unstated,False,noether_paper18_terms.json,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0020__ISV-abz_hlbar_unendlich_viele_klassen--iz_etno_beskone_no_m,ISV-abzählbar_unendlich_viele_klassen--izčetno_beskonečno_m,1,,izčetno beskonečno mnogo klasov,,decomposition,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,decomposition,True,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0021__ISV-adjungieren--adjungujemo,ISV-adjungieren--adjungujemo,1,,adjungujemo,,adjunction,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0022__ISV-adjungieren_von_log_x_zum_rationalit_tsb--adjungovati_funkciju,ISV-adjungieren_von_log_x_zum_rationalitätsb--adjungovati_funkciju,1,,adjungovati funkciju log x k oblasti racionalnosti,,funkci,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,False,all_shelves,3.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0023__ISV-adjunktion--adjunkcija,ISV-adjunktion--adjunkcija,1,,adjunkcija,адјункција,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native;international,unstated,False,noether_paper06_section01_terms.json;noether_paper06_section04_terms.json;noether_paper09_introduction_terms.json,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0024__ISV-adjunktion_adjungieren--adjunkcija_adjungova,ISV-adjunktion_adjungieren--adjunkcija_adjungova,1,,adjunkcija / adjungovati,,unclassified,F10-0,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1.0,1.0986122886681098,3.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,CURRENT_low_priority_or_document
stateC_0025__ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,ISV-adjunktion_der_u_munu--prisojedinjenje_u_mu,1,Adjunktion der u_{\mu\nu},prisojedinjenje u_{\mu\nu},присојединјенье u_{\mu\nu},adjunction,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,pan_slavic_native,unstated,True,noether_paper24_section02_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0026__ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,ISV-adjunktion_der_unbestimmten_u_mu_nu--prisojedinjenje_neop,1,,prisojedinjenje neopreděljenyh u_{mu nu},присојединјенье неопредельеных u_{mu nu},adjunction,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper22_terms.json,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0027__ISV-adjunktion_eines_primitiven_elementes_er--prisojedinjenje_prim,ISV-adjunktion_eines_primitiven_elementes_er--prisojedinjenje_prim,1,,prisojedinjenje primitivnogo elementa prvogo roda,,element,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0028__ISV-affekt_affektlos--afekt_bez_afekta,ISV-affekt_affektlos--afekt_bez_afekta,1,,afekt / bez afekta,,unclassified,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0029__ISV-affektlose_gleichungen--jedna_enja_bez_afekt,ISV-affektlose_gleichungen--jednačenja_bez_afekt,1,,"jednačenja ""bez afekta""","једначеньа ""без афекта""",equation,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,source_fidelity,unstated,True,noether_paper05_terms.json,,,,,,,,,,,,,,,Q3_ACCEPT_generic_equation_component_support,0.35,equation term appears in math/algorithm context; generic but valid component evidence,23.7,D_underwitnessed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0030__ISV-algebraic_gebilde--algebrai_no_obrazova,ISV-algebraic_gebilde--algebraično_obrazova,1,,algebraično obrazovanje,алгебраично образованье,algebra,F10-1,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,algebr,False,all_shelves,2.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098,2.0,0.0,0.0,1.0,1.0986122886681098,0.0,0.0,,,unstated,unstated,True,noether_paper22_terms.json,1206,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,algebra,-999,Q3_ACCEPT_component_support_context_ok,0.35,algebra appears in mathematical context,38.7,C_partial_or_review_needed,C_context_candidate_writeback,False,False,,,,True,False,True,False,MISSING_WITNESS_continue_tail_routing
stateC_0031__ISV-algebraisch-abgeschlossener_algebraische--algebrai_no_zatvorje,ISV-algebraisch-abgeschlossener_algebraische--algebraično_zatvorje,1,,algebraično zatvorjeno polje / algebraično razširiteljno polje,алгебраично затворјено полье / алгебраично разширительно полье,unclassified,F10-0,yes,record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,2.82842712474619,0.05889151782819174,2.0,1.0,1.0,2.82842712474619,0.05889151782819174,0.0,0.0,,,unstated,unstated,False,noether_paper22_terms.json,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,False,False,,,,True,False,False,False,CURRENT_low_priority_or_document
