"branch_head","claim","value","evidence_basis"
"28019a34851454d37431f2c900c80b45ea90f23e","mapping","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","translation","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","approval","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","native_review","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","accepted_terminology","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","license_clearance","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","gate_promotion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","source_certification","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","final_status","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","bridge_pilot","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
"28019a34851454d37431f2c900c80b45ea90f23e","translation_completion","zero_or_false","No direct reviewer/source-return evidence changed counts in this pass."
