"frontier_id","eprint_id","route","query_or_source","api_url","local_query_cache_path","sha256","bytes","http_status","total_results","entry_count","top_result_ids_titles","parse_status","source_archive_status","language_topic_tags","license_or_access_signal","existing_source_archive_pointer","existing_source_archive_sha256","blocker_or_reason","upload_policy","non_claim_boundary","created_utc"
"R3-ARXIV-001","","Arabic RTL source-canon lane","arXiv API query: Arabic linear algebra","https://export.arxiv.org/api/query?search_query=all:%22Arabic%22+AND+all:%22linear+algebra%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\arabic_linear_algebra.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Arabic; linear algebra; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-002","","Arabic RTL source-canon lane","arXiv API query: Arabic invariant theory","https://export.arxiv.org/api/query?search_query=all:%22Arabic%22+AND+all:%22invariant+theory%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\arabic_invariant_theory.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Arabic; invariant theory; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-003","","Arabic RTL source-canon lane","arXiv API query: Arabic-script linear algebra phrase","https://export.arxiv.org/api/query?search_query=all:%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%D9%8A%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\arabic_script_linear_algebra_phrase.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Arabic script; linear algebra phrase; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-004","","Persianate/Tajik lane - fa_IR only","arXiv API query: Persian linear algebra","https://export.arxiv.org/api/query?search_query=all:%22Persian%22+AND+all:%22linear+algebra%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\persian_linear_algebra.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Persian/Farsi; linear algebra; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-005","","Persianate/Tajik lane - fa_IR only","arXiv API query: Persian Noetherian","https://export.arxiv.org/api/query?search_query=all:%22Persian%22+AND+all:%22Noetherian%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\persian_noetherian.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Persian/Farsi; Noetherian; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-006","","Persianate/Tajik lane - fa_IR only","arXiv API query: Persian-script linear algebra phrase","https://export.arxiv.org/api/query?search_query=all:%22%D8%AC%D8%A8%D8%B1%20%D8%AE%D8%B7%DB%8C%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\persian_script_linear_algebra_phrase.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Persian/Farsi script; linear algebra phrase; arXiv metadata; source archive frontier","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-007","","Persianate/Tajik lane - prs_AF separate gate","arXiv API query: Dari linear algebra","https://export.arxiv.org/api/query?search_query=all:%22Dari%22+AND+all:%22linear+algebra%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\dari_linear_algebra.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Dari/Afghan Persian; linear algebra; arXiv metadata; separate gate","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-008","","Persianate/Tajik lane - tg_Cyrl_TJ separate gate","arXiv API query: Tajik algebra","https://export.arxiv.org/api/query?search_query=all:%22Tajik%22+AND+all:%22algebra%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\tajik_algebra.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Tajik Cyrillic; algebra; arXiv metadata; separate gate","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-009","","novel_or_blocked_urdu_hindustani_separate_gate","arXiv API query: Urdu linear algebra","https://export.arxiv.org/api/query?search_query=all:%22Urdu%22+AND+all:%22linear+algebra%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\urdu_linear_algebra_separate_gate.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Urdu/Hindustani adjacent; linear algebra; arXiv metadata; separate gate not authorized by Arabic/fa_IR","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
"R3-ARXIV-010","","novel_or_blocked_pan_turkic_separate_gate","arXiv API query: Turkish invariant theory","https://export.arxiv.org/api/query?search_query=all:%22Turkish%22+AND+all:%22invariant+theory%22&start=0&max_results=5&sortBy=relevance&sortOrder=descending","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ARXIV_EPRINT_FRONTIER_PROBE_20260705T004006Z\queries\turkish_invariant_theory_separate_gate.error.txt","CB3AE4520047E5ABD0DC2E266088D5411A78F3BB654DF34D07BFB957D854017F","92","","","0","","not_parsed_fetch_blocked","api_fetch_blocker","Pan-Turkic adjacent; Turkish; invariant theory; arXiv metadata; separate gate not authorized by Arabic/fa_IR","arXiv API metadata access only; individual source archive/license/access status not cleared by this query.","","","ArXiv API metadata fetch blocked or failed: The property 'StatusCode' cannot be found on this object. Verify that the property exists.","blocker_only_no_payload","ArXiv/e-print source-canon frontier metadata only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T004006Z"
