"input_packet","expected_sha256","exists","actual_sha256","relative_path","status"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","fde2803bcb140e0c9a7308f2a66db8220f5aaea0bec0ca0a7301900d93b82c99","True","fde2803bcb140e0c9a7308f2a66db8220f5aaea0bec0ca0a7301900d93b82c99","b3\B3_ROUTE.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","65ad03bff3a17f48126864420e0b7ebfbcb8afa0c75ddae44bb805a0e70eb78f","True","65ad03bff3a17f48126864420e0b7ebfbcb8afa0c75ddae44bb805a0e70eb78f","blockers\R6_AC6F_LIVE_RECOVERY_BLOCKERS_AND_NEXT_ACTIONS.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","3f5e1daaa8fe0180b5aa150f0af88665e802412610225bda88d29476d5fd9d86","True","3f5e1daaa8fe0180b5aa150f0af88665e802412610225bda88d29476d5fd9d86","branch-advance\A2C52A42_BRANCH_ADVANCE_COMPARISON_NOTE.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","7cf722fc7f6dfd490c6affa56dd1aa82c48fd6e360b3edd0a767e497d2b16644","True","7cf722fc7f6dfd490c6affa56dd1aa82c48fd6e360b3edd0a767e497d2b16644","branch-advance\A2C52A42_COMPARE_FILE_INDEX.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","4a17e5a2c3060e975c35efdcb325599ffc61b7bbedfad78c16b50db748b08f0e","True","4a17e5a2c3060e975c35efdcb325599ffc61b7bbedfad78c16b50db748b08f0e","branch-advance\AD3_OBSERVED_REMOTE_AFTER_A2C52A42_COMPARISON_NOTE.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","1944f9132a852dfdb1cdd6ce8c61861fc73b1c9bfef87992dc8da7f75fa3ad9e","True","1944f9132a852dfdb1cdd6ce8c61861fc73b1c9bfef87992dc8da7f75fa3ad9e","branch-advance\AD3_OBSERVED_REMOTE_AFTER_A2C52A42_FILE_INDEX.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","25575e47f046e129e0315bfe7349d845567d5f90ef9b784da8645b51570b374e","True","25575e47f046e129e0315bfe7349d845567d5f90ef9b784da8645b51570b374e","fable\R6_AC6F_LIVE_RECOVERY_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","9a1adb76fa8c697485313194d9b087a21c2d8e09b55c7a09fb78686f2e3b47a4","True","9a1adb76fa8c697485313194d9b087a21c2d8e09b55c7a09fb78686f2e3b47a4","local-references\R6_AC6F_LOCAL_SOURCE_GATED_REFERENCE_CHECK.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","e08f5f92d65e6f289680e9575224a6362dc8d025947fecd4fb67c107ee36efe7","True","e08f5f92d65e6f289680e9575224a6362dc8d025947fecd4fb67c107ee36efe7","local-references\R6_AC6F_PREVIOUS_SCOPE_BOUNDARY_SUMMARY_CARRY_FORWARD.csv","ok"
"R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706","452b49d51e600787183bd62ee9bb2e61cd0c88e6607bd70cc1111de4ee83db0d","True","452b49d51e600787183bd62ee9bb2e61cd0c88e6607bd70cc1111de4ee83db0d","logs\LOGBOOK_EXCERPT_20260706.md","ok"
