"frontier","language_code","language_name","candidate_rows","downloaded_source_archives","extracted_tex_files","gap_status","next_action","label"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","pl","Polish","0","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","cs","Czech","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","sk","Slovak","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","sl","Slovene","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","sr","Serbian","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","hr","Croatian","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","bs","Bosnian","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","cnr","Montenegrin","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","bg","Bulgarian","1","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","mk","Macedonian","1","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","be","Belarusian","1","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","hsb","Upper Sorbian","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
"3eb1cd59b941e07c490a11f5c1a5dc755bfa3ec3","dsb","Lower Sorbian","3","0","0","below_target_current_pass","expand arXiv terms, add institutional repositories, add journal/source repositories, and rerun","source-canon-gap/recovery"
