work_unit,producer_path,bytes,sha256,producer_disposition,public_disposition
U01,evidence/visual_evidence/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718.zip,1037376,061A0DBE6A5DA724B1E53B23F604EB33C4F46D6921A6967A5E4BDA70E977AE76,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/RIGHTS_BLOCKED_SOURCE_ROOT_MANIFEST.csv,3653,2A5766AB26FAD27FBD88F66272CEA7FB2B01E7A504CC86C375B142D7221D848B,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/VISUAL_EVIDENCE_INDEX.csv,3119,FF67E0C5423A37CF9DA297C0D396CF397DC1CEA5922057AE09F20B210AC13343,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/VISUAL_EVIDENCE_INDEX.jsonl,11309,92A25CF13B95AC79731D3A4C44E49973B1FC5488E4CA4EB7AF4CA77E53E6F01E,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/VISUAL_EVIDENCE_INDEX.schema.json,5685,7975C5E4A837437E209629D87D2020366D8F0642F6A6C25B96819EF9D9E440D0,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/VISUAL_EVIDENCE_METADATA.json,1474,45510D62993F857757CAE932A401F7B9B6F7BA730768FCDA624FF4F0A026725B,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/VISUAL_EVIDENCE_VALIDATION_REPORT.json,3020,59A05FD1706AF7FF9D00E7E698BE5DB9D719B2992E4EDB5A8637B9195CD44C1B,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/OPEN_PAYLOAD_VISUAL_MANIFEST.csv,509,036C9C21811210AEAD2A3F7A3EDDD76BDA909A2361E508B8E49DCB2B4B9F1EC7,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/SHA256SUMS.txt,716,8A6FCEF7D7020E1B2BB2AE563A55B953732662E7ED7337CBEFE31C5D19A7AF21,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_METADATA.json,1474,45510D62993F857757CAE932A401F7B9B6F7BA730768FCDA624FF4F0A026725B,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_PUBLIC_SAFE.jsonl,6309,2497EE07866DD7768E5BCDA33C8A101663EA7F9AA52E8C2AEE9587B8156B842A,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_PUBLIC_SAFE.schema.json,3280,5DDBB9801A83B028A25C60AB30946611138B192CB805E8FA5DD27A6AA18F4633,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_SCOPE_AND_CAVEATS.md,1945,F07B84291AC57F9F22790E0903F36F5DFC547D77F1F784711E99033F9B5A9C5B,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_German_U01_control.png,553482,310D979F8FB54027FBAC2DD3CB971F2C9658E311797E53E56328CE83628BFF10,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/public_payload/KO_NOETHER_P29_U01_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_Korean_U01_v001.png,521378,1EF5FE9157DDC2CD1E54A1217142DA2EE8F8E03185C07703F0DA0BDC0E5679DD,open_payload,moved_to_separate_public_visual_package
U01,evidence/visual_evidence/validate_visual_evidence.py,12034,2E5CEF2D796C76967DD92549453A6F6A153138E33D50346ACED2F3730D811859,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U01,ko/Noether_Paper29_Korean_U01_v001.log,16080,E3D126D92E06488E6A25039738158C60313DC45AB3A2E5FAFAC626AC3FDA86EC,internal_review_candidate,raw_path_bearing_build_log_excluded
U01,source/Noether_Paper29_German_P31_U01_control.log,17417,0C361CB2B6C640C20D288A314C33F0FCA58CAFAF6441F8E89DA82D008F31A638,source_control_or_documentation,raw_path_bearing_build_log_excluded
U01,visual_inspection/Noether_Paper29_German_U01_control.png,553482,310D979F8FB54027FBAC2DD3CB971F2C9658E311797E53E56328CE83628BFF10,open_payload,moved_to_separate_public_visual_package
U01,visual_inspection/Noether_Paper29_Korean_U01_v001.png,521378,1EF5FE9157DDC2CD1E54A1217142DA2EE8F8E03185C07703F0DA0BDC0E5679DD,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718.zip,2173339,FA4015384D9F79F497809CCD189C7C0F6EEE5CDD0A9661613E8EBEEF68C5E821,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/RECONSTRUCTION_REPORT.md,1921,6B13128BCEEE07902C114E90E1BB8C2CD59DFE42DE66B8532A2F0045BFCB30DC,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/RIGHTS_BLOCKED_SOURCE_ROOT_MANIFEST.csv,3651,A588817F3A223FB934803A022CA67F44F79947C09CEC8CD2B21CE628F306D13C,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/VISUAL_EVIDENCE_INDEX.csv,7056,F6D156F356E47FE20C6283577783B8BF4922F4AB40021189B122287A0EC5B8ED,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/VISUAL_EVIDENCE_INDEX.jsonl,26199,A5F85C5F85BE9EEEC4ABCE5C0567E2E78DF07547D8758702580FA8BD9D25D088,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/VISUAL_EVIDENCE_INDEX.schema.json,7788,A0A3B049803AA333F847F361680B82A1BEE0905E7EAAB38132E9D7EDAA9C3CD8,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/VISUAL_EVIDENCE_METADATA.json,2619,5F3AC8AD01454ABA8712B17ABC5E75BA8EEC31C21057A900829AF7DC48BAFC62,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/VISUAL_EVIDENCE_VALIDATION_REPORT.json,4594,75D8866E271CA9160F39E09BBCF631D930EFA7890B38D44EB4BB48DEC2920624,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/build_visual_evidence.py,33523,163642586C04520DD13839FBC8303A229A7B4A3646E692D42D219102651A80C8,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/OPEN_PAYLOAD_VISUAL_MANIFEST.csv,1371,45F099B139E8FA43CA8C6BA611A47DBDC5BCCA24537D75CAFEF9579D80F2E686,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/RECONSTRUCTION_REPORT.md,1921,6B13128BCEEE07902C114E90E1BB8C2CD59DFE42DE66B8532A2F0045BFCB30DC,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/SHA256SUMS.txt,1172,715CBC69BBBB2A680524B67F2C8D55DE979861437E1A5386129247A9BD3D1E9D,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_METADATA.json,2619,5F3AC8AD01454ABA8712B17ABC5E75BA8EEC31C21057A900829AF7DC48BAFC62,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_PUBLIC_SAFE.jsonl,14104,ECB82725AE5708CAA19C3A29468753B803FC9A16BE8F7343F9F2EFB2741F2A5D,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_EVIDENCE_PUBLIC_SAFE.schema.json,3469,1264C9245086CD2928FA6F665F4E7BBF1A9CF32595F53BA7904190E181FA39BD,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/VISUAL_SCOPE_AND_CAVEATS.md,2498,7DD9D793992F38FA2022565B09884FF11300BBB9F1219F3D26AF52FBCE81B2AB,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_German_U02_control-1.png,638559,82BDD45D00170B83510D9E120D65106F84C95BCDE2F9729EBF8EC1C4F2DD149E,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_German_U02_control-2.png,29229,8FF7B58292BB6576A84E8BCB9F0CBFA7FD2167BED686EA98FFFD87C96757C927,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_German_U02_control_compact.png,574987,B96941AD1B78CFFD27D4CA9201F227B43DA2F64D89185E02DEC5F40791043E83,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_Korean_U02_pre_review_reconstructed.png,561221,3745EE1BFA0551F4BE6F2681A966872AD0C65A2CD87057F3AB80915CB4DA3935,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/public_payload/KO_NOETHER_P29_U02_VISUAL_EVIDENCE_PUBLIC_PAYLOAD_20260718/images/Noether_Paper29_Korean_U02_v001.png,573820,F2F772AE57371BA57020C4E816203D3DC154EB46186457846AE2DEBCBEC1FD9E,open_payload,moved_to_separate_public_visual_package
U02,evidence/visual_evidence_u02/reconstruction/Noether_Paper29_Korean_U02_pre_review_reconstructed.log,15518,0F5DFA897D2869E0E8EC8B17D534885DA9FB95A24EC53C88C5FA19ABBBD11E53,project_generated_reconstruction_evidence,rejected_or_reconstruction_binary_excluded
U02,evidence/visual_evidence_u02/reconstruction/Noether_Paper29_Korean_U02_pre_review_reconstructed.pdf,66373,09A06792AFD75AA5E8AE668E0038EC956156F03FD744A7C60402FA462E3F6822,project_generated_reconstruction_evidence,rejected_or_reconstruction_binary_excluded
U02,evidence/visual_evidence_u02/reconstruction/Noether_Paper29_Korean_U02_pre_review_reconstructed.png,561221,3745EE1BFA0551F4BE6F2681A966872AD0C65A2CD87057F3AB80915CB4DA3935,project_generated_reconstruction_evidence,rejected_or_reconstruction_binary_excluded
U02,evidence/visual_evidence_u02/validate_visual_evidence.py,16319,2B86A4332A7FF5F73B6381FE5636A445451ECE4CA49D63398C1B43A0C6540052,private_operational_or_archive_review,private_operational_or_archive_review_excluded
U02,ko/Noether_Paper29_Korean_U02_v001.log,15518,35C9716B03E2C83FF903D52F641B0164E492A9004115A674C826C78A732EFB0C,internal_review_candidate,raw_path_bearing_build_log_excluded
U02,source/Noether_Paper29_German_P31_U02_control.log,8091,EF46444B2FAFB0E21F0C4E32DBF2E3E2C43A7862F87ACE389D09FAEF81C3944C,source_control_or_documentation,raw_path_bearing_build_log_excluded
U02,visual_inspection/Noether_Paper29_German_U02_control-1.png,638559,82BDD45D00170B83510D9E120D65106F84C95BCDE2F9729EBF8EC1C4F2DD149E,open_payload,moved_to_separate_public_visual_package
U02,visual_inspection/Noether_Paper29_German_U02_control-2.png,29229,8FF7B58292BB6576A84E8BCB9F0CBFA7FD2167BED686EA98FFFD87C96757C927,open_payload,moved_to_separate_public_visual_package
U02,visual_inspection/Noether_Paper29_German_U02_control_compact.png,574987,B96941AD1B78CFFD27D4CA9201F227B43DA2F64D89185E02DEC5F40791043E83,open_payload,moved_to_separate_public_visual_package
