"record_id","record_type","parent_id","revision","revision_of","supersedes","superseded_by","volume","expose","unit","source_lines","source_locator","authority_sha256","source_reading","target_reading","status","raw_cursor","substantive_cursor","target_tex_sha256","target_pdf_sha256","evidence_sha256","release_state"
"SGA2-X-P23-STMT@1","unit_status","","1","","","","SGA2","X","Proposition 2.3 statement","3414-3423","printed116;physical100-101;running92-93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","complete proposition statement with three functors and two Roman items","source-aligned complete English statement","source_checked_production_draft","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","62713CF86C335AA07D4F72CE5F0A3C8F67964731101BFABE33C4518DA1ADAF96","internal_not_for_release"
"SGA2-X-P23-STMT-PAGES@1","locator_binding","SGA2-X-P23-STMT@1","1","","","","SGA2","X","distinct page systems","3414-3423","printed116;physical100-101;running92-93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","statement crosses recomposed physical page without a pageoriginale marker","all three locator systems retained distinctly","source_and_layout_checked","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","41AD02C57321A8D2200FF32A929BC93ADBC3DE0D59DCD5A284D28D859FB87A90","internal_not_for_release"
"SGA2-X-P23-STMT-FUNCTORS@1","formula_comparison","SGA2-X-P23-STMT@1","1","","","","SGA2","X","three pullback functors","3415","printed116;physical100;running92","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","L_U P_U E_U for modules finite flat coverings and etale coverings","same three functors and object classes under pullback along hat X to X","source_and_target_checked","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","0ADFF5B4A4FDD17DFF772AAF4AFA55FDFE23BC061351A440BC54CAD0ACC43B72","internal_not_for_release"
"SGA2-X-P23-STMT-I@1","formula_comparison","SGA2-X-P23-STMT@1","1","","","","SGA2","X","item i full faithfulness","3418","printed116;physical100;running92","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Lef X Y implies L_U P_U E_U fully faithful for every open neighborhood","hypothesis quantifier and fully faithful conclusions preserved","source_and_target_checked","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","0ADFF5B4A4FDD17DFF772AAF4AFA55FDFE23BC061351A440BC54CAD0ACC43B72","internal_not_for_release"
"SGA2-X-P23-STMT-II-MODULE@1","formula_comparison","SGA2-X-P23-STMT@1","1","","","","SGA2","X","item ii module algebraization","3421","printed116;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Leff X Y and every locally free coherent O_hatX module mathcal E","open neighborhood U and O_U module E with L_U E isomorphic to mathcal E","source_and_target_checked","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","0ADFF5B4A4FDD17DFF772AAF4AFA55FDFE23BC061351A440BC54CAD0ACC43B72","internal_not_for_release"
"SGA2-X-P23-STMT-II-PARALLEL@1","parallel_case_explication","SGA2-X-P23-STMT@1","1","","","","SGA2","X","item ii covering cases","3421","printed116;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","three resp ellipses abbreviate finite flat and etale cases","analogous assertions stated explicitly for P_U and E_U","source_parallelism_preserved_and_explicit","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","E59A5DADE48D40EA47B11A4747A72A21ABA090FA09F697F403FC5B4ACD0FB793","internal_not_for_release"
"SGA2-X-P23-STMT-ELLIPSIS@1","translation_choice","SGA2-X-P23-STMT@1","1","","","","SGA2","X","source parallel-case ellipses","3421","printed116;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","resp ellipsis repeated in source","parallel cases spelled out without source emendation","accepted_explication_not_source_defect","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","62713CF86C335AA07D4F72CE5F0A3C8F67964731101BFABE33C4518DA1ADAF96","internal_not_for_release"
"SGA2-X-P23-STMT-SOURCE@1","source_binding","SGA2-X-P23-STMT@1","1","","","","SGA2","X","exact authority slice","3414-3423","printed116;physical100-101;running92-93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","ten exact authority lines retained with terminal LF","terminal-LF slice replay exact","source_replay_checked","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","0ADFF5B4A4FDD17DFF772AAF4AFA55FDFE23BC061351A440BC54CAD0ACC43B72","internal_not_for_release"
"SGA2-X-P23-STMT-COMPARE@1","comparison_choice","SGA2-X-P23-STMT@1","1","","","","SGA2","X","external English comparison","3414-3423","jcreinhold ii chapter lines203-220","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","comparison has useful phrasing but duplicate Markdown item number and literal ellipses","translated from French with accepted and rejected choices disclosed","comparison_only_with_rationale","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","2BDDBC3D15EECE7A47FDBDFBE31DAE735446BC14480A75113E704F63901C7BF5","internal_not_for_release"
"SGA2-X-P23-STMT-RENDER@1","render_review","SGA2-X-P23-STMT@1","1","","","","SGA2","X","target page visual QA","3414-3423","target1;source physical100-101","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","proposition spans two source physical pages","one clean target page with all symbols and parallel cases visible","producer_render_pass_pending_independent_review","3424","3425","1EAE03E37C9D0602F5972E61BD8F328570C1C199530D35932F882D6E9F9E0133","083AE3363895379E1A690D0865FDBD150EC2A6F1596A0A675BE08D583AF39E2F","A6E67AC8D7CDBEA2052334900D98252462ADDF2304A6BD5AEDB5C79799601368","internal_not_for_release"
