url,fetch_url,lane,source_file,local_file,bytes,sha256,status
https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf,https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE294_20260704T185114_ROLLING_DELTA_AFTER_PACKAGE293/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,noether-slavic-canonical-baseline/algprof.math.hr/AS-2024.pdf,793933,50A255D413C5411F02A4AB6DA487CF1A5CCF2AF0B933E89307FD036E34281124,downloaded
"https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/croatian_mathhr_algebra_structures_2024.pdf,primary","https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/croatian_mathhr_algebra_structures_2024.pdf,primary",noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE149_20260704T062951_ROLLING_SNAPSHOT/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_BROAD_REFERENCE_REGISTER_20260704.csv,,0,,download_failed: HTTP Error 404: Not Found
https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf,https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE153_20260704T071325_ROLLING_DELTA_AFTER_PACKAGE152/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_SORBIAN_MATH_SOURCE_ACCESS_AUDIT_20260704.csv,noether-slavic-canonical-baseline/domowina-verlag.de/34_LND_Lieferbare-Literatur_2022.pdf,4261931,11125B6782DAC314229CF32A0171DD78DD6F38D42CCE0EE7BD27F74DB4942044,downloaded
https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1,https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE294_20260704T185114_ROLLING_DELTA_AFTER_PACKAGE293/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,,0,,download_failed: HTTP Error 429: Too Many Requests
"https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_representation_idempotents.pdf,primary","https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_representation_idempotents.pdf,primary",noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE149_20260704T062951_ROLLING_SNAPSHOT/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_BROAD_REFERENCE_REGISTER_20260704.csv,,0,,download_failed: HTTP Error 429: Too Many Requests
https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1,https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE294_20260704T185114_ROLLING_DELTA_AFTER_PACKAGE293/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,,0,,download_failed: HTTP Error 429: Too Many Requests
"https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_noncommutative_body_thesis.pdf,primary","https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/czech_cuni_noncommutative_body_thesis.pdf,primary",noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE149_20260704T062951_ROLLING_SNAPSHOT/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_BROAD_REFERENCE_REGISTER_20260704.csv,,0,,download_failed: HTTP Error 429: Too Many Requests
https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf,https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE294_20260704T185114_ROLLING_DELTA_AFTER_PACKAGE293/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,noether-slavic-canonical-baseline/elea.sk/abstraktna-algebra-ucebnica.pdf,858508,28F59C88C8DA82BB67B66B326767FF845A36999E72C5B92A19FDBD240FF7C6C4,downloaded
"https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/slovak_abstraktna_algebra.pdf,primary","https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf,sources/interslavic_triangulation/20260624_slavic_math_reference/pdf/slovak_abstraktna_algebra.pdf,primary",noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE149_20260704T062951_ROLLING_SNAPSHOT/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_BROAD_REFERENCE_REGISTER_20260704.csv,noether-slavic-canonical-baseline/elea.sk/slovak_abstraktna_algebra.pdf_primary.html,2315,E961020F97488EEBC63F2C21CB8C980348EBB7CE2E07D6AC09E5C800EF55EE88,downloaded
https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf,https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf,noether-slavic-canonical-baseline,noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE294_20260704T185114_ROLLING_DELTA_AFTER_PACKAGE293/lane_outputs/noether-slavic-canonical-baseline/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,noether-slavic-canonical-baseline/ii.uni.wroc.pl/alg2-03.pdf,226473,C6D562F5511D46E7CB0A4A9E0C8E6684B4295CBEDB7C17A9694112B214BC98B9,downloaded
