"checklist_row_id","request_row_id","language_lane","term_id","check_name","check_passed","blocker_class","blocker_status"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","candidate_fields_complete","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","candidate_values_hash_only","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","route_label_filled","False","route_label_filled","open_blocker"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","addressee_or_owner_role_filled","False","addressee_or_owner_role_filled","open_blocker"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","dispatch_medium_filled","False","dispatch_medium_filled","open_blocker"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","local_standard_route_filled","False","local_standard_route_filled","open_blocker"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","license_context_note_filled","False","license_context_note_filled","open_blocker"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","no_personal_contact_details_copied","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","source_text_copy_absent","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","french","term-fr-0006","source_language_terms_copy_absent","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","french","term-fr-0007","candidate_fields_complete","True","","not_blocking"
"dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","french","term-fr-0007","candidate_values_hash_only","True","","not_blocking"
