"evidence_intake_row_id","blocker_row_id","checklist_row_id","request_row_id","preflight_row_id","candidate_form_id","source_form_id","term_id","language_lane","english_concept","mathematical_domain","priority","candidate_note_values_sha256","blocker_class","missing_precondition","required_resolution_kind","evidence_intake_status","blank_evidence_fields_per_row","evidence_source_pointer_blank","evidence_date_blank","evidence_route_label_blank","evidence_owner_role_blank","evidence_dispatch_medium_blank","evidence_local_standard_route_blank","evidence_license_context_blank","evidence_decision_note_blank","evidence_values_filled","evidence_source_pointers_filled","evidence_reviewed","blocker_resolution_allowed_now","route_assignment_allowed_now","dispatch_allowed_now","return_ingestion_allowed_now","confirmation_application_allowed_now","reviewer_packet_population_allowed_now","source_text_copy_absent","source_language_terms_copy_absent","personal_contact_details_copy_absent"
"fj-dispatch-blocker-evidence-intake-0001","dispatch-blocker-fj-0001","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","candidate-filled-note-form-term-fr-0006","note-form-term-fr-0006","term-fr-0006","french","module","module_theory","high","8B3207E61F62712347A122991E35F0D0ED69E72B176C1E1619F31BD0F624305E","route_label_filled","route_label_filled","fill_non_personal_route_label","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0002","dispatch-blocker-fj-0002","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","candidate-filled-note-form-term-fr-0006","note-form-term-fr-0006","term-fr-0006","french","module","module_theory","high","8B3207E61F62712347A122991E35F0D0ED69E72B176C1E1619F31BD0F624305E","addressee_or_owner_role_filled","addressee_or_owner_role_filled","fill_non_personal_addressee_or_owner_role","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0003","dispatch-blocker-fj-0003","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","candidate-filled-note-form-term-fr-0006","note-form-term-fr-0006","term-fr-0006","french","module","module_theory","high","8B3207E61F62712347A122991E35F0D0ED69E72B176C1E1619F31BD0F624305E","dispatch_medium_filled","dispatch_medium_filled","fill_dispatch_medium","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0004","dispatch-blocker-fj-0004","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","candidate-filled-note-form-term-fr-0006","note-form-term-fr-0006","term-fr-0006","french","module","module_theory","high","8B3207E61F62712347A122991E35F0D0ED69E72B176C1E1619F31BD0F624305E","local_standard_route_filled","local_standard_route_filled","fill_local_standard_route","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0005","dispatch-blocker-fj-0005","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","preflight-confirm-apply-candidate-filled-note-form-term-fr-0006","candidate-filled-note-form-term-fr-0006","note-form-term-fr-0006","term-fr-0006","french","module","module_theory","high","8B3207E61F62712347A122991E35F0D0ED69E72B176C1E1619F31BD0F624305E","license_context_note_filled","license_context_note_filled","fill_license_context_note","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0006","dispatch-blocker-fj-0006","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","candidate-filled-note-form-term-fr-0007","note-form-term-fr-0007","term-fr-0007","french","quotient module","module_theory","high","87443B72CA955BDF33299EBCE42599CDE8A17BA363F27DB7CBCF73596B87C333","route_label_filled","route_label_filled","fill_non_personal_route_label","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0007","dispatch-blocker-fj-0007","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","candidate-filled-note-form-term-fr-0007","note-form-term-fr-0007","term-fr-0007","french","quotient module","module_theory","high","87443B72CA955BDF33299EBCE42599CDE8A17BA363F27DB7CBCF73596B87C333","addressee_or_owner_role_filled","addressee_or_owner_role_filled","fill_non_personal_addressee_or_owner_role","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0008","dispatch-blocker-fj-0008","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","candidate-filled-note-form-term-fr-0007","note-form-term-fr-0007","term-fr-0007","french","quotient module","module_theory","high","87443B72CA955BDF33299EBCE42599CDE8A17BA363F27DB7CBCF73596B87C333","dispatch_medium_filled","dispatch_medium_filled","fill_dispatch_medium","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0009","dispatch-blocker-fj-0009","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","candidate-filled-note-form-term-fr-0007","note-form-term-fr-0007","term-fr-0007","french","quotient module","module_theory","high","87443B72CA955BDF33299EBCE42599CDE8A17BA363F27DB7CBCF73596B87C333","local_standard_route_filled","local_standard_route_filled","fill_local_standard_route","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
"fj-dispatch-blocker-evidence-intake-0010","dispatch-blocker-fj-0010","dispatch-check-request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","request-preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","preflight-confirm-apply-candidate-filled-note-form-term-fr-0007","candidate-filled-note-form-term-fr-0007","note-form-term-fr-0007","term-fr-0007","french","quotient module","module_theory","high","87443B72CA955BDF33299EBCE42599CDE8A17BA363F27DB7CBCF73596B87C333","license_context_note_filled","license_context_note_filled","fill_license_context_note","blank_unfilled","8","True","True","True","True","True","True","True","True","0","0","False","False","False","False","False","False","False","True","True","True"
