"root","sha_path","resolved_path","expected_sha256","actual_sha256","status"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","B3_HANDOFF_SENT_4065F6A4.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\B3_HANDOFF_SENT_4065F6A4.md","9FBE0311E5012D068205A13239393D95D83B2B4EF424B2C7E1DF673066E1EE80","9FBE0311E5012D068205A13239393D95D83B2B4EF424B2C7E1DF673066E1EE80","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\BRANCH_COMPARE_COMMITS_C033F393_TO_4065F6A4.csv","8DD1FCE38536CC718BCBD189D05880DCF2D121251AF392B8E187355EE055E892","8DD1FCE38536CC718BCBD189D05880DCF2D121251AF392B8E187355EE055E892","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\BRANCH_COMPARE_FILES_C033F393_TO_4065F6A4.csv","0411C8FE5B98E19AD40A7905BAC47DCFF84ED892BFA7C678166E345DEBBE3022","0411C8FE5B98E19AD40A7905BAC47DCFF84ED892BFA7C678166E345DEBBE3022","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","BRANCH_COMPARE_SUMMARY_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\BRANCH_COMPARE_SUMMARY_4065F6A4.csv","789A14415BAE951718D2A57F0D798E1E79B00B29F166724629FE004B6E2888D5","789A14415BAE951718D2A57F0D798E1E79B00B29F166724629FE004B6E2888D5","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\EXACT_BLOCKER_RECOVERY_ROWS_4065F6A4.csv","0BAF791F730CE738D489F150740D328F59A066C066B7F975D2CBAE7BA797F214","0BAF791F730CE738D489F150740D328F59A066C066B7F975D2CBAE7BA797F214","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","PARENT_PACKET_VISIBILITY_INVENTORY_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\PARENT_PACKET_VISIBILITY_INVENTORY_4065F6A4.csv","FB3E04887B439376AD7C9665ADC75626A155986DA7F106D5B9D97F64C8EAFA2A","FB3E04887B439376AD7C9665ADC75626A155986DA7F106D5B9D97F64C8EAFA2A","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\README.md","87012F3D667A86AB406A1D81FCD5F502A40149BA99FF07B33DC9ABDDBFF5308D","87012F3D667A86AB406A1D81FCD5F502A40149BA99FF07B33DC9ABDDBFF5308D","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_4065F6A4.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\SOURCE_USE_GAP_FABLE_ADVERSE_CARRYFORWARD_4065F6A4.csv","5AF30D3BFAA97A632DECA7D6EA8D181841C6A7C03547B03A845B7020DA07B83B","5AF30D3BFAA97A632DECA7D6EA8D181841C6A7C03547B03A845B7020DA07B83B","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707","SUMMARY.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-non-slavic-core-lane\outputs\NON_SLAVIC_CORE_4065F6A4_C033_BRANCH_VISIBILITY_CONFIRMATION_20260707\SUMMARY.json","872128E7643AACA634E4D6ED0C8A08F83257303F765DB69432EAC1270DEB64B2","872128E7643AACA634E4D6ED0C8A08F83257303F765DB69432EAC1270DEB64B2","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_4065F6A4_FRONTIER_RECOVERY_20260707","outputs/R2_4065F6A4_FRONTIER_RECOVERY_20260707/4065F6A4_B3_HANDOFF_BOUNDARIES_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\R2_4065F6A4_FRONTIER_RECOVERY_20260707\4065F6A4_B3_HANDOFF_BOUNDARIES_20260707.csv","629d4b67d788c51e968e06f43d2b9ef0e7fe5b61d3eced9e0f7805dcd1501fc0","629D4B67D788C51E968E06F43D2B9EF0E7FE5B61D3ECED9E0F7805DCD1501FC0","ok"
