generated_utc,frontier,root_id,normalization_marker_status,marker_rule,claim_boundary
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,method_authority_761_full_extraction,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,persianate_tajik_761_recovery,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,olp_761_interlinear_source_use,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,olp_761_source_use_adverse,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,olp_761_repeat_dedup,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,r2_761_pan_turkic_recovery,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,r9_761_africa_horn_west,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,non_slavic_core_761_route,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,b3_761_multilane_recovery_batch,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,arabic_rtl_761_source_use_gap,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,cjk_native_761_recovery,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,cjk_draft_761_recovery,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,r7_761_route_context,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,romance_761_source_use_gap,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,romance_761_same_frontier_dedup,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,slavic_761_placeholder_repair,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T07:37:28Z,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,b3_persianate_tajik_return_intake,labels_preserved_no_gate_promotion,draft/non-canonical/source-use/gap/provenance labels must stay attached to downstream rows,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
