"source_bucket","source_git_path","payload_relative_path","bytes","sha256","extension","language_hint","topic_hint","gate_status","boundary"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex","24998","8A7E3E7564D19D1A08ADD4D99C545047600D129F05D2B4BB70C7BCD37D027650",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex","80073","0B78196FB162C9231C89BA34216CCB03E6F42AB09D977734B6612F7612F64737",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/12-anillos-conmutativos-ejercicios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/12-anillos-conmutativos-ejercicios.tex","18008","F5798483A12806935FF3058EF4C54597FE46F6DE0E937D647649CE355FE33D5F",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/12-anillos-conmutativos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/12-anillos-conmutativos.tex","96221","3E5DAF488A87DC74314124897432ADFE117EA8E0533B8EB8F81E44C255A2825A",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/capitulos/11-anillos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/capitulos/11-anillos.tex","824","C76295A6AE9702BF249473363EB2942B8A646ED905E89507DD3EBE0BFC6AB25F",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2018/capitulos/12-anillos-conmutativos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/capitulos/12-anillos-conmutativos.tex","902","0BAF39CD70EFEF4B9DBC07EF1192607C78190ACA2370C7AAFBAB884824C1CFFB",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos-ejercicios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos-ejercicios.tex","5058","0F9E6610F105EE7DB26D0692D0DA02702165D6A47ECD389099993D11E1721B30",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/0-conjuntos.tex","56663","7394173F73B67D902B7B92F4FD1937B79205C291D608535831435F626EE39637",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/1-anillos-ejercicios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/1-anillos-ejercicios.tex","10025","24427EE32449EB1E16769D0CE199D1BADB1F2EF3CB3FEDEF065E087D0176AF17",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/1-anillos.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/1-anillos.tex","76466","197692859DFAC8373DA1A3389FF3B0A03C1EACECAAE0EA206DF3E7680F12A18C",".tex","es","algebra;anillos","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios-ejercicios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios-ejercicios.tex","7962","F66DF9AB9D6FFE094607FAFA6593EDF819498B9934D0B52CDABD75D8DD66F1B6",".tex","es","algebra;polinom","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/2-polinomios.tex","36337","75EE22A896D250364BEA923BBE470A3CCD7343E67F213F539AA3EFD0601D7A66",".tex","es","algebra;polinom","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/a-alfabeto.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/a-alfabeto.tex","3218","08D04F28DA63B01BB8F1FB21EEF0D6C6F50AFD3D1FC4FF4699F96AD2E606C275",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/b-pari.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/b-pari.tex","32595","97BE83CA96C0EED3A0B466FFEC110D69716A54F9647674FC4C7DE3798759EB21",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/extra/divisibilidad-en-Z.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/extra/divisibilidad-en-Z.tex","20662","38ECD8C6F8DFEEFEE64BC7E9ACDB0BE02C855D2F751D757C25601B4332D91880",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/extra/teorema-fundamental-del-algebra.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/extra/teorema-fundamental-del-algebra.tex","12811","8E73D04A9AC7F79ED716A54E70303A5FB4F03D3CB891DF79587E34D71C2E6F87",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
"romance_source_canon","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345/lane_outputs/noether-romance-source-evidence-draft-lane/source_canon_repo_text_probe/ES-B-002_notas-san-salvador/algebra-2019/suficiencia/algebra-1-2019-preguntas.tex","latex_payload/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2019/suficiencia/algebra-1-2019-preguntas.tex","1692","461237C23F6FBB580BF52B7A2186DFD77B6F4DEE4CA222773965425B6206E8C3",".tex","es","algebra","direct_copy_from_committed_gated_source_canon_tex_payload","source-canon/provenance support only; no native-review/canonical-approval/license-clearance/translation-completion claim"
