"file","bytes","sha256","role"
"B3_UPLOADER_READY_SUMMARY.csv","607","50cb40dc8dfb4607a7f4b742e6eb20096c711097f077170a61a529950a67f032","R3 c7fb mutual-wake source-backed payload artifact"
"BLOCKERS_GAPS_NEXT_ACTIONS.csv","3419","b6797bd7020d432ce3b9055d37e6458347509ec52d99581f49a6df6d825a48f7","R3 c7fb mutual-wake source-backed payload artifact"
"DO_NOT_USE_GATE_BOUNDARY_MATRIX.csv","1305","ee4337f1e2019537e882c664974135f5944de438059aa9aeb8a1dae5be3486bd","R3 c7fb mutual-wake source-backed payload artifact"
"FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","3404","ca938d877d95bbf363a1f63ab79ddb8bf30e168c2fc57300aad0ccd30b840917","R3 c7fb mutual-wake source-backed payload artifact"
"GATE_BOUNDARY_COUNTS.csv","3729","0688e350c5ecb3f4426529cf7607128f381a24459216bde78bc0883193b807e7","R3 c7fb mutual-wake source-backed payload artifact"
"LOCAL_SOURCE_BODY_AND_RECOVERY_FILE_INDEX.csv","132740","53da0431bea4e1bf582a3c5919f3833571673263869a39124c9d136f0513d4af","R3 c7fb mutual-wake source-backed payload artifact"
"PACKAGE_VALIDATION.json","737","cc8f3be90d3255a424374e08d14de4f2c2ca4433d85251c04fee8c940a2a17d3","R3 c7fb mutual-wake source-backed payload artifact"
"README.md","1784","beeb8662fbf67558abc95eeeb2118c089addd52cc92875059a81c697fd3a7f58","R3 c7fb mutual-wake source-backed payload artifact"
"RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv","15793","6f4b604483f1fb5ba4975b72373b12cdc5de3998c6082726cb47ee18a44a24b4","R3 c7fb mutual-wake source-backed payload artifact"
"SOURCE_BODY_MANIFEST_ROWS.csv","201509","4ca80efc2caaa4abd5bb822bafd19436a1142c5fe6014b666d4febf940e54428","R3 c7fb mutual-wake source-backed payload artifact"
"SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv","191532","0348de433264dfb93c5defb71d01e6a86747bfae92a0f6caebb085ea8d4d56cc","R3 c7fb mutual-wake source-backed payload artifact"
"SOURCE_USE_LABEL_ROWS.csv","87842","989d8376553056815d03dc7783c700e19f27de98ccb6fc0184825737c3a3bc61","R3 c7fb mutual-wake source-backed payload artifact"
