"branch_head","summary_scope","language_gate","source_body_class","row_count","note"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","ar","native_source_body","87","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","ar","ocr_or_extracted_text_witness","29","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","fa_IR","native_source_body","21","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","fa_IR","ocr_or_extracted_text_witness","6","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","ota_Arab","gap_no_local_literal_body_found_first_pass","1","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","prs_AF","native_source_body","11","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","prs_AF","ocr_or_extracted_text_witness","3","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","tg_Cyrl_TJ","native_source_body","19","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","tg_Cyrl_TJ","ocr_or_extracted_text_witness","6","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","tr_Latn","native_source_body","4","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","ug_Arab","native_source_body","18","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-body-package-manifest","ur_Arab","gap_no_local_literal_body_found_first_pass","1","from language-source-bodies/rtl-persianate-arabic/MANIFEST.csv"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","ar","generated-draft-noncanonical","63","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","fa_IR","generated-draft-noncanonical","74","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","prs_AF","generated-draft-noncanonical","1","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","tg_Cyrl_TJ","generated-draft-noncanonical","2","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","ug_Arab","generated-draft-noncanonical","1","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","source-gated-generated-draft-rows","ur_Arab","generated-draft-noncanonical","15","rows preserve source context and do not authorize other gates"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb-witness-recovery-rows","ota_Arab","witness-or-recovery","7","witness/recovery records from latest c7fb packet"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","c7fb-witness-recovery-rows","ur_Arab","witness-or-recovery","14","witness/recovery records from latest c7fb packet"
