"branch_head","support_id","source_evidence_id","language_gate","route_to_lane","concept","target_rendering","target_rendering_status","status_label","source_file_claim","source_context_locator","resolved","resolved_local_path","resolved_sha256","resolved_bytes","resolution_note","term_alternatives_or_register_notes","formula_neighboring_usage_note","reviewer_question","hard_boundary","source_use_label"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0001","AR-NOETH-001-E001","ar","Arabic RTL draft lane only","Noetherian ring","الحلقة النوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-15:utf16-33","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0002","AR-NOETH-001-E002","ar","Arabic RTL draft lane only","Noetherian ring","حلقات نوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-15:utf16-69","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0003","AR-NOETH-001-E003","ar","Arabic RTL draft lane only","Noetherian ring","النوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-15:utf16-40","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0004","AR-NOETH-001-E004","ar","Arabic RTL draft lane only","ideal","مثالي","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-16:utf16-6","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","مثالي | المثاليات; Arabic-only support","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0005","AR-NOETH-001-E005","ar","Arabic RTL draft lane only","Noetherian ring","النوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-18:utf16-18","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0006","AR-NOETH-001-E006","ar","Arabic RTL draft lane only","ideal","مثالي","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-18:utf16-81","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","مثالي | المثاليات; Arabic-only support","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0007","AR-NOETH-001-E007","ar","Arabic RTL draft lane only","Noetherian ring","الحلقة النوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-24:utf16-85","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0008","AR-NOETH-001-E008","ar","Arabic RTL draft lane only","Noetherian ring","النوثرية","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-1:line-24:utf16-92","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","حلقة نوثرية | الحلقة النوثرية | حلقات نوثرية; نوتيرية kept only as searched variant/adverse form","Use only next to ring/module/ideal-chain, finite-generation, theorem, or definition contexts in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0009","AR-NOETH-001-E009","ar","Arabic RTL draft lane only","ideal","مثالي","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-3:line-26:utf16-42","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","مثالي | المثاليات; Arabic-only support","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","POSTPUSH-C2-DRAFT-0010","AR-NOETH-001-E010","ar","Arabic RTL draft lane only","ideal","مثالي","source-attested-form-in-exact-context; not accepted terminology","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","pdf-page-4:line-30:utf16-43","True","source-canon-recovery\rtl-persianate-arabic-gap-source-canon-cycle2-20260705\source-bodies\ar\AR-NOETH-001_Damascus_Pruefer_arithmetical_ring.pdf","8957e428cacbada148c65e9894fcf73c0931bda5722c8cc8a842f23150be69c4","433859","resolved by source-file leaf name; matches=1","مثالي | المثاليات; Arabic-only support","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","source-gated generated-draft/non-canonical support for own language gate only"
