"path","top_category","package_root","lane_class","slavic_string_signal","direct_slavic_uploader_path","trigger_class","canonical_slavic_mutation"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/B3_ACTION_SUMMARY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/BRANCH_PR_STATE.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","route_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/MANIFEST.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/MANIFEST_REPLAY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/PACKAGE_FILE_LEDGER.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","route_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/PACKAGE_ROOT_SUMMARY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/README.md","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","route_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SAFETY_SCAN_HITS.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","route_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SHA256SUMS.txt","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_68E4432B_PERSIANATE_TAJIK_28019_FRONTIER_CORRECTION_RETURN_20260707/SHA256SUMS_REPLAY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","False","False","package_accounting_visibility","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/B3_ACTION_SUMMARY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/BRANCH_PR_STATE.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/MANIFEST.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/MANIFEST_REPLAY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/PACKAGE_FILE_LEDGER.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/PACKAGE_ROOT_SUMMARY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/README.md","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/SAFETY_SCAN_HITS.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/SHA256SUMS.txt","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_86B2ACB6_NONSLAVIC_86B2_MULTILANE_R9_WAKE_ROUTE_20260707/SHA256SUMS_REPLAY.csv","transfer-audits","transfer-audits/session12-20260705","b3_transfer_audit_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/B3_HANDOFF_SENT_86B2ACB6.md","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/B3_PACKAGE_REPLAY_SUMMARY_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/B3_PACKAGE_ROOT_SUMMARY_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/BRANCH_COMPARE_COMMITS_28019A34_TO_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/BRANCH_COMPARE_FILES_28019A34_TO_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/CHILD_PACKET_CSV_ROW_COUNTS_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/CHILD_PACKET_INVENTORY_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/EIGHT_LANE_ROUTING_STATUS_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
"uploader-transfer/non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707/NON_SLAVIC_CORE_86B2ACB6_28019_MULTILANE_R9_WAKE_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_86B2ACB6.csv","uploader-transfer","non-slavic-core-86b2acb6-28019-multilane-r9-wake-route-20260707","non_slavic_core_visibility","True","False","slavic_string_signal_check","none_observed"
