section,row_id,packet_or_criterion,parent_id,required_or_blank_count,filled_or_received_count,gate_open
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-001,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-001,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-002,parent_review_row_and_notice_template_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-002,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-003,blank_notice_template_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-003,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-004,source_text_absence_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-004,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-005,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-005,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-006,dated_non_personal_review_return_identity,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-006,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-007,parent_review_row_and_notice_template_match,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-007,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-008,blank_notice_template_preservation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-008,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-009,source_text_absence_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-009,10,0,false
review_return_ledger_row,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-RETURN-010,downstream_gate_limit_confirmation,ODRF-SEL-EXC-ATTR-RRET-EVID-DEC-REVIEW-010,10,0,false
