section,row_id,parent_seed_row_id,slot_or_packet,candidate_area,blank_fields,filled_fields,gate_open
slot_return_row,DMOI-RF-ROCSI-SRET-001,DMOI-RF-ROCSI-01,relation_like_statement_slot,relation/function boundary in discrete structures,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-002,DMOI-RF-ROCSI-01,ordered_pair_membership_slot,relation/function boundary in discrete structures,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-003,DMOI-RF-ROCSI-01,function_like_mapping_slot,relation/function boundary in discrete structures,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-004,DMOI-RF-ROCSI-01,graph_of_function_slot,relation/function boundary in discrete structures,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-005,DMOI-RF-ROCSI-01,non_function_relation_counter_slot,relation/function boundary in discrete structures,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-006,DMOI-RF-ROCSI-02,domain_slot,"domain, codomain, and range language",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-007,DMOI-RF-ROCSI-02,codomain_slot,"domain, codomain, and range language",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-008,DMOI-RF-ROCSI-02,range_or_image_slot,"domain, codomain, and range language",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-009,DMOI-RF-ROCSI-02,outside_domain_boundary_slot,"domain, codomain, and range language",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-010,DMOI-RF-ROCSI-03,injective_property_slot,"function property family: one-to-one, onto, injective, surjective, bijective",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-011,DMOI-RF-ROCSI-03,surjective_property_slot,"function property family: one-to-one, onto, injective, surjective, bijective",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-012,DMOI-RF-ROCSI-03,bijective_property_slot,"function property family: one-to-one, onto, injective, surjective, bijective",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-013,DMOI-RF-ROCSI-03,many_to_one_counterexample_slot,"function property family: one-to-one, onto, injective, surjective, bijective",10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-014,DMOI-RF-ROCSI-06,arrow_reading_slot,mapping notation and arrow-reading conventions,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-015,DMOI-RF-ROCSI-06,maps_to_reading_slot,mapping notation and arrow-reading conventions,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-016,DMOI-RF-ROCSI-06,input_output_reading_slot,mapping notation and arrow-reading conventions,10,0,false
slot_return_row,DMOI-RF-ROCSI-SRET-017,DMOI-RF-ROCSI-06,function_name_application_slot,mapping notation and arrow-reading conventions,10,0,false
seed_summary,DMOI-RF-ROCSI-SRET-SEED-01,DMOI-RF-ROCSI-01,set_function_packet_boundary_review_seed,relation/function boundary in discrete structures,5,0,false
seed_summary,DMOI-RF-ROCSI-SRET-SEED-02,DMOI-RF-ROCSI-02,set_function_packet_domain_codomain_range_seed,"domain, codomain, and range language",4,0,false
seed_summary,DMOI-RF-ROCSI-SRET-SEED-03,DMOI-RF-ROCSI-03,proof_literacy_micro_packet_function_property_seed,"function property family: one-to-one, onto, injective, surjective, bijective",4,0,false
seed_summary,DMOI-RF-ROCSI-SRET-SEED-04,DMOI-RF-ROCSI-06,notation_accessibility_sidecar_seed,mapping notation and arrow-reading conventions,4,0,false
packet_shape_summary,DMOI-RF-ROCSI-SRET-PACKET-01,,set_function_packet_boundary_review_seed,,5,0,false
packet_shape_summary,DMOI-RF-ROCSI-SRET-PACKET-02,,set_function_packet_domain_codomain_range_seed,,4,0,false
packet_shape_summary,DMOI-RF-ROCSI-SRET-PACKET-03,,proof_literacy_micro_packet_function_property_seed,,4,0,false
packet_shape_summary,DMOI-RF-ROCSI-SRET-PACKET-04,,notation_accessibility_sidecar_seed,,4,0,false
